file	paragraph	line_start	line_end	char_count	score	snippet
001.为打倒而打倒.txt	2	3	3	175	3	十多年前看过一场电影，叫《寂寞小阳春》（Sweet November），写一个女孩子，身罹绝症，自知不久人世，乃在生命最后的几个月里，每月换一个男朋友，每在月底月初，就把同居的男朋友迎新送旧，虽然上月份的余情袅袅，也要慧剑两断，把本月份的接进门来。这个电影的主题，跟我二十年前“三月换一把，爱情如牙刷”的主题，不谋而合，我一直欣赏它的洒脱、它的深意。
001.为打倒而打倒.txt	10	19	19	184	5	在五花八门的制度约束中，《寂寞小阳春》中的主题，被我想起，我觉得，我们实在该建立一种“定时打倒”的制度，要规定好，在某年某月某一天，我们要把政治人物“定时打倒”。我们要把他出局，出局的目的不是不爱他，而是更爱真理；不是不要他，而是要他全寿全归。爱默生说每个英雄到头来都是讨厌鬼（Every hero becomes a bore at last.），政治人物也...
001.为打倒而打倒.txt	11	21	21	300	3	古代希腊有一种“贝壳放逐制度”（ostricism），由公民投票，把被逐者的名字，写在贝壳上，然后逐出国外，通常是五到十年。大英雄兼政治家，被尊为“正直者”（The just）的阿里斯太提斯（Aristides），就被这样出局过。在投票前夜，他碰到一个老百姓，这老百姓是文盲，又有眼不识泰山，不知道眼前这位就是“正直者阿里斯太提斯”，他拿出一枚贝壳，请阿里斯太...
001.为打倒而打倒.txt	12	23	23	333	10	“贝壳放逐制度”的原意是防止暴政，虽然演变结果，有着不少直接民主的流弊，但它在解决英雄讨人厌一点上，那个文盲老百姓的可爱，到真使我们叹赏。我们中国老百姓不幸，年复一年、月复一月、日复一日、夜以继日，日之所见、耳之所闻，总是一些政治人物的名字在使我们不清净、使我们无限厌烦，对他们这些肉麻当有趣，我们老百姓实在该“打倒”他们，这种“打倒”，不为什么，光是“为打倒...
002.要民主，先丑化.txt	3	5	5	206	5	这是一个很有气概的提示。可是，事实上，小百姓见到大倌人，心里还是嘀咕、还是畏形于色。荆轲刺秦王，找到助手是燕国勇士秦舞阳。秦舞阳的不良少年记录是：“年十三，杀人，人不敢忤视。”凶来兮到谁也不敢正眼看他。但当行刺时候，他在秦王面前吓得“色变振恐”。“不敢忤视”的，是他小子自己了。这个故事说明了：在万华做小瘪三可以，但临了大场面，一见大倌人，声势就要被夺走、上风...
002.要民主，先丑化.txt	8	15	15	184	4	所谓“以小击大法”，就是小百姓要可以丑化大倌人，你大倌人仁义道德，我小百姓就要你男盗女娼；你大倌人威风八面，我小百姓就要你弃甲曳兵；你大倌人不苟言笑，我小百姓就要你忍俊不禁；你大倌人目不斜视，我小百姓就要你贼眼溜溜。……总之，以小击大的结果，就是把大倌人打成跟小百姓同一水平。只有大倌人不高高在上，跟小百姓同一水平，才有民主之可言。否则官在民上，又民从何来？主...
003.从假民主到假宪政.txt	2	3	3	159	3	“民主宪政”四个字，本是国民党的口头禅，以1968年蒋介石《民主和伦理的结合》讲词为例，一篇讲词中，反复“民主宪政”四个字，达十三次之多，重点所在是：“人人不仅成为在民主宪政体制中受益的客体，而更是推动民主宪政、恪守民主宪政、发展民主宪政的主体。这样才是健全的民主，足以防止和挽救一般民主制度所可能造成的偏差与流弊。”
003.从假民主到假宪政.txt	3	5	5	243	3	蒋介石这段话最令人惊异的，是他掌权几十年中，从无民主之实，却还大言不惭地侈言为“防止和挽救一般民主制度所可能造成的偏差与流弊”，这种无耻，已到了滑稽的地步。别以为蒋介石这种大言不惭只是偶一为之的，事实上，他这种民主流弊论，早就慨乎言之。一九六二年，他在《复国建国方向和实践》里讲道：“固然我们应该‘以更多的民主，去革除民主的流弊’（总理语），但是也必不可能以一...
003.从假民主到假宪政.txt	4	7	7	168	3	有趣的是，蒋介石这里引“以更多的民主，去革除民主的流弊”并说是“总理语”，其实这绝非孙中山的话，乃是美国前纽约州长史密斯（Alfred Emmanuel Smith）1933年6月27日演说中的话。原文是：All the ills of democracy can be cured by more democracy.蒋介石全弄错了。
003.从假民主到假宪政.txt	6	11	11	220	4	事实上，真正认清蒋介石徒子徒孙的人，绝不相信这种“民主先生”带出来的民主是真民主。因为就是这位“民主先生”，他带头坐拥上千亿的国民党独占资源与资产、坐拥千百种小朝廷的名位与名器，坐拥千千万万的选举桩脚、坐拥千千万万金牛和黑道的威胁与利诱，在垄断三家电视台、干扰司法独立与治安中立的运作下，最后巧取豪夺了百分之五十四的选票。这种“民主先生”的作为，十足给“民主的...
