file	paragraph	line_start	line_end	char_count	score	snippet
001.楔子——1911（黄花岗）.txt	18	35	35	194	3	“哦，丢老妈！真数不清了。但一天内一个接一个、连杀这么多的，可是第一次。并且，过去我们杀的，都是江洋大盗、绿林好汉，没杀过革命党，除了十多天前杀的那一个，叫什么温什么的。他是行刺孚琦将军的凶手，砍他的时候，他戴着粗脚镣拖过来，还大骂‘丢老妈’呢。那叫什么温什么的，他的辫子，又粗又有力道，砍头的时候，我的徒弟拉直这辫子，我看得发呆，我从没看过那样的辫子。”刽老...
001.楔子——1911（黄花岗）.txt	30	59	59	43	3	“哦，‘红花岗’、‘红花岗’，气味太强、颜色太重了，也许有一天，它不叫‘红花岗’了。”
001.楔子——1911（黄花岗）.txt	32	63	63	29	3	“我也不知道。也许有一天，它会叫——‘黄——花——岗’。”
002.第一部——1949（黄花岗38年后）.txt	13	25	25	532	4	大官人向党徽们瞄了一眼，充满了卑视。最后，他游移的目光锁定在方碑底座，底座奠基在一片大方阵上，方阵四面石栏围绕，人莫得近，方阵方得有点怪异，因为向中凸起，凸起顶端，就树立了“七十二烈士之墓”那方碑。整个黄花岗的主坟就在这里。在方碑之下、方阵之下，不像是坟，因为不太隆起；又不像是墓，因为又不立体又不平面，但它大得的确接近人的想像，七十二具死尸就埋在那里、埋在底...
002.第一部——1949（黄花岗38年后）.txt	17	33	33	94	4	他一身伫立在那里，但却一心屹立。他在“七十二烈士之墓”前，一面点头、一面摇首、一面昂然若有所思。最后，他的昂然若有所思被打断了，在公墓高处，在捐赠者列名的献石高墙前，一颗活动的人头窥视他。
002.第一部——1949（黄花岗38年后）.txt	19	37	37	203	3	什么人在窥视？窥视者何人？大官人有了职业上的警觉。但是，随之而来的好奇，终于盖过了他的闪躲，他决定：既然来了，一定要走完全程，还是要向上走去。官场中人是雍容的、从容的，他走得很稳、很慢，若有所思转化成若无其事，他迈着方步，走到了横表前面，墙上有四个分离的大字——“浩”“气”“长”“存”，孙中山写的，标明“民”“国”“十”“年”、“孙”“文”“敬”“题”，构图...
002.第一部——1949（黄花岗38年后）.txt	24	47	47	277	5	大官人兴趣来了。那是一行从右到左的十二字小篆，写得回肠荡气、功力超凡。写它的“章炳麟”，不是别人，就是“中华民国”四字招牌的定型者章太炎。章太炎为革命而坐牢、而亡命、而逐出师门，最后，“中华民国”成立了，但是，袁大总统的鹰犬爪牙软禁他、孙大总统的徒子徒孙通缉他，敌友江湖，正反显出的，是一片嘶喊与寥落。1920年，当他写下“缔造民国七十二烈士纪功坊”的时候，他...
002.第一部——1949（黄花岗38年后）.txt	27	53	53	233	3	南京是没有资格“龙蟠虎踞”的，“古人”以此赞美南京，并非实话；而打着革命旗号的国民党，只不过是一群贼，他们“鼠窃狗偷”了这个国家，先烈地下有知，将死不瞑目。虽然开国元勋愤慨如此，但章太炎对死者的顶礼，迄未少衰。他在“民国九年”，用小篆写下“缔造民国七十二烈士纪功坊”，“缔造”者的前功是不能忘记的，也许这是唯一能肯定的，“缔造”以后，接下去的是不堪闻问。章太炎...
002.第一部——1949（黄花岗38年后）.txt	29	57	57	164	3	大官人一直抬头看着这行横表，口中念念有词：“‘缔造民国七十二烈士纪功坊’、‘缔造民国七十二烈士纪功坊’，他们的功，是可以纪的，但是，‘中华民国’呢？今天我来了，‘中华民国’就亡在眼前，他们虽死犹生、我虽生犹死，‘中华民国’、‘中华民国’，是我向他们讨呢？还是他们向我讨呢？他们地下有知，应会知道，他们给不出来‘中华民国’了吧？”
002.第一部——1949（黄花岗38年后）.txt	32	63	63	117	4	在寒意中，大官人立定碑前，仔细打量着这块碑。碑文是密密麻麻的，多年的风吹雨打，碑上不无风霜，但是大体一致，只是在“陈炯明”三个字上，出现了污涂痕迹，相当刺眼。大官人会心一笑，用手指轻触一下，侧过头来，指给窥视者一看。窥视者也会心一笑。
