file	paragraph	line_start	line_end	char_count	score	snippet
001.《李敖全集》自序.txt	7	13	13	314	3	“李敖君在自由中国文化论坛上所掀起的这股狂潮，实在是政府迁台以后的空前盛事，其意识形态与西方自热门爵士音乐兴起后风行的摇滚、扭腰、冲浪，以至由‘披头’歌而疯狂一时的阿哥哥舞完全相似。英国的‘披头’，自诩‘比耶稣更受欢迎’，台湾的李敖，则口口声声，自己是‘得人心的英雄’。而且，我们，我们这位文化界的‘披头’明星李敖君，在台湾的‘卖座’情形，大概只有使台北一度成...
001.《李敖全集》自序.txt	9	17	17	820	6	“兹将其年来诽谤行为，根据初步不完全之统计，作成附表二。计其对个人指名之诽谤，自孔子以至胡适、钱穆，凡五十七人。其对集体之诽谤，自台湾大学文学院、中央研究院、孔孟学会、立法院、内政部、各大学中文系、全体研究中国文化者、全体较李敖年长之学人、全政府官吏、全国民党员，以至整个中华民族。谓孔子之像为‘恐怖’、将孔子思想与西门庆、魏忠贤，等列齐观。对研究孔子思想之人...
001.《李敖全集》自序.txt	11	21	21	226	4	《文星》被封杀以后，我陷入十四年的大霉运，欲卖牛肉面而不可得，这是又一段一个人跟环境斗、跟环境苦斗的历程。这段历程，凄楚而惨烈，结论是：我还是我，李敖没有变。去年我复出后，有两次跟一大堆大学生谈话，有些不知天高地厚的小毛头，当场指摘我，我笑着说：“我从大学毕业到今天，正好二十年，不论环境怎么打击我，我顽强得很、坚定的很，我没有变。我一个人，在跟团体斗。二十年...
001.《李敖全集》自序.txt	13	25	25	144	3	三十年来，在这个岛上，在东方之滨，我努力使自己不受一时一地的污染，保持自我，做特立独行大丈夫、男子汉，我的下限标准是：“能少做一分懦夫，就多充一分勇士；能表白一下真我，就少戴一次假面；如果与覆巢同下，希望自己不是一个太狼狈的‘坏蛋’；如果置身釜底，希望自己不做俎肉而是一条活生生的游魂！”
001.《李敖全集》自序.txt	14	27	27	128	3	做为一个永不自满的人，我觉得我做的不够好；但是，以为曾被判过死刑的老者的一番话，又常常在我耳边响起：“现在是团体对团体、组织对组织的时代，你只是一个人，在这岛上，谁又能比你做的更好呢？任何英雄豪杰，如果他只是一个人在这里，谁又能比你做的更多、更兴风作浪？”
001.《李敖全集》自序.txt	15	29	29	312	3	康宁祥在《假如政府像企业公司》里，写道：“李敖先生是胡适先生嫡传弟子，对史学文学的研究相当杰出，为什么难以见容与政府，也要尝受六、七年的铁窗味？”康宁祥的问题，触及了我在台湾岛上处境的核心，我李敖的做法，“难以见容与政府”，这是很当然的事，我一点也不注意。教我注意的，毋宁是黄信介的一段谈话，黄信介说：“台湾戒严以来二十八年，都没有新的报纸取得发行许可，杂志勉...
001.《李敖全集》自序.txt	17	33	33	236	5	1935年的4月25号，我生在中国东北的哈尔滨。我的祖籍是山东潍县，祖父就生在山东。清朝时候，山东有了天灾，祖父替人赶车马，表演“东北开拓史”，在长白山上、在松花江畔，他的山东口音，一直回响在那儿。他做过工人、农民、打更的、看坟的、土匪和打土匪的。……直到八十三岁死的时候，他还不大能写自己的名字，但他的身边，却带着大量祖宗的名字——《李氏宗谱》。从烛照香薰的...
001.《李敖全集》自序.txt	18	35	35	208	3	辛亥革命以后，这种不及格的现象，慢慢好转，但是另一种“地理不及格”，却又严重起来。那就是地域观念和省际观念。这种观念，当政治的当权者南方人多了以后，就愈来愈不对劲。中国历史传统是：当皇上的，大都是北方人。北方人受地理环境影响，心胸比较大，虽然比南方人笨拙，但却比南方人够味儿，不像南方人喜欢搞小圈圈。喜欢搞小圈圈，对一地一省一党一派的人也许有暂时的好处，但对整...
001.《李敖全集》自序.txt	20	39	39	418	4	1966年，在《文星》尾声时候，我就感到这种演变的悲剧性。那年6月11深夜，我回信给北一女的读者，写道：你说你“出生在台湾的文盲的小镇里（台南县内）”，“大志勃勃的‘北征’”，才与去年考上了北一女，这是很不错的事，穷乡僻壤最能埋没人才，你看看古文那篇《伤仲永》，就可体会出这种埋没的情况。你在台北读书，当然比较起来，可开不少眼界，但你若“喜欢看课外书”愈多（当...
001.《李敖全集》自序.txt	21	41	41	384	7	从1949到1980，在这岛上，我住了三十年，没离开一步，我个人感染了多少“岛气”，我不知道，但我知道一定有。我保持警觉，经常告诉自己放弃“小岛的气派”“小岛的度量衡”，去瞩目这个新世界、倾听这个新世界。从在《文星》兴风作浪起，我努力在这个岛上，用我的力量，“做砥柱于中流”“挽狂澜于既倒”，使远在天边的，尽在眼前。虽然我被允许活动的范围极窄、时间极短，但我究...
