file	paragraph	lines	score	markers	text
023.从许倬云逼婚谄上看国民党学人品格.txt	4	7-7	18	有一次|后来|结果|问|说|笑|跑	1930年生于江苏无锡的许倬云，一出娘胎就有四肢萎缩的怪症，这种怪症，一百万中只有六个，而他独占六分之一。怪症是四肢畸形、且呈向后扭曲状，以致握笔、拿筷子，笔、筷都上端朝前倾斜、下端直指自己。至于走路、他一百五十公分高的胖身体，却脚丫子朝后，走起来将往复旋，又滑稽又可怜。后来开了一次刀，把脚丫子朝前搬，走起路来，可怜稍减，滑稽如故。在台大历史系时，他是我们学长，我们亲眼看过他这种惨相，大家都很同情他。他又会拍马屁，老师们更同情他。结果这种同情，使他占尽了便宜，渐渐“忘了我是谁”，性格变得暴戾跋扈起来，令人难过之至。按说人生有残疾，是先天的，只怪他爸妈，你提它干吗？只是“复刊三号”中，提到残疾“对他日后的人生观、治学态度，及对世情万物所怀抱的信念，有着决定性的影响”。既然如此和他有关，也就不得不提。总之，第一、残疾使这个人占尽便宜；第二、残疾使这个人心理其实有故障，他的见解，有的也就大成问题。“复刊三号”中夸奖他“个人竟然可以没有丝毫避讳地，拿自己外在缺陷开玩笑”。事实上，我所知道的却有另一面。梁实秋对我说，有一次开一学术会议，会议厅外有高台阶，他看到许倬云很辛苦的在爬，心有不忍，就跑过去扶，不料许倬云登时大怒，厉声高叫，斥以“你走你的，你少管我！”——梁实秋不小心，伤了许倬云的自“卑”心固属不当，但别人一番好意，自己却大发脾气如此，实未免心理故障也，这岂是“拿自己外在的缺陷开玩笑”的心胸吗？
034.怎可告姨妈？.txt	4	7-7	18	典故|后来|说|他说|笑|跑|国民党	首先，我断定胡琏这位国民党四星上将，除了会“弄兵”外，还会“弄姨”。所谓“弄姨”，有个典故。宋朝王懿恪与欧阳修是同年进士，又是连襟。他讨了薛家大小姐、欧阳修讨了薛家二小姐。可是后来王懿恪又讨了薛家三小姐。所以欧阳修打趣他，说：“旧女婿为新女婿，大姨夫做小姨夫。”刘贡父喜欢开玩笑，他说一个小孩子念书，把“委蛇”中的蛇字，读成“舌”的发音，把“虚与委蛇”读成“虚与委舌”。老师告诉他，蛇字不念舌，发音该是“姨”字才对，“虚与委蛇”应该做“虚与委姨”，小孩子记住了。一天上学，在路上看到一个弄蛇的，先弄大蛇，再弄小蛇。小孩子跑去告诉老师说：“刚才我看到一个弄‘姨’的，先弄大‘姨’，后弄小‘姨’。”这个玩笑，显然是挖苦王懿恪的。
026.沈君山的政治酒窝，笑笑！.txt	18	35-35	16	有一个|说|笑|骗|国民党	同时，我们更应该清楚：沈君山之所以能在美丽岛上“言人所不敢言”，能当国民党派驻党外的“亲善大使”（不管他如何“安抚”卢修一之妻、如何不放过林文珍之妹林惠爱、如何把方素敏骗到美国……），就因为沈君山有一个“好爸爸”——他的“好爸爸”沈宗翰是国民党在大陆“沦陷”前“农复会”的高官、蒋中正从事“农村建设”的左右手……沈宗翰生前尚有不少徒弟，如蒋彦士、李登辉、李崇道、张训舜、王友钊等人，现在多是国民党中红极一时的人物，这也难怪沈君山在台湾要吃得开，要“姑娘的酒窝，笑笑”了！（“笑笑”是沈宗翰称呼沈君山的小名，这个党棍爸爸生前常对沈君山说：“笑笑可以谈大事”“真好，笑笑真好”，这一段小插曲，是沈公子在《整理父亲遗稿的经过和感想》中亲自提到的。）
002.陈立夫的新谎话.txt	6	11-11	14	故事|问|说|他说|国民党	据蒋君章《伤逝集》中《布雷先生的幽默》一文，有这样的故事：“先生在国民党中是超然分子，他以最高当局的私人秘书性质，从事工作，不问派系，而问是非曲直与是否合理合法，故最恶派系问题。有雷某者，大约是一位具有夸大狂而自认为怀才不遇之辈。某一会场，雷某冒失地问先生：你是不是CC？那次先生生气了，指着他说：你才是CC！适陈立夫先生在旁，插嘴说：我证明雷某是CC，而且是属于情报方面的CC！先生为之大快，雷某则面红耳赤，狼狈而去。先生对雷某没有用幽默口吻，而以怒声责之，盖先生最嫌恶党内的派系之存在，甚至发生倾轧，他故报之以恶声。”
026.沈君山的政治酒窝，笑笑！.txt	14	27-27	14	有一天|问|说	另外还有台独问题，老实说今日的台湾，中共有革命力量，而尚无革命条件，台独有革命条件，而尚无革命力量，若有一天把台独的条件给了中共，或者中共的力量（包括人力、方法）给了台独，政府必垮无疑。最近国际形势逆转，国民政府是吃明亏，台独的急进派是吃暗亏，许多同情台独，但理智胜于情感的知识分子，多多少少觉得“Working within the System”是比较实际可行的方法。民心民心乎不再来，现在不再真真的“唤起民众，共同努力”，周恩来绝不会再给我们第二次机会的！
003.郝柏村还在无耻歌颂“民族救星”.txt	3	5-5	13	当年|最后|问|答|说|蒋介石|蒋经国|共产党	记录中，立委余政宪质问郝柏村说：“你这些欠缺民主素质及军人擅断专制的霸气作风，恰如抗战胜利时的蒋介石，那时他声望如日中天，被民众吹捧为民族救星，但他却未察觉内部阁员官商勾结，政风腐败，连最后情急推出蒋经国这张王牌都无法收拾上海的大老虎，而且党政系统上下被共产党渗透分化，以致在国共和谈时，呈现一面倒的劣势，转眼二三年间就将中国大陆断送掉，带给中华民族空前的历史灾难。郝院长，你是否警觉到你目前的处境与当年的蒋介石太相似了？”郝柏村答以：“个人只是一个非常平凡的人，今天虽有幸担任行政院长，担负责任，但不能与先总统蒋公相提并论。蒋公为民族救星，中华民族如果没有他，老早就没有了民主政治；如果民国三十八年没有蒋公率领六十万军队护卫台湾，岂有今天台湾的民主政治？恐怕台湾早已沦入中共统治。所以蒋公为中华民族历史上了不起的民族救星，我怎能与他相比？”
006.成舍我诱奸怨妇打胎三次.txt	4	7-7	13	有一次|说|哭|笑	第一是吝啬。——成舍我第三任夫人韩镜良教授，美丽宽厚，但成舍我却以离奇的小气对待她。结婚时即订约男方不分财产给女方，婚后对夫人之小气，每每超乎常情之外。例如从花园新城家里去台北，成舍我同意太太搭他便车，但路过世界新专后车如再向前开，太太就得付车资给他。成舍我不但对太太如此，对司机也一样。有一次他在车中吃油条，吃不下了，剩下一根，就要卖给司机，令司机哭笑不得。至于其他小气之事，说不胜说。
007.徐复观是好汉吗？.txt	5	9-9	12	有一个|骂|杀	流氓皇帝刘邦很看不起张敖。在公元前200年的时候，刘邦到赵国去，把张敖指着鼻子大骂了一顿，张敖吓得不敢讲话，可是他的左右看不过去了，当时有个名叫贯高的，他带头计划，决心谋刺刘邦。但是事机不密，被刘邦知道了，于是大抓人特抓人，这些谋刺的人们，知道反正活不成了，于是纷纷自杀，独有一个人例外，那就是贯高。
008.无耻的蒋彦士为姘头的妈做干儿子.txt	11	21-21	12	例子|问|说	收养“异姓之子”，不但违背圣人之言，违反经典规定，并且生出许多问题。但是，中国人不论贫富，照样这样阳奉阴违。这一例子，说明了所谓圣人之言、所谓经典规定，只要事实上行不通，是可以被架空的。中国人可以在双轨的对立中，仍旧安之若素，这种虚伪与圆通，真是千古一绝了！
029.国民党别乱捧苏雪林啦！.txt	7	13-13	12	当年|后来|原来|说|笑|死|请	苏雪林这样拥鲁反鲁，不止对鲁迅如此，对我也一样。胡适死后，她写《开庭“审”胡适》，对我有所揄扬；但当我写了《胡适评传》，她就化名“碧屏”投稿给《文星》杂志“反李”，我还是大度给她发表了。她后来把自己文章收集成书时，把揄扬我的内容予以篡改，我心里暗笑此老太太真不够诚实！1979年我复出，在第一本书后页，请1966年向我预约“告别文坛十书”的读者跟我联络，说我要用赠书补偿他们当年预约时因警总抢书而受到的损失。奇怪的是，在读者来件中，我竟收到苏雪林化名而来的信（地址是她住处，笔迹一看即知是她那独具风格的字）！——她竟冒充当年预约的读者，想要白看赠书了。我看了不禁苦笑：原来苏雪林老太太竟是两面老太太！
