file	paragraph	score	markers	text
057.2009-03-27：力挺郭冠英(下).txt	3	25	故事|小说|电影|有一次|有一天|忽然|结果|后来|最后|问|说	英国有一个文学家叫做康拉德，大家注意这个人是个波兰人，他21岁作为一个水手，到英国上岸的时候，他不会英文、也不会讲英文、也不会写英文。可是你想不到，他后来就变成一个有名的英国文学家，连英国人都佩服，他的英文写的好得不得了。这就是康拉德，他没有得到诺贝尔奖，没有公道，他是绝对应该得到诺贝尔奖的。他写过一部书叫做《吉姆爵爷》，这是电影里面的吉姆爵爷，吉姆爵爷什么意思？吉姆爵爷就是这个人他是海军，有一次就用一艘船运了一大批香客到海上去，走的时候忽然来了大的风暴台风，船长吉姆他就觉得没有希望了，他就弃船，自己坐着小船逃生了。阴错阳差，等他跑回英国去的时候，船长开小差的，船长以为船已经沉了，自己回去了。不久被他放弃了的船也飘到了英国，不但没有沉，还飘回到自己的祖国。这下子丢人可就大了，船长在船有危难的时候，你两个结果，第一个是最后一个下船，别人全都逃掉以后，你才能下船。第二个你与船一起淹死，共存亡。这一般的规格是这样子，怎么可以你自己船长先跑掉了，丢船于不顾？结果那个船没有沉，别人也都活了，你这个丢人丢大了嘛！所以在航运界里面大家都骂他，你不要脸、你无耻、你孬种，他就很没有面子，他就逃到东方去了。在东方一个酋长的部落里面隐姓埋名、做好人、做好事，帮着这些土人来经营土人的家园。土人心里有数，你这个白种人怎么会跑到东方来，在我们这土人的部落里面，隐姓埋名帮我们做事呢？一定有一些难言之隐，你说不出来的事情。可是大家也不便追问，也追问不出来。有一天来了海盗，海盗把酋长的儿子俘虏了，酋长带着人马又把海盗包围了，海盗也逃不掉，可是酋长的儿子又在海盗手里，命在旦夕。这时候这个船长出现了，他也是西方人，他跟海盗谈判，说我们包围你们，你们是死路一条，把你们杀死，你们也会把我们酋长的儿子杀死。这样好了，我们大家和解，我们开一条路，让你们逃生、让你们走，走了以后大家拜拜，相安无事，海盗同意了。这个就是电影里面的船长隐姓埋名，在土人部落里的船长跟海盗的谈判，结果海盗同意了，海盗临走的时候要放掉酋长的儿子，他们把酋长的儿子放了以后，开了一枪，临走的时候把酋长的儿子打死了，当然他们也逃掉了。整个的土人对他不
003.2009-01-05：我也说一回三国.txt	5	23	故事|小说|电影|忽然|结果|问|说	我今天开始给大家谈谈什么是空城计，什么是空城计？空城计是说，中国有一部书叫《三国演义》，三国演义这个小说是明朝出现的，它讲到在三国的时候，孔明就是诸葛亮施展过空城计。三国时候，孔明在前线跟魏国打仗的时候，前面军队出去了，他自己只带了五千人留在西城，留在后方，可是没想到，对方的司马懿，注意司马懿是不是长这个德行不可知。可是这个画像是明朝人，在《三才图会》这部书里面画出来的。他可能不是真的司马懿样子，明朝人没有见过。可是至少明朝人比我们离司马懿那个死鬼离得近。所以我们是用明朝人的想象来想象司马懿，真的司马懿什么样子我们不知道了。诸葛亮军队派到前面去了，后面自己守在西城。外国电影有一个叫做《西城故事》，就是西城。带了五千军队，还不足额。这时候啊，他的敌人司马懿带着上万的大军忽然过来了，十五万军队过来了。眼看诸葛亮和他的空城就要被占领了，大家吓死了，要救也来不及救。诸葛亮就做了一个办法，就是把四面城门打开，派阿兵哥装成农夫，穿老百姓的衣服在那里扫地，四面城门打开。司马懿来了以后呢，诸葛亮还在城门顶上摇着扇子，高高兴兴。那个时候如果有什么可口可乐可能还一边喝着可口可乐，就说，来来来，请你进来，你不是来打我吗？四个城门全开着，请你进来。你，司马懿，敢不敢进来，有种你就给我进来。是这么一个故事。结果司马懿很聪明，在担心，这个门能不能去啊？他不肯进去。就这么一个故事。司马懿老奸巨猾，碰到了另外一个诸葛亮也老奸巨猾。让他进空城，他不敢进去。这就是典型的空城计。大家看一下，当时的地图就看到了，这是三国时代的中国地图。这个是魏国、蜀国、吴国，空城在这个地方。我们看到《三国演义》怎么说这段故事，大家看一下，《三国演义》第九十五回“马谡拒荐失街亭，武侯弹琴退仲达”，仲达就是司马懿，武侯就是诸葛亮。就是街亭这个地方叫马谡去占领，等于他是诸葛亮要北伐，跟魏国打的时候一个重要的地点叫街亭，这个地图上面也有，就是这个街亭也有。结果诸葛亮叫他在水边扎营，做军事基地，不要到山上去，马谡不听，就自己带了部队上山去了，到了山顶上，整个被围住了，结果街亭就失掉了。因为前面失掉了，部队下不来，所以诸葛亮后面变成了空
107.2009-06-05：满脸骄气和一身傲骨.txt	7	23	电影|有一天|结果|后来|最后|问|说	这个概念使我想到了于右任，于右任在推翻满清的革命的时候他曾经办过报纸，是革命元老，后来别人死的死了，被整肃的整肃了，他在阴错阳差之间，就做了监察院院长，一路就跟着蒋介石在做监察院院长，一直做到台湾，那个时候他已经快80岁了。有一天请客，请客的名单里面他点名要这个人，这个女的叫焦鸿英，来一起来吃饭。人家就问他，说是你是国之大老，是监察院院长，怎么请来一个电影明星来跟你同桌吃饭呢？这个于右任就讲了四个字，大家听了就觉得好笑，他说“看看也好”，虽然我也很老了，跟她也没有关系，不过呢看看也好。这就是于右任跟独裁者蒋介石，中间是宋美龄的一个照片，这是于右任。当年的革命元勋，结果被蒋介石折磨得最后变成了一个样板。什么样板？就是在台湾跟着蒋介石鬼混。这是于右任死了以后的照片，请注意啊，于右任穿的鞋，布鞋，他穿的袜子，用布缝的袜子，不是我们现在穿的袜子，他的袜子不分左右脚，鞋也不分左右脚，这是于右任。最后他死在台湾，临死以前写了一首诗，现在于右任以书法家流传，在历史上流传，而不是靠他其它的。他说“人生七十方开始，时代精神一语传。万代中华今再造，欺君同醉玉关前。”这是写个张岳军老兄的，就是张群的，张群有一句名言，他说人生七十才开始。人家说他吹牛，结果呢这个老家伙活了一百岁，所以当他说“人生七十方开始”的时候，你不能再笑他吹牛了，他能够活一百岁给你看。所以于右任就写这首诗，用张群自己的句子，“人生七十方开始，时代精神一语传。万代中华今再造，欺君同醉玉关前。”于右任临死以前就写了这个字，最后就是，看到没有，“葬我于高山之上”，干什么呢？为什么呢？“望我故乡”，“故乡不可见兮，永不能忘。”最后他就说，“故乡不可见兮，只有痛哭。天苍苍，野茫茫，山之上国有殇。”他在吹牛，因为作为国殇而言，他太老了。
005.2009-01-07：曹操惊世骇俗的创举.txt	2	22	故事|小说|结果|后来|最后|说	我谈到三国的故事，为什么三国这一段时间在中国历史上引起大家的注意？因为这一段时间同时间出现了很多的英雄，一时多少豪杰，闹得天翻地覆。后来经过小说和戏剧的推波助澜，所以引起大家对三国的兴趣。可是要了解三国需要很深厚的历史基础和其它方面的基础。当然，李敖是最理想的人来谈三国。我给大家先谈个故事，唐朝的李商隐写了一首诗讲到诸葛亮，这个诗的名字叫做《筹笔驿》，里面就讲到了，说“徒令上将挥神笔，终见降王走传车。”一般人把这个上将啊，有些人翻成打蜀国的魏国的总司令邓艾，是错的。这个上将是指诸葛亮，诸葛亮挥神笔在办公文，在主持政务，搞了半天结果是空忙一场。为什么呢？最后看到了自己的国王投降了，就是刘备的儿子刘禅，就是阿斗投降了。“管乐有才真不忝，关张无命欲何如。”管是管仲，乐是乐毅，有才干，可是白才干；关羽张飞也没什么好命，再有好命也没有用。就表示天命不在他们这方面。所以“他年锦里经祠庙”，现在的成都武侯祠，诸葛亮喜欢唱的一首诗叫《梁父吟》，“《梁父吟》成恨有余”，就表示说空余恨。
005.2009-01-07：曹操惊世骇俗的创举.txt	3	22	笑话|有一天|忽然|结果|最后|问|说	中国问题要中国人来了解。很多洋人所谓的汉学家常常闹笑话。过去研究中国的一个外国历史学者，他写书说“诸葛亮是音乐家。”人家说你凭什么说诸葛亮是音乐家呢？他说，看到没有，他说：“管乐有才真不忝”，管仲乐毅是这个诸葛亮最佩服的人，在《三国志·诸葛亮传》里面也谈到了，你看看，“自比于管仲乐毅”。他不晓得管乐两个字啊，这个洋人，外国的历史学者，不晓得管乐是管仲跟乐毅，把它当作音乐的一个管弦乐，乐器。所以诸葛亮自比管乐就是诸葛亮会玩管弦乐，所以诸葛亮是音乐家，所以闹过这些笑话。还有一个笑话，也是外国的汉学家所说的，他说中国的诗人陶渊明，晋朝，他眼睛不是正常的，是斜眼，眼睛是斜的。为什么是斜眼呢？他说陶渊明有句诗可以证明，诗是说“结庐在人境，而无车马喧。问君何能尔，心远地自偏。采菊东篱下，悠然见南山。”就在这里了，在东篱之下采菊，东方的篱笆之下采菊怎么能够看到南山呢？可见有一个眼睛是斜的，一个眼睛看到东方，一个眼睛看到南方。所以“采菊东篱下，悠然见南山。”证明了陶渊明是斜眼的，所以陶渊明，叫做陶斜眼。外国的汉学家对中国的文献了解太浅薄了，我李敖就看不起他们。所以我觉得到外国学习什么生光化电，学科学还有道理，到外国去学中国的文学、中国的历史，我认为没有道理，因为洋人怎么会那样子，比我们中国人还了解中国。譬如说我们谈到了曹操，我告诉大家一个秘密，一般人没注意到的——曹操是禁酒的，不许别人喝酒的。可是也奇怪，曹操写的《短歌行》里面，有这首诗啊，“何以解忧，惟有杜康”。杜康是一种酒啊，表示曹操至少偷偷地在喝酒。“何以解忧，惟有杜康。”现在，曹操是禁酒的，可是大家没有想到刘备也是禁酒的。他们这些人发神经。忽然都禁酒。美国过去，美帝也发生过禁酒的问题。禁得了吗？禁不了。最后这个制度，这个好意，结果都被破坏掉了。刘备也禁酒，刘备碰到一个人，是他的一个好朋友，叫简雍。简雍什么人呢？跟“少与”，就是《三国志·简雍传》，他年轻的时候与先主，就是与刘备有旧，是老哥们，“随从周旋”，跟着在一起跑来跑去的。可是这个人他架子很大。他就是，你懂我意思吗？他这个“优游风议，性简傲跌宕”，就是他这个，很这个，什么都不
005.2009-01-07：曹操惊世骇俗的创举.txt	6	22	故事|有一次|结果|后来|问|说	曹操时代有一个有名的医生。我们在中医的这个店里，这个小的诊所里面，都看到华佗的一个，华佗再世，华佗。我们念，现在念法叫，从那个华国锋以后我们都念“化”，事实上还是念华，华佗。曹操呢，头疼，这个华佗就治他的病，那好了。好了，曹操以为没事了，过几天又疼，还要请他再看。曹操就恨他，认为什么呢？认为华佗有能力把他的病治好，可是他不让它好，不让它断根，为什么不断根呢？断根我就不重要了，你每次头疼都要找我，每次都要找我。所以曹操就很光火。华佗最大的本领就是他是一个，严格说起来他是个魔术师，他在《三国演义》说华佗戏曹操，那些动作全是魔术师的动作，说曹操碰到华佗有一种被羞辱的感觉，被耍的感觉。他头疼老是不好，曹操很多疑，就说他养吾病。什么叫养吾病啊？我本来没有病，他把我的病，养我的病，不是我来养我的病，他把我养着我这个病，永远不会好，可是永远不会坏，使我有求与他。中国过去有一句成语叫养寇自重，养敌人，敌人是你养的。我讲到《三国演义》里面的空城计的故事，空城计的故事，诸葛亮搞了空城他知道司马懿，他的敌人司马懿，聪明到也知道是空城，我是空城，可是他也进一步知道你司马懿不会进来抓我。为什么不进来抓我？因为我是寇，我是你们的敌人，你要养着我这个寇，你把我抓了以后，我的头被砍了之后，你的皇帝，你的主人也不喜欢你了，因为你没有用了，主要敌人被消灭了你就变成次要敌人。所以我诸葛亮永远不倒，永远在这里，永远是你的敌人，你养着我，要像养小老婆一样，你养着我你才能活，叫养寇自重。曹操认为华佗养病，养谁的病，养我曹操的病，永远使我头疼，永远不治好我的病，这样子你才能够在我面前永远很神气，因为我看到你我就头疼，请你治好我的头疼。有一次，终于把曹操给惹火了，曹操把华佗给杀了。中国古代最有名的医生被他杀了。杀了以后，有一个问题出现了，曹操的小儿子曹冲得了病快死了，曹操就后悔了，说当年我要是不杀这个华佗，他就可以救我这个小儿子。结果曹操就觉得他不该杀这个华佗。我们看这个历史，你看到没有。华佗死掉以后，太祖就是曹操说“头风未除”，头还疼。太祖曰：“陀能愈此”，华佗有本领治好我的病，“小人养吾病”，他把我的病养着不停，
009.2009-01-13：《上山上山爱》(二).txt	8	22	故事|典故|小说|结果|最后|说	这个里面有很多技巧，当然人家说你是黄色小说，你有没有看到这段话，什么“在你怀里，在你身上，在你身下”，这什么意思啊？这表示很多姿势出现了。同样的就是，然后这个男的，“有真正男人的活力，有汗水与喘息”，为什么喘息呢？只有一种高潮情况底下才会喘息。所以文字里面的技巧可以看出来，这是很含蓄的写法，把它当成黄色小说我觉得太小看它了。所以最后，大家再看这一段。聊斋里面有一个故事叫做荷花三娘子，一个女鬼跟男的同居，同居一年以后女鬼是我要离开了，因为老天爷规定我们的情缘只有一年，男的舍不得让她走，荷花三娘子说你实在想我你拿我的内衣，抱住我的内衣你喊我的名字，我会出现，我会陪你上床，让你满足，可是我不会跟你讲话了。果然这个男的就试验，结果荷花三娘子，女鬼，凄然出现，然后陪他做爱，然后离开，有这个故事。所以这段话是这样讲的。看到没有，“我是多么愿望我是那聊斋中的女鬼，分手以后每当情人抱着她的衣服，叫她的名字，她就依稀出现。啊，亲爱的情人，要我就尽快地幻想吧，一如六天来你想做的一切。我最喜欢看你贯注迷茫，在那一刹那，你是那样的本色相倾，全部的真，没有任何的保留的要我、要着我、需要我，从倾耳到倾诉、从倾心到倾注，我是那么唯一、那么重要、那么使你快乐，我也因你快乐而快乐，我满足也骄傲，因为只有我才能慰劳你的过去变成一枚勋章挂在你的身上，只有我才能陪伴你的现在和未来，不断地派出叮过我的蚊子飞向遥远的地方，落在你身上。”这是刚才我讲过那个典故，蚊子叮了你，来叮我，我们的血液在蚊子里面融合在一起。最后这一段话就是，“亲爱的情人，回来的时候要记得我们的哲学，还可以增订，那就是“心物合一”，物不在心外，心不在物外，一切都在物内、在心底。亲爱的情人，信写到这里，应该已近尾声，是神伤？是梦醒？是再会？还是永诀？万劫啊，你和我同样不晓。”
010.2009-01-14：两位英雄死前的奇行.txt	11	22	故事|小说|电影|后来|最后|说	我讲这整个的故事包括小说，包括电影，讲这个故事给大家听，要引申出我这场节目的另外一个意思。就是我们人生里面有些人他在最后的关头他会做一件你想不到的事情，你想不到的那么有意义的事情。中国古代有名的一个英雄人物项羽，就是楚霸王，楚霸王在司马迁作《史记》的时候，请大家看，本纪，秦始皇本纪以后，就是项羽本纪，项羽本纪以后就是高祖，就是刘邦，汉高祖本纪。他把项羽当作本纪看，什么意思呢？就是承认项羽他统治中国这一段时间，他曾经是统治者，虽然时间很短，他曾经是皇帝，肯定他。就是司马迁很肯定了这个项羽，这个失败的英雄。项羽为什么失败呢？因为被刘邦汉高祖打败，汉高祖是什么人呢？汉高祖是汉朝的第一个皇帝，最后大家看，我随便给大家看一段古书。最后汉高祖他最后进关，大家看到没有，“吾与诸侯约”，我跟老百姓说我与诸侯约好了，“先入关者王之”，谁先进来谁做老大，做国王，“吾当王关中”，我进了关中，先进了这个首都，应该我先推翻了秦朝的天下，我当皇帝，“与父老约，法三章耳”，这个标点是有错误的，为什么有错误呢？应该啊“与父老约，法，三章耳”，我跟你们约啊，约，我跟你约定好了，约什么呢？约的是法律，法律是什么法律呢？三条法律，看到没有。哪三条呢？“杀人者死”，第一条，杀人就死，抵罪，“伤人及盗抵罪”，伤人者抵罪，盗也抵罪。这三条，约。所以后来我们变成一个一般的俗语，我跟你约法三章是错的，因为标点错误，“与父老约，法，三章耳”，所以我们是约法三章这个词汇是错误的，虽然我们后代不断在用。袁世凯时代还有中华民国约法，事实上，这个约定是错误的，我顺便给大家讲一下。
044.2009-03-10：与台独分子过招.txt	14	22	电影|有一次|忽然|后来|问|说	我在台大念书的时候念的是历史系，跟我同届的当然有外文系，那个同性恋的白先勇他们，他们是外文系，比我矮一班。跟我同届的外文系，有一位优秀的人，叫做景新汉，是山西人，他跟我是好朋友。有一次，我，景新汉，跟他们同班的白绍康，我们一起，他们两位是外文系的，一起去看电影。有一个小镜头，一个小男生跟一个小女生，忽然在一起，两个人要学大人，两个人接吻。根本不会接吻，要接吻，这个小男孩子就抱住这个小女生就亲她，亲得笨手笨脚。就好像胡因梦自传描写我李敖一样，说李敖不会接吻，亲得笨手笨脚。然后这个女孩子就把小男孩子推开了，然后又把他拉过来，讲了一句英文。叫做 Let me show you。后来出了电影院，我就问这两位外文系的朋友，我说，怎么翻译这句话？因为那个场合明明是，女孩子觉得男孩子不会接吻，所以她反过来吻男孩子。然后讲了一句话 Let me show you。我说怎么翻译这句话？外文系的人他们翻，翻的就是我吻给你看嘛，我做给你看嘛。我说，翻译的当然很好，也很准确。可是那个味道没有翻出来，哪一种味道没翻出来？我和你比赛啊，你吻我吻得笨手笨脚，我吻你吻得技术高超。Let me show you，他们说，李敖，如果不翻成我做给你看，或者我吻给你看，你怎么翻？我说我要翻，三个字：看我的。这个女孩子说，看我的，看我的什么？看我吻给你看，我吻得比你好。这里面有比赛的，有竞争的意味在里面。所以“Let me show you”最好的翻译应该翻成“看我的”。大家知道吗？这就是语妙天下。就是你翻译不过我了，我可以告诉你，表达这个意思呢，只有一种。所以法国的文学家福楼拜，就是写那个《包法利夫人》的福楼拜他讲，他说好的文学家没有同义字。我们以为查字典，有同义字典，同样的字，这个这个这个。他说没有，为什么没有？表达一个东西，只有一句是最好的。一个词汇只有一句是最好的，你把它找到。没有说这两句一样好，不可能的事情，一定有一句比另外一句好。当Let me show you这句话，Let me show you翻成看我的，就是比我做给你看翻得好。语言上面只有一句最好，那一句你把它掌握到，你把它抓到，那才是好的运
066.2009-04-09：趣聊名片.txt	16	22	故事|笑话|有一次|忽然|结果|后来|最后|说	在我坐牢的时候，在看守所里面那个主管叫做罗永黎，南京人，两眼发光。有一次他跟我聊天就谈到说：李先生，我告诉你，我们是什么人呢？我们就是神仙、老虎、狗，什么叫做神仙、老虎、狗？他说，我们看到囚犯，不是你，我们惹不起你！看到别的囚犯、犯人，我们就是老虎，我们是管监狱的；看到长官，我们就是狗；回家抱着老婆，我们就是神仙，好快乐。所以神仙、老虎、狗，讲得很有趣！后来在多少年以后，在2000年选举的时候，我们在中山南路我跟李庆华，我们站在一个小车上面，也敲锣打鼓，登记出来，很多人包围我们，向我们表示欢迎。忽然有一个人伸出一手来，我一看他不是我在牢里面的，向我说神仙、老虎、狗的笑话吗？我还清楚的记得，看到长官我们就是狗，看到囚犯我们就是老虎，看到老婆我们就是神仙。不就是这个人吗？他看到我，特别递给我一张名片叫做罗永黎。后来他死掉了。这就是一个蛮有深意的故事，那个时候真正台独分子咬我的谢聪敏，在牢里面吃了很多苦头，他被打得浑身流血，裤子都脱不下来，结果伤口跟他穿在身上的衣服、裤子都黏在一起，最后身上长出来肉跟裤子黏在一起，那么惨的时候。罗永黎因为他是南京人，他的太太是彰化人，所以他偷偷的特别照顾了谢聪敏。所以我说这里面也有很多好人，他们在不动声色之间做了些好事，也帮了我们一点忙。他对我最大的方便，就是帮我搞一些书给我看，并且会讲一些故事给我听。到今天我都不能忘记的就是神仙、老虎、狗，抱着老婆我们就是神仙，看着囚犯我们就是老虎，看着长官我们就是狗。今天这些人都俱往矣，都死掉了。只剩下我这位老的白头宫女在谈天宝遗事，进入李敖语妙天下，给大家一笑。
