file	paragraph	score	markers	text
001.20000517李敖Talk秀.txt	130	15	故事|有一次|讲一个|我告诉|柯立芝	李敖：我打断你的话，讲一个故事，你说男人是低等的动物，是不是？请看这个照片，这是美国以前的总统柯立芝的照片。请大家注意，我今天给大家一个叫柯立芝的定律，什么定律啊？他做总统的时候，我告诉你，有一次跟总统夫人去参观一个养鸡场，总统夫人走在前面，总统夫人就问养鸡场的工人，说一个公鸡跟母鸡交配多少次？养鸡场工人说要30次。总统夫人一听就笑起来了，然后就向后一指说，等一下总统来的时候，你告诉总统，公鸡一天跟母鸡交配30次。意思就是说你们人，你们男人是低等的动物，你们跟不上公鸡。然后夫人先走了，柯立芝总统走过来了，养鸡场工人说，报告总统，刚才夫人叫我告诉你，就是说一个公鸡每天要搞30次母鸡。柯立芝总统笑了一笑，说是搞同一个母鸡吗？工人说搞不同的30个母鸡。然后柯立芝说，赶紧跑步告诉总统夫人，是搞不同的母鸡。
010.20000719李敖Talk秀.txt	4	15	笑话|典故|讲个|有名|任瑰	唐朝有一个有名的大臣叫做任瑰，他对唐朝很有功劳，唐太宗就跟任瑰说，你太太太凶了，也不好看，我送两个宫女给你做姨太太。任瑰就把姨太太带回家，结果他的夫人就坚决反对。任瑰说，这是皇帝送来的。皇帝送来也不行，坚决反对，然后就把宫女送还给唐朝的皇帝唐太宗，说我太太不准，我不敢要。皇帝说，这是我的命令，叫你老婆来，就把任瑰的夫人叫到了皇宫，唐太宗跟她说，皇帝的命令给任瑰讨两个小老婆，为什么？因为他对我们唐朝有功劳。结果任夫人说不可以，皇帝的命令也不可以。唐太宗说，那你就是违抗我皇帝的命令吗？她说，我是违抗，你要叫我丈夫讨小老婆，我不干。唐太宗说，那你就把这一杯毒酒喝下去，皇帝赐死，你不听命令你就喝下去。结果这任夫人拿起来就喝，就喝下去了，结果不是毒酒，是醋。我们讲说女孩子吃醋，就这个典故。喝下去醋没有死，喝了一碗醋，可是唐太宗吓坏了，觉得这个女人真是厉害，为了抵制丈夫讨小老婆，她这样凶。结果，小老婆没讨成。任瑰讲个笑话，这个女人一辈子有三次都是可怕的，我一辈子怕女人、怕老婆，他说女孩子年轻的时候，规规矩矩坐这里，看起来像菩萨一样的，不轻易笑，非常庄严，一个女孩子这个样子，我们怎么能不怕？所以我们怕女人。那女孩子到了中年以后，当了妈妈生了小孩子以后，她保护小孩子像个母老虎一样地保护小孩，我们人能不怕母老虎吗？那晚年以后，这女人长得像个鬼一样，我们男人能够不怕鬼吗？所以，他虽然怕老婆，还有三段论。
002.20000524李敖Talk秀.txt	18	14	故事|有一天|我告诉|有名	这句话里面说的什么？就是说你李敖跟吴宗宪一样，你是加入了吴宗宪的这个方法，文化到了下流的地步，你们这个行为是下流的。对不起，我告诉各位，李艳秋可能要被我告。虽然被告由于不景气，淡季被告比较少了，现在只有13个被告，只剩下13个被告，现在只能变成14个人。我要问李艳秋，你这什么意思啊？那李艳秋说我在骂吴宗宪，你骂吴宗宪，请问读者的感觉是什么？你李敖跟吴宗宪是一流货，不是吗？就好像那个有名的一个故事，一个人有了精神病，，就是他老觉得自己是米，所以怕鸡，鸡是吃米的，然后看到鸡就害怕。没有关系，到精神科治疗，经过精神科医师给他精神分析以后治疗好了，然后病好出去了。过了一阵以后，有一天慌慌张张又跑到精神科医生这里，医生一看他来了，立刻就说，我知道你又犯病了，我告诉过你，你是人，不是米，你知道吗？这个病人说，我知道我是人，不是米，可是鸡不知道。懂我意思吗？李艳秋知道我李敖或许跟吴宗宪不一样。可是陌生的读者不知道，这就构成诽谤罪。诽谤罪里面有一个重要的拉丁文叫INNUENDO，就是够不够成诽谤，要靠当事人的情况而定。好比说我们说一个五岁的小女生胆小如鼠，像老鼠一样胆小，这个不是诽谤，小女孩子就是胆小。可是我没说唐飞胆小如鼠，唐飞可以告你，为什么？我是四星上将，将军胆小如鼠，你不是骂我吗？
003.20000531李敖Talk秀.txt	19	14	故事|有一天|我讲|有名	我讲这话的意思，最后一段故事告诉大家，大家看这个照片，这个是希腊有名的真正的政治家、正直的人，他的名字叫做阿里斯太狄斯。这个漫画什么漫画？就是一个农民拿一个贝壳请他签名，当时没有纸，希腊人讲民主，就是我们大家在贝壳上写你名字等于选票，干什么呢？投票把一个人赶出国家以外，大家公民投票。结果这个农民不会写字，拿着贝壳就找到了这个阿里斯太狄斯，就说请你给我写阿里斯太狄斯。阿里斯太狄斯就很奇怪，当然这农民不认识他，为什么你要这么叫写这个阿里斯太狄斯，要把这个人赶出去呢？这个农民说的很有趣，说是我烦死了，我整天看到就是阿里斯太狄斯，整天看到他的名字，我就因为烦，所以我把他赶走。就好像现在我看到整天都是蒋经国，我吃不消，我请你写蒋经国；整天是阿扁，我吃不消，我今天要把他赶走。这个有趣的故事就是，当一个地区充满了政治挂帅局面的时候，老百姓有一天会吃不消了，他们觉得这些人我们不要看了，整天看的都是你们的名字，我们烦死了。所以我今天把这个故事最后讲给大家听，台湾的很多人民实在是不要再知道他们了！除了李敖以外！
004.20000607李敖Talk秀.txt	11	14	故事|我讲|讲个|维多利亚	我讲个故事给大家听，英国的维多利亚女王是那么样的声势显赫，白天办完工晚上回家，进卧室敲门，敲门的时候，她的丈夫是驸马爷阿尔伯特，阿尔伯特就跟她说，你是谁？维多利亚女王在外面腰一插，我是维多利亚女王。结果这个门不打开的，就是她丈夫不肯开门，你要是以这个身份出现，我就不开门。最后英国的维多利亚女王说，我是你的太太，这时候门才开。什么意思？你在家庭里面，你可以有两个身份，可是你做了政府的官吏，你不可能有两个身份。大家记不记得007那个作者讲的故事，他说你不能死两次，你只能死一次，换句话说，你不能够有两个身份。我过去跟郁慕明打官司的时候，郁慕明说我没有诽谤你，因为在我这个杂志诽谤你的期间，我去助选去了。我就跟法官说，他诽谤了我，因为那个时候他是杂志的发行人，不能说我这杂志发行人是可以终止的，我早上起来是发行人，晚上就不是；我吃饭的时候是发行人，小便的时候就不是；如果我是女孩子，不能说我是高兴的时候是发行人，我月经来的时候就不是！不可能的事情，发行人就是发行人，当作为一个新闻局长的时候，你的身份就是新闻局长。
004.20000607李敖Talk秀.txt	75	14	故事|有一天|讲个|胡佛	李敖：坐下来，我花一分钟讲个故事给你们听，美国总统胡佛有一天出门碰到一个小女生拦住他的路，叫他签名签两个。他说，为什么要我签两个，给你妹妹吗？她说不是。我一个人要签两个。他就问她为什么要签两个？那个小女生跟胡佛讲，你是美国总统可是你的签名没有另外一个人值钱，那个人叫做贝比鲁斯，就是美国的全垒打王。她说，在市面上的价值，是你的两个签名可以交换一个他的签名。谢谢你，今天免费要让我签名两次。
008.20000705李敖Talk秀.txt	46	14	故事|笑话|我讲|讲一个	李敖：我讲一个笑话给你听，也是真的话，我在做预备军官的时候听到一个故事，蒋经国那个时候做国防部总政治部主任，他到军队去看老公，很多老兵身上有性病，蒋经国问他们说，你们为什么不用套子？老兵说：报告主任，你是穿着袜子洗脚吗？他不舒服，所以就变成这样子。所以我认为，可能我们现在需要社会要不要强制立法，就是小女生要强制戴着套子。
018.20000913李敖Talk秀.txt	2	14	故事|有一天|讲一个|邵尧夫	今天的话题是台湾的前途何在？先讲一个故事，中国人讲算命，有所谓邵子神算，邵子就是宋朝的邵尧夫，邵尧夫有一天进了京城，满朝的文武大员都向他请求给他算命，算命都是个人怎么样升官发财；可是有一个大官只问国家的前途如何，不论他自己的前途。这个邵尧夫觉得孺子可教，就给了他一部书，说你回去看，看完烧掉。他回去一看，这部书是五代史梁唐晋汉周里面，后晋最后一个皇帝的历史，什么历史？就是崩盘的历史，亡国的历史。邵尧夫把这个书给这个人看，看了才知道原来我们的国家最后是亡国。
018.20000913李敖Talk秀.txt	6	14	故事|我讲|我记得|梁实秋	李敖：我记得过去梁实秋先生给我讲了一个故事，他说当时郭良惠写了本书叫《心锁》，在《中国申报》发表的。《心锁》后来被人检举说是黄色就被查禁，查禁了以后，就把她中国文艺协会的会员也开除了。这个郭良惠很气，跑到梁实秋家里去抱怨，说怎么给开除了。梁实秋说两个不对，第一个他不该开除你，第二你不该加入，你不加入，它就开除不了你，对不对？今天也是，第一个，陈水扁不该欺负这些唐飞以下的这些阁员。第二，你不该被他欺负。你为什么这么贱？你要像王建煊，我不干了，挂官求去不就好了嘛，问题不就解决了嘛！是不是？景为兄，你对这个大的局面有什么看法？
001.20000517李敖Talk秀.txt	49	13	故事|有一天|有名	李敖：明朝的一个哲学家叫王阳明，他讲过一句话，叫做——满街皆圣人。满街都是圣人，圣人并不是孔子、孟子，满街都是圣人。我可以告诉你一句话，满街都是处女。问题就是说你用怎么样的定义，请大家看一个照片，这个照片是什么人呢？是俄国的一个文学家叫做库普林，他写了一个有名的书叫做《决斗》，还有写过一本有名的书，就是我手里边拿的这本书叫做《亚玛》。《亚玛》是什么书呢？是写俄国妓院里面的一个故事，妓院很多窑姐在接客，忽然来了一个身材一级棒，脸蛋儿一级棒，漂亮的不得了的女孩子，要下海卖淫。然后就开始接客，生意就好得不得了，这个妓院就炒作起来，大家都喜欢这个妓院。有一天这个妓女跟其他的妓女聊天，她说，你们知不知道我还是处女？
