file	paragraph	line_start	line_end	char_count	score	snippet
001.介绍我的《为中国思想趋向求答案》.txt	10	19	19	150	3	所以，一个活人，灌着一脑袋“僵尸思想”，在我们这个社会里毫不稀奇。所谓僵尸思想，种类是很多的：例如“孔老二思想”、“西门庆思想”、“魏忠贤思想”、“袁大头思想”……到处都可以在中国人的行尸走肉上借尸还魂。所以，在许多时候，我简直怀疑：我们到底是活在现代呢还是生在古代？是死人重生呢还是根本就是活死人？
001.介绍我的《为中国思想趋向求答案》.txt	20	39	39	157	5	真正肯为中国文化思想趋向求答案的人，他们必定愿意做一个战士，去打几场漂亮的仗，乃至准备打一场勃朗宁（Robert Browning）所谓的“最好的又最后的”（The best and the last）一场仗。他们可能被暂时封住嘴、锁住腿，可是他们永远不会失败或死亡——这样的战士不会失败，十字架上的人物不会死亡。
002.给谈中西文化的人看看病.txt	21	41	41	229	3	我们试看这三人所用的句法：“非西人所能及者”、“非西洋人识量所及”、“非任何歧出者之所能企及”，完全是如出一辙的抹杀主义。他们的句式都是“非……所及”的格局，都有着目空一切的狂妄，但是他们三位只是九牛一毛而已，这种妙人今天还多着呢！试看有多少人摒西医不用，而迷恋着五运六气“寸关尺”的中医，有多少人摒正规音乐不学，而迷恋着七音六吕“笙萧缘”的国乐？……这种中胜...
002.给谈中西文化的人看看病.txt	25	49	49	301	3	这种“原在吾儒覆载之中”的大言，在我们国民心中流传很广：阮元就拿过后汉的四分法来比西洋数学（《畴人传》）；印光任就拿过周髀来包括“浑盖通宪之器，寒热五带之理”（《澳门纪略》）；陈启天就拿过孟子的话来比近代民主政治的观念（《中国政治哲学概论》）；毛子水就拿过《大戴礼记》“四角之不掩”的话来比西方的地圆说（《中国科学思想》）。现在某些人做一些事，动辄以古人“先得...
002.给谈中西文化的人看看病.txt	27	53	53	86	3	犯这种病的人比前一派更有夸大狂。前一派只是“本来我们就有”，这一派则是“本来是我们的”，“西洋近代文明是我们传过去的。”在清人允禄的《数理精蕴》里，竟说西洋教士的天算格致：
002.给谈中西文化的人看看病.txt	31	61	61	309	3	这真是毫无历史根据的谎言！本来在中西文化交流的过程中，“声教四讫”的情形不是没有。例如：养蚕、造纸、瓷器、柠檬、大黄等的西传，都是斑斑可考的史实。但若不根据史乘，认为一切都是“吾家旧物”，一切都是西人“阴图以去”的，这就未免有点无赖了。而耍这种无赖的，纪晓岚和他老师刘文正最为拿手，在《滦阳续录》卷一中，我们可以拜读他们的高论。这种“中土流传”病本是“礼失求诸...
002.给谈中西文化的人看看病.txt	33	65	65	249	5	近三百年前，杨光先和比利时的南怀仁斗历法失败，遣戍归来，写成了《不得已》。他呼吁“宁可使中国无好历法，不可使中国有西洋人”，躲在这种态度背后的动机，说穿了疱，不过是怕洋人“收吾天下之人心”罢了。这帮子人一方面想要人家的文明，一方面又觉得要了危险，想来想去，决定还是不要好。这种畏葸的小心眼儿，投鼠忌器的谨慎，真是怪可怜的：他们怕这一变，连腐朽的老本也没有了。梁...
002.给谈中西文化的人看看病.txt	37	73	73	113	3	“更不沾恋”，“真不得而用之”，这是何等不得已的调调儿！现在很多人因为赚不到钱转而歌颂“抱布贸丝”的农业社会，因为讨不到老婆转而留恋“父母之命，媒妁之言”的婚姻，最后诋毁工业文明、攻击自由恋爱，究其微意，不过“不得已”三字耳！
002.给谈中西文化的人看看病.txt	39	77	77	82	3	这种病患者对西洋把戏的口号是：“没有什么稀罕！”“又有什么了不起！”明末许大受的《圣朝佐辟》最能发挥这种高论。他认为洋鬼子的东西“纵巧亦何益于身心？”他举的例子是：
002.给谈中西文化的人看看病.txt	43	85	85	176	3	这就是许大受的“体”与福大人的“用”！犯这种病的人比患“不得已”病的还低级：后者起码还承认外国好，可是我们不要他的好；犯这种病的人就不同了：他内心深处觉得外国好，可是在外表上，他一定要表现“张脉偾兴”，一定要理由化（rationalization），好使他心安一些。这种善为巧饰的心理，三百年下来，还是完美的遗传着，世风是日下了，可是人心并没有不古呀！
002.给谈中西文化的人看看病.txt	46	91	91	133	3	这是中国人文字魔术最蛊惑人的一次表演，也是最不通的一次表演。张之洞高叫的“旧学为体，西学为用”，在表面上，至少承认西学可供“采补”，至少想“择西学之所以补吾阙者用之，西政之可以起吾病者取之”。但是用尽管用，必得“西学先由中学”，孙家鼐的两句话把这种理论的核心点破了：
002.给谈中西文化的人看看病.txt	48	95	95	420	5	这就是他们骨子里的真精神！这种精神，事实上只是奕訢、文祥、曾、李、左等人洋务理论的“建构化”。当然张之洞之流把它建构得很别致、很迷人，既维新又卫道，最适合焦灼状态下的国人的口味。顺着这种思路滑下来，在1935年出了一件怪事，就是盛极一时的《中国本位的文化建设宣言》，俗称“十教授宣言”。这十教授是：王新命、何炳松、武堉干、孙寒冰、黄文山、陶希圣、章益、陈高傭、...
002.给谈中西文化的人看看病.txt	50	99	99	271	4	这一派的头脑构造跟前一派是大哥二哥的，都是二分法的构造。前一派是体用二分法，这一派是精神物质二分法。在体用二分法上，若只把西学局限在科学工艺的“用”上，便很容易转形为这一派了。所以老实说，这一派比体用二分法还浅薄。这一派的理论本是清季“中学治身心，西学应世事”的蜕变，到了《欧游心影录》（1920年）时代的梁启超和《东西文化及其哲学》（1922年）时代的梁漱溟...
002.给谈中西文化的人看看病.txt	55	109	109	205	3	妄自尊大是自己来肯定自己，挟外自重是拉别人来肯定自己。二者肯定的方式不一样，肯定的目标则无二致。三百六十年前，利玛窦所以能大行其道，主要乃在他宣言他那一套“与中国古法吻合”。梁章钜《退庵随笔》中就说天主教义“与儒书，又何所异焉？”（卷八）这显然是一种不正确的比附。这就好像名不副实的广告一样，一时虽能得售，久了就会露马脚。教皇格勒门得十一的七条禁约带来了中西冲...
