file	paragraph	line_start	line_end	char_count	score	snippet
001.《李敖情书集》新序.txt	3	5	5	304	3	男女间事，本来都该在床上办的；不在床上办而在纸上办，总难免抽象，缺乏动态、缺乏立体感。情书云者，一言以蔽之，都该总批为“可爱的废话”。虽云“废话”，可是却不得不说、不该不说。情书是萧伯纳（George Bernard Shaw）所谓的“纸上罗曼斯”。墨在纸上，自然写时是情感集中、思绪澎湃。但往往时过境迁以后，自己重读起来，未免“大惊失‘色’”（此“色”字该一...
002.《李敖情书集》原序.txt	5	9	9	153	4	现代化的爱情是什么？现代的中国人知道的似乎并不多，他们虽然也风闻什么自由恋爱，也爱得自称死去活来，但是，他们的想法太陈旧了、做法太粗鲁了、手法太拙劣了，在现代化的里程碑上，他们的爱情碑记，可说是最残缺的一块。有多少次，我看了古往今来的许多所谓爱情故事，忍不住好笑说：“中国人中的这种人呀！他们不懂得爱情！”
002.《李敖情书集》原序.txt	6	11	11	99	4	在上下几千年的中国历史上，我们简直找不到多少可以歌颂的爱情故事、不病态的爱情故事。尽管《二十五史》堂堂皇皇，圣贤豪杰、皇亲国舅一大堆，可是见到的，很少正常的你儂我儂，而是大量反常的你杀我砍他下毒药。
002.《李敖情书集》原序.txt	12	23	23	146	5	神话里说那长着小翅膀的爱神丘比特跟情人赌钱，最后什么都输光了，就把眼睛做赌注，最后又输了，就变成了瞎子，“爱情是盲目的”（Love is blind．）的话，就是这样出来的。但我认为，“爱情是盲目的”是错的，我认为爱情该像《三国演义》中张飞的眼睛，一天二十四小时，除了眨眼，连睡觉都是睁着的。
002.《李敖情书集》原序.txt	33	65	65	122	3	这是何等灵肉平等的伟大提示！这诗人又指出：肉乃是“愉快”（pleasant）的象征，是可以给灵来做漂亮的“玫瑰网眼”（rose-mesh）的，这种卓见，实在值得满脑袋“灵魂纯洁”“肉体不纯洁”的卫道者反省。懂得爱情的人，绝不忽略灵肉任何一方面。
003.给咪咪.txt	4	7	7	84	3	反省的结果，我，李敖，悲哀地失望了，我想不到我竟有些儿动摇，于是我大叫一声，往后便倒，倒在床上，活像那只满面病容的猫儿，但疼的并不是右“腿”，而是那征服咪咪的雄“心”。
004.给Bonnie.txt	7	13	13	157	3	在这四年的岁月中，我历经了不少的沧桑和蜕变，本性上的强悍与狂飚使我清楚的知道，我总归是一个愈来愈被“传统”所厌恶的叛道者，我孤立得久了，我不太妄想别人会改换一个角度来看我了，我也不再希冀我喜欢的人能够对我停止那些皮相的了解了，听了你对我说的话，我忍不住想起那位命途多舛的女诗人Sara Teasdale的两行句子：
006.给G的九十四封信.txt	109	217	217	56	5	听说可以打“鲜花电报”（电报局可以代送鲜花给收报人），结果仔细一问，原来只能由外埠打入台北，台北“打没有出去”。
006.给G的九十四封信.txt	112	223	223	63	4	他们问G走前哭没哭，我说不要她哭，刘鹤代她哭了，她在进飞机前招手，好像个电影明星，招过手后又走出来，再招一次，更像电影明星了！
006.给G的九十四封信.txt	118	235	235	166	3	如果你答应不骂我，我要很红脸的告诉你一件事，我要向你道歉、向你懺悔、向你陪不是，请你“奉主耶稣的名”原谅我：你的哥哥所谓“春光明媚”的时候，在你上飞机走后的中午，我在一个漂亮的办公厅里，碰到了——“一个可爱的女人”！——看到这儿，你一定这样猜，喂，“才不是呢”！我碰到了的是一个减少漂亮女人的飞眼魔力的东西，它的名字叫“G的眼镜”！
006.给G的九十四封信.txt	145	289	289	45	3	昨天寄的第二号信还是寄到农职去的，这两天一直打听农职情况，这回白打听了，改打听海星女中了。
006.给G的九十四封信.txt	163	325	325	164	3	你真好意思！你在农职惊鸿一瞥，第二天就搬走了——你把他们的胃口都提起来，然后就坐十元一次的计程车跑掉，你怎么这么寻人开心呵！我猜你走的时候，“他们”一定每人坐了一辆计程车追你——像“萧何月下追韩信”那样追法，结果花莲市计程汽车生意暴涨，表现了空前未有的繁荣局面，“农业”增产，“经济”景气，此皆“农业经济系”出身的小贝贝之功也！
006.给G的九十四封信.txt	328	655	655	84	3	看了你的信和你妈妈的伟大观点，我叹了一大口卡长卡长的气：“什么时候我才能碰到一个不骂我的‘女朋友的妈妈’呢？”——我想来想去，想不出原因来，大概是“伯母”两字叫少了吧？
006.给G的九十四封信.txt	376	751	751	189	4	你怎么一个人睡觉要大哭呢？好可怜哪！是不是因为小贝贝感到空虚寂寞？还是因为那天晚上门外的香蕉摊被老修女们抢购光了？还是因为老修女们个个闹肠炎、拉稀屎，占住马桶不放？还是高山族的四只臭袜子（或是四只臭脚）洗干净了，房间里少了刺激的空气？还是因为松山的大舅子小姨子妈妈的流泪病传染了你？……我想来想去，百思莫解，最后恍然大悟——原来是日本梨吃光了的缘故，所以我决定...
006.给G的九十四封信.txt	405	809	809	239	3	昨天是文星五周年纪念会，在中山堂保垒厅举行，盛况空前，可惜你不在场。大官儿黄杰司令、王超凡中将、叶公超等均来祝贺，《自由中国》所谓男女作家冠盖云集，我好像变成了“明星”，人人都要看看文化太保的“真面目”，有的直接过来，有的从旁打听，有的请人介绍，誉满耳鼓。自下午4时起至6时半始结束，然后与孟能等十多人同宴于华春园，喝了不少酒。喝酒时一直说我太太不在场，我喝没...
006.给G的九十四封信.txt	419	837	837	16	3	“×××爱哭鬼，一点小事就哭”；
006.给G的九十四封信.txt	453	905	905	228	4	有一天，上体育课，我正坐在草地上四下失神地张望时，珍拿着网球拍笑着跑到我面前，从此我们便做了好朋友，我真说不出此后她对我的影响有多大，我再不孤独，再不忧郁了。（同性恋？）我们一同读书，一同游戏，晨雾迷濛时，我们手牵着手走进校门，黄昏日落时，我们肩并着肩徘徊在校园里，谈着过去和未来的事，或是躺在如茵的草地上，吵着笑着，做着青春的梦。这纯真的友谊是我生命中开出的...
