file	paragraph	score	markers	text
002.20060723笑敖年代.txt	103	16	故事|笑话|典故|结果|问|说	李敖：虚与委蛇，我们一般都把它念成了虚与委蛇（she），事实上这个字念（yi）。在宋朝有一个有名的笑话，就是欧阳修讨了一个家里的大姐，二姐嫁给一位王先生。结果大姐死了，欧阳修又讨了她们家的小妹，换句话说，他从大姐夫变成了小妹夫，而中间这个王先生就发现本来是大姨父，怎么后来变成小姨父，有这么一个笑话。当时宋朝一个有名的有学问的人叫做刘贡父，他就挖苦欧阳修这个故事。他说有一个小孩子念书念到了这四个字，小孩子念成了虚于委蛇（she）。老师说这个字不念（she），念（yi）。过几天小孩在街上去玩，看到一个玩蛇的，小孩子看了以后就回来跟老师说，我看到街上一个弄（yi）的，先弄大姨，后弄小姨，就是挖苦欧阳修，整个这么一个有趣的典故。所以今天我们知道了，做一件事情可以虚与委蛇，可是要有技巧。我们觉得跟共产党的关系就是这样子，跟大陆的关系完全来虚与委蛇是不够的，要跟他玩真的。玩真的方法，过去共产党跟国民党两次谈判，都是在它最弱的时候跟国民党上了谈判桌，然后占尽国民党的便宜。所以今天我们说跟共产党谈判，我们小，他大，我们是蛇，它是象，我们会不会占到便宜？我告诉你，共产党过去做蛇的时候就占到便宜。所以我觉得今天我们有机会占到共产党的便宜。
007.20060827笑敖年代.txt	139	16	故事|笑话|结果|最后|问|说	李敖：陈菊胡扯，很无耻的胡扯！陈菊第一次被抓的时候只关了一天，第二天就投降了，就宣布配合政府政策了，为了郭雨新那个案子就这样子。陈菊是那么容易投降的一个女人，有什么资格谈英雄不英雄？并且取法其上，仅得其中。就是要人民知道什么是英雄，然后人民努力去学习，可能达不到那个水准，可至少我们规格不会混乱。所以今天打击施明德是完全错误的。施明德即使第一次有求情的意思，都不算什么。我给你看一张照片，这是英国的作家康拉德，他是波兰人，20岁才开始学英文，后来变成英国的有名作家，他写过《黑暗之心》这些作品。他有本书叫LORD JIM《吉姆爵爷》，它里面故事就是说一个英国的船长运了这个非洲的朝圣者甚至奴隶，船出了问题，他怕船沉，他就跑掉了。结果船没有沉，好死不死，这个船还漂到英国的岸上面去，闹出大笑话，船没有沉，怎么船长跑掉？大家都骂他，他没有脸面就跑到了东南亚，就在一个酋长里面隐姓埋名，后来这个酋长的儿子被海盗包围了绑票，酋长们又反包围了海盗，他出面谈判，海盗说好，你给我们一条生路，我们就把酋长的儿子放掉。他把这个结果跟酋长他们谈，酋长说海盗的话信吗？他说应该可以信。结果，他们就给海盗一条生路，海盗走出来的时候，最后一个海盗开了一枪，把酋长的儿子打死。所以酋长这些人对他不谅解，酋长夜里跟他说，你走掉好了，我们放你生路，也不让你偿命，也不让你负责，他夜里自杀了。这个故事就是告诉我们，第一次，他不该逃的逃掉了；第二次，他可以逃不逃。证明了第一次他可能很孬种，可是第二次他是英雄。人的这种心情的变化，有的时候是马鞍式的，所以我们要给他一种机会。圣女贞德也就是这样子，因为圣女贞德她在审判的时候说，我不怕死。结果主教说，我们把你烧死。她怕了，她说宁愿你砍我头砍七次我都不怕，可是她怕烧死怕火，她投降了。可是后来发现还是没用，还是要她死。
013.20061022笑敖年代.txt	45	16	故事|笑话|结果|最后|问|说	李敖：用和我跟你讲，我像耶稣一样，后面有个光环。大家把我的光环定位成这个人能说善道、会写文章、很犀利、喜欢讲笑话，把我看小了！光环以外我有好多光环，可是看不出来，譬如说我非常务实的一个人，大家忽略了这一面，就是我做一件事情我要讲究方法，什么是方法？任何事情都有窍门，所以中国古代讲说庖丁解牛，什么叫庖丁解牛？他那个刀，按照淮南子的说法，19年都不磨，这个刀他杀了牛的时候就下去了，他知道这个牛整个的结构，他在牛的骨头缝之间走这个刀，游刃有余，最后牛被他分解了，可是刀都没有碰到骨头，就达到了目的。这就是高明的人，他知道这里面有一个窍门儿，什么叫窍门儿？我讲个故事给你听，八仙过海里面第一个就是吕洞宾，吕洞宾是个有名的等于第一级的仙人，有妖怪打他主意，要他什么呢？要他的精子。中国古代你注意，在道家的思想里面，对精子的看法是特别严重的，并且特别重视的，我们一般俗话所说，一滴精十滴血，这种观念都是从道家来的。中国道家里面讲房中术，可是房中术里面最重要一点，他不是宣淫的，他是跟女人上床以后很痛苦的，为什么？他要采补女人，可他不给女人，叫固精不射，就是他不射精，那精子跑哪里去了？道家的说法叫还精补脑，精子我把它留下来，不射精的话跑到我脑子里面去了。所以像我李敖应该说一脑子都是精子，根本胡扯。因为从生理上看，你不射精给小便走了，所以吕洞宾他们就希望采补女人，可是自己固精不射，维持自己的仙风道骨。碰到一个妖怪叫桃花女，两个人就开始大战，吕洞宾就固精不射，桃花女就想采补这个神仙。结果，吕洞宾高，就是不射，桃花女就伸出她的手在吕洞宾的背上有一根筋，她一掐吕洞宾射精了。桃花女知道这个窍门，知道你仙人的哪一根筋被我掐到了你就投降。我李敖就是男的桃花女，我知道哪一根筋掐到了就是问题，所以我们谈问题了解它解决的方法，为什么我们对马英九我们这么惋惜？你看一个图片，这个人明朝的大臣张居正，他是权倾一时的国务总理，他讲了一句话，小马哥始终不懂。什么话？他说，一个人又要做好官又要做好人是不可能的！你做好官你可能就充满了权谋，你可能是王八蛋，可是你是好官能做事。反过来说，你做个好人，长个好脸蛋、不二色、到处走透透
009.20060924笑敖年代.txt	17	15	故事|笑话|有一次|问|说	李敖：受伤了。当时大家研究，这个坏的消息怎么样告诉林义雄呢？我先告诉你一个故事，林肯总统最喜欢讲笑话，在开国务会议的时候为了使大家轻松，都先讲个笑话。他讲了一个农夫和他两匹马的故事，农夫喜欢他的两匹马，爱护备至。有一次他出差了，两匹马死掉了，他的朋友就跑过去跟他说，不得了了，你的一匹马死掉了。他就哭起来，好难过。眼泪擦干以后，他朋友说，另外一匹也死掉了，他又大哭特哭。后来他就问他，为什么我两匹马死掉了，你不一次告诉我？他说，怕一次告诉你，你太难过了！
010.20061001笑敖年代.txt	76	15	故事|结果|最后|问|说	李敖：燕云十六州，你的历史很好。契丹人讲了一句话，他说中国人难治，当时的中国人就是中国的河北人，他认为是中国人，不好管，老子不要管，找个人来管他，就是石敬瑭，你做我的儿皇帝。结果石敬瑭死了以后，他的接班人说，我是你的孙皇帝，可是我不是你的臣子。原因是我皇帝的位子是我们的上一辈给我的，不是你契丹给我的。契丹不肯，这个接班人是晋朝的出帝，他的手下一个人叫景延广，他说我们磨了10万口的横磨剑，你来跟我们打好了，我们只承认是你孙子，不承认是你臣子，最后就打，就灭亡了。所以整个的故事，就是一个不自量力，而要跟一个强敌抵抗的一个亡国的故事。所以邵雍把这个五代史《晋书》这段亡国的历史给了这个关心国家大事、来问问题的朋友。今天台湾就是这样，花那么多时间去搞武器，下场是亡国。
013.20061022笑敖年代.txt	69	15	成语|结果|最后|问|说	李敖：最后纷纷加入国民党，只有一个人没加入，就是我。指导员找我说，李敖你怕不怕死？我说我怕死。你要不要加入国民党？我说加入国民党胜于怕死，我宁可去死。结果分发的时候我告诉你，太妙了！我没有去金门。那个投机分子加入国民党的，反倒去了金门。他们就问指导员，为什么李敖不去金门？指导员说，李敖思想不稳定，到了前线会影响民心士气，所以他留在后方，你们忠党爱国到前线，很多人投机分子气得把党证都撕掉了。我是这样子冒险灾难活到今天的，所以我给大家一个示范，就是说我不怪别人加入国民党，大家为了生活、为了吃饭，不像我这么样的有抵抗力。可是今天如果我们还执迷不悟，被国民党一次又一次骗，我们要反省。用和我讲一句话给你听，我们讲的一个成语，就是斯德哥尔摩症候群，我特别解释一下，是瑞典的斯德哥尔摩一个强盗抢了银行逃的时候，他拐了一个女职员掩护他走，后来这个女职员爱上他了。所以，所谓斯德哥尔摩症候群就是被他威胁裹挟的人，最后向他认同，跟他浪迹天涯。今天我们很多蓝色的朋友们，尤其是老兵，他们今天就是斯德哥尔摩的被害人，当年在江西出来买菜，被抓来当兵，对不对？湖南也是，抓来当兵，到了台湾不许结婚，不许退伍，等老了以后才放松，大家都老了。可是这批人居然有一部分人还去哭灵，到今天还说我们要投蒋介石、蒋经国以下的接班人，他们不是太错乱了吗？要有勇气，要有骨气，觉得你国民党整我们整够了，我们跟你在台湾，我们也混了这么多年了，最后放我们一条生路，我们要选一个我们要选的人，不是应该的吗？所以今天我就诉诸这个良知给大家看，我们一直被国民党打压，我们同是天涯沦落人，可他们是高高在上的，不要搞错！
015.20061105笑敖年代.txt	86	15	故事|结果|最后|问|说	李敖：这个苏贞昌他的光头跟他的滑头一样，滑头即光头。这什么鬼话！如果案子确定，要等到三审定谳。你民进党为什么有起诉就开除党籍的条款？你们有这个事实嘛！表示你涉案，我就要把你开除。这就是所谓皇后的贞操条款，当年国民党的司法院长叫林洋港弄错了，因为不好好念书，弄错了一个历史故事，就是皇后的贞操。事实上，这个故事完全讲错了。那个人不是皇后，那个是凯撒的太太。罗马的凯撒从来没有做过皇帝。所以恺撒的太太有一件事情人家怀疑，凯撒就把她休掉了。不是说有没有罪的问题，被人家怀疑都不可以，因为她是我凯撒的太太，她是我老婆，我凯撒是有头有脸的人，我老婆被人家怀疑都不可以。林洋港读书读得不好，就变成皇后的贞操，就是皇后这个位阶是不容被怀疑的。今天问题就出在这里，为什么被人家怀疑？吴淑珍就是太不像样子了，处处被人家怀疑，就这么来的。这个要超出怀疑之上，你连怀疑我都不可以。好比说我妈要嫁给我爸爸的时候，我请媒婆跟我爸爸说，这个李敖的妈，当然那时候没生李敖了，这个漂亮、能干、受过现代教育，还保证不偷人，最后那个保证什么话？不偷人是美德，是你最基本的，你怎么可以用来做为条件？就是我做为总统的夫人，我不被人家怀疑，这是最起码的。怎么现在被人家怀疑？并且还有这么多证据。所以说道德标准是很重要的。民进党过去用的这个标准，只要你被起诉就开除党籍，没有等三审定谳。今天你苏光头、苏滑头、苏贞昌又说要等三审定谳，三审定谳要下台，还需要你来放屁吗？那是自然的结果。还需要你来设定条件吗？太混蛋了！
002.20060723笑敖年代.txt	107	14	故事|最后|问|说	李敖：我又拿出这个，替蒋经国讲一句好话，蒋经国写给何应钦的，叫松伯不凋于岁寒，蒋经国写的。我们念《论语》有一个故事，就是马房着火了，孔子跑出来问情况。《论语》里面记载了六个字：伤人乎，不问马。说孔子问，有没有人受伤？没有。不问马有没有受伤。都这样解释，孔子关心人，没有关心马。我就不相信这个解释是正确的，为什么？孔子不是仁民爱物吗？所以这里面可能解释发生问题，后来才知道解释发生问题。中国一个古书叫做《国语》，它里面谈到了我们治水的大禹会诸侯，有一个诸侯叫防风氏，防风氏后至，夏禹把他抓到杀掉了。为什么别人迟到就杀人？原来这个后就是不的意思，古代相通的，防风氏后至是防风氏不至，我开会你不来，把你杀掉了。所以松伯不凋于岁寒原来说法是松柏后凋于岁寒，松柏是不凋的，怎么叫后凋？后的意思不是以后最后才凋，而是根本不凋，所以后字就是不字，反过来说不字就是后字。所以孔子说：伤人乎，不问马。是说伤人乎，后问马。先问人有没有受伤，然后问马有没有受伤？这就是我们对古书的了解，我们一开始学错了，不了解这两个字是相通的，所以把孔子误会了。现在我们知道孔子是仁民爱物的，伤人乎？不问马，是先问人，然后再问马。孔子还是关心了马。
003.20060730笑敖年代.txt	71	14	电影|结果|问|说	李敖：没有，当初没有这个问题。他当选了以后，现在发生了一个问题，什么问题？就是希特勒给德国带来的问题，希特勒跟阿扁有什么不同？为什么我说他严重侮辱了希特勒？第一，希特勒他是给德国当时是带来了光荣，他后来打败是另一回事情，当时在第一次世界大战以后，英国、法国这些胜利者，他们欺负德国人，让它赔钱。结果德国人几乎活不下去了，他们恨英国人、恨法国人、恨犹太人，所以希特勒是以这个方式来篡起来的，得到德国人的支持，给德国人带来光荣。阿扁给台湾带来什么？所以不能够跟希特勒比。第二点，有一个最有趣的情况，在默片时代就没有声音的电影时代，有一对有名的电影明星……
003.20060730笑敖年代.txt	75	14	故事|有一次|结果|说	李敖：首先我必须说，这是很多人的运动，结果就变成一个人的运动。这是证明了台湾的青年人，已经被这些坏的外省人和坏的台湾人把他们整的对不合理的现状都没有抗争的兴趣和能力了。所以他一个人的表现在基本上我们认为是好的，可是我必须说，我们在讲评一个人的时候，必须看他整体的表现，如果他的表现忽高忽低马鞍式的，或者一个脚高一个脚低，我们必须说不怪他个人，可是代表了他的背景，他所受的影响跟思想的背景。我告诉你一个故事，当时在国民党整天要打倒军阀，在军阀统治的时候，有一次有一批学生向政府陈情，结果政府开枪，有人死掉了。当时北京大学一个教授叫做胡适，他讲了一句话，他说为了陈情，为了请愿而死的，太可耻了！
