file	paragraph	line_start	line_end	char_count	score	snippet
003.一网成擒，笑话伺候.txt	2	3	3	126	8	林肯总统开国务会议时，总是先说个笑话，使大家放轻松。李敖写书也如此。以什么“哀思录”为书名的书，总不能先哭哭啼啼。谈到笑话，一定涉及人，虽然立法院里我因交友不慎而所交非人者多，但也有足资醒世解颐者，除分别写出散见此书者外，先就一网成擒者一打，抽样如下：
003.一网成擒，笑话伺候.txt	3	5	5	209	3	一、钟荣吉。是副院长，资历完整，他做过监察委员、国民党中央社会工作会主任、国民党台湾省党部主任委员、国民党副秘书长、行政院政务委员、亲民党秘书长。他的办公厅在我楼上。在得知我嫌楼下洗手间人多、老是偷偷上楼用他的洗手间的时候，特别贴了条子欢迎我，其细腻有如此者。有一次我在议场公然用拐杖敲桌大骂“你和你的王金平”的时候，他脾气真好，响应说：“李委员息怒。”台湾蔬...
003.一网成擒，笑话伺候.txt	4	7	7	269	3	二、吴成典。金门人，曾任新党副秘书长。我早在代表新党选所谓总统时就认识他，非常好的一个人。他一直鼓动我“小三通”去厦门。他听说厦门大学给出两个终身级的名誉教授，一个给我，一个给李远哲，更鼓动我“小三通”。他知道我不喜欢坐飞机，乃说包在他身上，一路坐船到厦门，且愿全程陪同。我说：“上次去北京，陈文茜问我怎么克服怕坐飞机的，我说一上飞机就东张西望，找个漂亮的空中...
003.一网成擒，笑话伺候.txt	5	9	9	150	4	三、吴育升。曾任台北市政府发言人、台北市新闻处处长，是小马哥的大将，为人谦和，对李大师尤其谦和。口才好，第一高票当选立委时，感动得哭起来了。他嘴巴很甜。我对他说：“李庆元评估我到文山区选立委，赖士葆可拿14万票，李敖可拿1万票。”吴育升听了直摇头，然后很神秘地告诉我：“你李大师可拿2万票。”他真甜。
003.一网成擒，笑话伺候.txt	6	11	11	175	3	四、江丙坤。曾任经济部部长、经建会主任委员、财团法人政策研究基金会副董事长兼执行长、立法院副院长、国民党副主席。不分区立委中，顾崇廉死后，他年纪最大；区域立委中，我年纪最大。他是立法院中唯一年纪大于我的。我跟他说：“跟我们同年龄、1935年出生的，有一个老妖怪，叫蔡同荣，还割双眼皮呢，你要不要割？”他逊谢而去，此公属老贼级，极能干，国民党之循吏也。
003.一网成擒，笑话伺候.txt	8	15	15	191	4	六、柯俊雄。电影皇帝，最佳男主角，最会演戏。在立法院坐我旁边，本来老友，更熟上加熟。两人可以说粗话、骂大街。表决时，我懒得动，由他代我按按钮。有时给他一点问政资料，像杜正胜儿子的兵役问题等等，都是我告诉他的。此公对人类表情观察入微。我问他演曹操谁演得好，他说他演得好。我问为什么，他说内地演员演舞台剧出身，眼神赶不上演电影出身的他。其言甚逗。这老×长得相貌堂堂...
003.一网成擒，笑话伺候.txt	9	17	17	393	4	七、曾永权。曾任国民党中央政策会执行长、立法院国民党工作会主任、立法院交通委员会召集委员、预算委员会召集委员、立法院国民党团书记长。王金平第一次请我吃饭时他在座，陈文茜跟我说，要通过什么事得找曾永权。文茜即席开他玩笑，曾永权不以为忤。他后来来过几次电话，都盼望我在投票时帮帮他。我在程序委员会喷瓦斯赶他们出场，国民党党员兼新党党员雷倩伙同民进党林姓小卒想开铡于...
003.一网成擒，笑话伺候.txt	10	19	19	88	4	八、林益世。陈文茜跟我说，她“做立委时，坐在最后一排，常常收到林益世送吃的东西”。如今我也坐在最后一排，林益世没送吃的来，反倒吃了我，他送了喜帖。我乃秀才人情纸半张，题诗如下：
003.一网成擒，笑话伺候.txt	15	29	29	89	3	因为国民党选青年团头子时，林益世大胜周守训（或说林益世大败周守训），故我戏言“哭得哇哇哇”，其实并无哇哇之事。林益世忠厚老实，只是太胖了。林益世瞄了更胖的颜清标后，一定瞪我一眼。
003.一网成擒，笑话伺候.txt	20	39	39	56	3	以上随手写“一网成擒，笑话伺候”一打。还有更精彩的，从高金素梅“裸照”到李纪珠“裸奔”，分藏此书某处，你去找吧。
