file	paragraph	line_start	line_end	char_count	score	snippet
001.李敖五十年表.txt	2	3	3	395	3	根据《李氏宗谱》，我的远籍是云南乌撒，据《元史·地理志》：“乌撒者，蛮名也。所辖乌撒、乌蒙等六部。后乌蛮之裔，尽得其地，因取远祖乌撒为部名。至元十一年始附，十三年立乌撒路。”乌撒路包括现在云南镇雄县和贵州威宁县；到了明朝，改为乌撒卫，就是现在的威宁县。《李氏宗谱》上说是明太祖洪武年间迁到山东潍县的。洪武十四年（1381年）秋天明太祖曾派傅友德为征南将军，带兵...
001.李敖五十年表.txt	4	7	7	251	5	爷爷李凤亭，是文盲。约生在清同治元年（1862）前后。他小时候，赶上荒年，跟着母亲去做乞丐。一天碰到狗来咬，他母亲怕他被咬到，就用身体保护他，母亲却被咬致死。他流浪一阵，无以维生，就替“下关东”的人赶马车，也去“下关东”。“下关东”就是偷渡到东北垦荒。爷爷活了八十三岁，其中有六十年在东北度过，他一生，充满了行动与传奇。他做过赶马车的、工人、农民、打更的、看坟...
001.李敖五十年表.txt	30	59	59	186	3	1955（民国四十四年）二十岁。4月27日，父亲去世，面对两、三千人的送葬场面，特立独行，改革丧礼，“虽千万人，吾往矣！”6月27日，自动退学，重考入台湾大学历史学系一年级。实行“大学生同居”，小女生叫君若。但是因为太穷，且坚持不信基督教，为女方全家所排斥。君若的妈妈说：“你将来阔到了做总统，我们也不上你门；你将来穷得讨了饭，讨到我们家门口，请你多走一步！”...
001.李敖五十年表.txt	47	93	93	86	3	1971（民国六十年）三十六岁。软禁、跟踪至3月19日晚上被捕。由保安处处长吴彰炯少将主持刑求，在不见天日的保安处，住了近一年。我被捕后，《纽约时报》等刊出照片，详细报导。
001.李敖五十年表.txt	52	103	103	271	4	1976（民国六十五年）四十一岁。仁爱教育实验所每周请教授一名来“洗脑”，我旁若无人，一言不发。11月19日服刑期满，无保出狱（我说不愿连累朋友保我出狱，如因没有保人而不放人，我愿继续坐牢）。在我未出狱前，国民党派我的老师吴俊才与我洽商，我指陈在叛乱案外，另以杠上开花的背信冤狱整我、判我一年的不当，经吴俊才查明确是冤狱，乃透过协调，以“不执行”解决。吴俊才相...
001.李敖五十年表.txt	53	105	105	191	6	1977（民国六十六年）四十二岁。与（Martha）同居。做土木包工。坚辞国际关系研究中心职务，主任蔡维屏不肯放人。我感觉是：“那次短暂的‘副研究员’，就好象一个人上街买菜，突然被抓去当兵，他一有机会，必然要开小差，还回去买菜一样。”最后，“在中心我待了十三个月，但是全部上班的时间，不到十三个小时。不但拒绝研究，也拒绝讨论、拒绝听演讲会、拒绝签到、拒绝请领书...
001.李敖五十年表.txt	54	107	107	93	4	1978（民国六十七年）四十三岁。做土木包工。吴俊才自萨尔瓦多返台，亲到我家，同意我辞职，但邀我去《中央日报》任主笔，再准备接任总主笔，我笑着说：“我不会给国民党做打手的，谢谢老师啦！”
001.李敖五十年表.txt	57	113	113	188	3	1980（民国六十九年）四十五岁。出版《李敖全集》。5月6日与胡茵梦结婚。为替萧孟能太太抱不平等，被萧孟能控告。胡茵梦受国民党唆使，做斗李敖秀，我在8月28日通知胡茵梦离婚。胡茵梦一方面招待记者宣告她对李敖的恨，一方面离婚第二天向李敖哭着诉说她的爱；一方面作证头一天告诉我报上登她骂李敖的话是乱写的、很没有斟酌的、太过分的，一方面作伪证时，又照旧太过分的很没有...
001.李敖五十年表.txt	58	115	115	948	7	1981（民国七十年）四十六岁。8月10日再度入狱。入狱前我写道：“首先是舆论对我的封锁，《中国时报》的高信疆，终于受到压力，要他在国民党全会期中，停刊我的文字一星期。于是，在‘美丽岛事件’前四天，我写信向高信疆辞去专栏，一方面多谢他‘这半年来对我的道义支持’，一方面抗议某方面，‘直接间接扼杀异己的言论，究竟要闹到什么地步才同归于尽？’”“舆论封锁以后，接着...
001.李敖五十年表.txt	59	117	117	278	3	1982（民国七十一年）四十七岁。入狱后即开始每月出版一册《李敖千秋评论丛书》，至今不断。2月10日出狱，发表有关司法黑暗、监狱黑暗文字，并陆续为许多冤狱抱不平，引起行政院院会、中外舆论、电视、立法院以及被迫害者的重视。在国民党立委温士源疾呼阻止李敖英雄形象流传后一周，新竹少年监狱即发生空前大暴动。出狱后大量为党外杂志写文章，公论所在，蔚为重镇。“匹夫而为百...
001.李敖五十年表.txt	61	121	121	496	3	1984（民国七十三年）四十九岁。继续出版《李敖千秋评论丛书》（其中第一期、第十一期、第十六期、第二十二期、第二十六期、第二十七期、第二十八期、第三十二期、第三十四期、第三十六期、第三十八期、第三十九期均遭查禁）。1月起，又加出《万岁评论丛书》（其中第三期、第四期、第五期、第八期、第九期、第十期、第十一期、第十二期均遭查禁）。每月一册，与千秋评论错开出版，等...
001.李敖五十年表.txt	62	123	123	176	3	1985（民国七十四年）五十岁。最高法院平反四年前冤狱。继续出版《李敖千秋评论丛书》（其中第四十期被查禁）和《万岁评论丛书》（其中第十三期、第十四期、第十五期、第十六期、第十七期均遭查禁），在国民党疯狂查禁政策下，事实上，连残余的没禁的，也难以正常上市。警察、特工之流威胁售书小贩说：“反正凡是有李敖两个字的书就不要卖！”所以处境是苦撑待变，备极艰辛。
001.李敖五十年表.txt	63	125	125	605	6	1月15日，回信给潘毓刚，我说：“这么多年来，我的确十足证明给所有的人看，我是一个‘顽劣份子’，一个被国民党永远无法扑杀的‘獠’。对李敖，国民党除了杀李敖关李敖，无法解决问题，可是杀了关了，制造出来的问题会比解决的更多。”信中我谈到国民党在台湾、在中国，它的真正罪孽，是“‘阻塞’了别人前进，造成了冷空气在上空长时间驻留。国民党的最可恶之处，不在它自己的作恶，...
001.李敖五十年表.txt	66	131	131	150	4	1987年（民国七十六年）五十二岁。出版《蒋介石研究续集》《蒋介石研究三集》《孙中山研究》《李敖自传与回忆》《李敖自传与回忆续集》《坐牢家爸爸给女儿的八十封信》。9月10日出版的《孙中山研究》是李敖96本被查禁之书的最后一本。萧孟能因诬告李敖，第三次被判坐牢六个月后潜逃，成为通缉犯，至死不能回台湾。
001.李敖五十年表.txt	96	191	191	160	3	2017年（民国一〇六年）八十二岁。2月25日，《亚洲周刊》专访李敖。6月9日，在飞页书屋举办了最后一次演讲。6月，李敖写了一封名为《致家人、友人、仇人的告别信》，在信里李敖透露说，“被查出来罹患脑瘤，做完放射性治疗，每天要吃六粒类固醇，身体里面变得像一个战场，又感染二次急性肺炎住院，我很痛苦，好像地狱离我并不远了。”
002.不要只摸李敖一条腿.txt	7	13	13	114	3	■美国《圣路易邮讯报》（St. Louis Post Dispatch）说：三十三岁的李敖是“著名的中国传统批评家”（Well known critic of the Chinese tradition），写的书多被查禁。
002.不要只摸李敖一条腿.txt	8	15	15	140	3	■美国《今日台湾》（Formosa Today）说：三十四岁的李敖带领《文星》成为台湾知识界“唯一生命的火花”（The only spark of life in Taiwan's intellectual world），而李敖则是火花的“点火者”（firebrand ）。
002.不要只摸李敖一条腿.txt	9	17	17	104	3	■《太平洋星条旗报》（Pacific Stars & Stripes）说：三十六岁的李敖是“台湾知名的历史家和作家”（a well known Taiwan historian and writer）。
002.不要只摸李敖一条腿.txt	10	19	19	135	3	■《纽约时报》（The New York Times）刊出李敖照片并专文报导：三十六岁的李敖是“孚众望的年轻作家”（a popular young writer）、“以写讽世文章知名于世”（well known for his satirical essays）。
002.不要只摸李敖一条腿.txt	11	21	21	122	3	■香港《远东经济评论》（The Far Eastern Economic Review）说：三十七岁的李敖是大部分著作都被查禁的“著名的散文家和编者”（the well known essayist and editor），被判十年徒刑。
