file	paragraph	lines	score	markers	text
010.9月28日李敖登陆香港.txt	30	59-59	18	举例|例子|过去|问|他说|骗|骂|打	李敖：我记得过去美国林肯总统在被人骂的满头包的时候，人家问他，你为什么不还嘴，为什么不辩护，为什么不解释？林肯总统说，一件事情如果我做对了，证明他们骂我的话是废话，如果证明我做错了，十个天使出来证明我清白都没有用。再举例子，美国第三任总统杰弗逊被人骂成骗子，被人骂成放高利贷者，可是他从来不辩解，为什么呢？他说为了给我们美国一个榜样，使大家知道什么叫作言论自由，如果我作为总统，动辄反驳，动辄诉诸法律，我就不能够促使美国有言论自由。我再举美国总统罗斯福的例子，他在竞选的时候讲了一句话：you can't beat something with nothing，你不能用一无所有来打败有些东西，有两下子的人不能用一无所有来打败他。所以有人酸溜溜的，或者他很忌妒的，或者他容不得别人好的，我告诉你，可以乐观一点，是没有用的。因为他们是nothing，我是something。
003.9月21日神州文化之旅第三天.txt	39	77-77	17	讲一个|例子|后来|最后|死	李敖：屈原就属于我对政府不满，我“嗝儿”了的典型。我认为那是弱者的表达，现在的人要用清醒的、理性的并且快乐一点的表达。让我最后讲一个例子给大家。王安石做官的时候，他的小女儿在他任上死了。他临走时，划个小船，到坟上给他的小女儿say goodbye。后来写了一首诗“今夜扁舟来诀汝”，今天晚上，我坐了小船来跟你说再见；“此生从此各西东”，从此我们见不到面了，再也回不来了。为什么？回家乡是好难的事情。
003.9月21日神州文化之旅第三天.txt	102	203-203	17	有一个|后来|说：|他说|打|和尚	李敖在法源寺参观了一个多小时。临走前，圣辉方丈请李敖到佛学院礼堂讲话。中国佛学院是以培养僧才为目标的中国高等佛教学校，1956年在法源寺创办，第一任院长是喜饶嘉措大师。来自全国的约150名僧人正在这里研修佛法。圣辉方丈向僧人们介绍说，李敖先生虽然从来没到过法源寺，却用文学家的神来之笔写出了法源寺，所以李敖先生的前世可能是个和尚。李敖一笑，说出的却是一番“无神”言论。他说：原始的佛教与现代的佛教是有冲突的，我今天参观法源寺，看到很多了佛像、很多神，这些东西在宗教史和艺术史上是非常有意义的，但在信仰上，总有一个声音在我脑子里打转。在释迦牟尼时代，佛教里是没有神的，但是发展到后来，佛教变得有神而且是多神。我要说，释迦牟尼不是神，是人！说完，李敖又加了一句，“我扫了大家的兴，可是不扫这个兴，也就不叫我了。”
003.9月21日神州文化之旅第三天.txt	16	31-31	15	故事|最后|说：|死	自由主义的另外一个部分就是我们人民和政府的关系。第一个关系是政府这么坏，我不要活了，我“嗝儿”了。屈原就是，政府不好，我嗝了。（笑声）辛亥革命以前的杨笃生在英国跳海，就是我不要活了。最有名的一个英国的故事，一位英国的议员叫Aster，这个女的跟另外一个议员，有名的丘吉尔吵架。Aster说：“你太可恶了。如果我是你太太，我就弄杯毒药给你。”丘吉尔说：“如果我是你丈夫，这毒药我就喝。”（笑声）意思是：有你这种太太我不要活了。所以，政府跟人民的第一个关系，就是政府太坏了，我“嗝”了，我不要活了。伯夷、叔齐最后饿死在首阳之山，就是“嗝”了。
003.9月21日神州文化之旅第三天.txt	83	165-165	15	有一个|说：|他说|打	子尤得的病是一种罕见的恶性肿瘤。可是，小小年纪，逢此劫难，竟能泰然处之。这种从容、勇敢和强悍，倒颇有李敖之风。不过，子尤评价李大师却是“李敖不是天才，是才子”，因为“天才是不关注外部事务，李敖太关注外部事务了，光打官司就打了好多次”。以爱不爱“打官司”评价“天才”与否，可谓耳目一新。子尤的狷狂也不落李敖之后，他说：“我只是欣赏李敖，不崇拜他。我不随便崇拜人”，“20世纪出生的天才作家里，女的只有一个，张爱玲；男的就是我，子尤。”
003.9月21日神州文化之旅第三天.txt	111	221-221	15	故事|死|写信|康有为	《北京法源寺》中的史事，都以历史考证做底子，它的精确度，远在历史教授们之上（例如张灏写《烈士精神与批判意识》，作者俨然谭嗣同专家，但书中一开头就说谭嗣同活了三十六年，事实上，谭嗣同生在一八六五，死在一八九八，何来三十六年）。在做好历史考证后，尽量删去历史中的伪作（例如根据王照《小航文存》和唐才质《戊戌闻见录》，谭嗣同在狱中，不可能再写信给康、梁），而存真实。不过，为了配合小说的必要，在刀口上，我也留下关键性的可疑文献（例如谭嗣同狱中诗，“去留肝胆两昆仑”的事，我在《历史与人像》中早有考证，但这是历史学的范围，不是小说的范围，在小说中，我另作处理），甚至还有将错就错之处（例如谭嗣同孙子谭训聪写《清谭复生先生嗣同年谱》中说“亲赴法源寺访袁”，但照袁世凯《戊戌日记》，他住的是法华寺。但我为了强调法源寺的故事性，特就年谱将错就错处理）。大体说来，书中史事都尽量与历史符合，历史以外，当然有大量本着历史背景而出来的小说情节，但小说情节也时时与史事挂钩，其精确度，别有奇趣（例如书中描写谭嗣同看到的日本公使馆“那一大排方形木窗”，事实上，是我根据一九〇〇年的一张日本公使馆的照片做蓝本写出来的。又如整个有关法源寺的现状，是许以祺亲在北京为我照相画图的；有关袁崇焕坟墓资料，是潘君密托北京作家出版社李荣胜代我找的；有关康有为、谭嗣同故居现状，是陈兆基亲自代我查访的……）。清朝史学家说“中有苦心而不能显”“中有调剂而人不知”，大率类此。
005.9月23日神州文化之旅第五天.txt	24	47-47	15	故事|有一个|过去|她说|抓|死	政治家的眼光和老百姓是不一致的。老百姓是不了解的，是抱怨的，是愤怒的。过去很穷困的时候，很多人从广州游泳到香港。有一个悲惨的故事：一对青年男女一起游泳，往香港游，游了一半，男朋友淹死了，这个女孩子抓住男朋友的尸体继续往前游，她说我们死也要死在自由的地方。这个故事被外面人大肆宣传，我们平心静气地想，一对穷乡僻壤的小夫妻，为了他们能够过好一点的生活，能够穿一双袜子，他们跑了，是可以原谅的，是人之常情，我们不能用“不爱国”三个字抹煞一切。可是我们现在知道，自由不在外面，自由在我们眼前，经过我们的努力自由会实现，为什么我们要跑？
005.9月23日神州文化之旅第五天.txt	40	79-79	15	故事|有一次|当年|问|死	李敖：你把我谈的太小了。我觉得政治问题太小了，政治真的是一时的，可是文化是永久的。我在台湾做大学生的时候，有一次碰到当年南开大学的教授，也是近代史的一个著名的学者叫蒋廷黻，他提到一个问题，汉武帝伟大还是司马迁伟大？结论是司马迁伟大。汉武虽然折腾了一辈子，不可一世，可是死了以后什么都没有，司马迁和他的《史记》和他悲惨人生故事一直流传到今天。
006.9月24日李敖做客凤凰网（聊天节选）.txt	117	233-233	15	故事|有一个|当年|说：|他说	李敖：很难说。当年陈寅恪给他的表兄讲了一个故事，他幼年时去见历史学家夏曾佑，那位老人对他说：“你能读外国书，很好；我只能读中国书，都读完了，没得读了。”他当时很惊讶，以为那位学者老糊涂了。等到自己也老了时，他才觉得那话有点道理。中国书有十万种怎么看完呢？中国书有一个主轴，中国文化有一个主轴，就是孔孟文化。除了主轴以外，还有儒家的、道家的，其余的许多都是千篇一律。所以看一本就等于看了很多本。
010.9月28日李敖登陆香港.txt	27	53-53	15	有一个|过去|问|答|胡适	李敖：我大概从13-14岁开始，我的人生观就不是独善其身，一直闹到今天，我先向你报告这一点。所以我认为不独善其身是中国知识分子的了不起的精神，就是我们所谓的“先天下之忧而忧，后天下之乐而乐”。现在我告诉大家，世界改变了，我们不但先天下之忧而忧，甚至不可能后天下之乐而乐，因为我们还充满了忧郁。我给大家一个样板是说我们不必忧郁，告诉大家，知识分子不是弱者。我记得过去胡适先生在台湾的时候，当时有一个杂志叫作《自由中国》，是雷震先生办的，当时发生一个冲突，就是《自由中国》的大将殷海光先生质问了胡先生，说你劝我们知识分子容忍，为什么你不去劝那些有刀有枪的，那些有财有势的？为什么不劝这些有权有势的人，来劝我们？胡先生回答的是说，别忘了，我们也是有权有势的人。只是我们有知识能力，我们的本领不建筑在刀光剑影上面，也不建筑在金光闪闪上面，我们是建筑在人类的良知上面，不要忽略了我们也是有权有势的人，中国的知识分子是有权有势的人，大家不要妄自菲薄。
