file	paragraph	score	markers	text
006.20090808独坐孤岛·创格完人.txt	19	14	故事|说	我们再看看整个的李敖的在十年以前的著作，大家看看，我十年以前的著作，就排成一排就四十本了，《李敖大全集》，我今后的著作要以我过去没有做的事情为主。我过去写的著作，登峰造极的就是这本去年四月二十五号出版的《虚拟的十七岁》，我这里面还特别写了一段话，我说：快速写完这本书，为了刘长乐。为了显示给这位好朋友，李敖逃出凤凰电视，2007到2008做了些什么。就写了这本小说，这是我很得意的一本小说，融合了现代的科技，不是一个墨守成规的小说。可是这个小说里面，我在写作过程里面，我有一个重要的模特儿，十七岁。我给大家看看她的照片，就是这个女孩子，十七岁。她的彩色照片请看，十七岁我的模特儿，大家再看这也是另外一张，十七岁的我的模特儿，另外一张，十七岁我的模特儿。为这本《虚拟的十七岁》，我写了一段广告词，我念一段给大家听：《虚拟的十七岁》的成功，有两个大半面，一个是“半戏剧面”，一个是“半修辞面”，除了故事奇宕、思想纵横以外，它用颠覆性的写作体例，把多种文体交错其间、穿插而过，或札记、或散文、或对白、或诗句，在在都以缤纷四出的表达方式，行云流水，不拘旧格。对写过一百多本书的李敖说来，它也是创意性、革命性的著作。性好革命的他，这回，七十开外，可革了他自己的命。他真放得开呢。入乎其内，故有低迴；出于其外，故有高致。读此书者，或不足以知李敖，但应自知喜得秘籍奇珍之乐，所费区区美金二十元，太值得了。
001.20090803惨绿少年·初抵台湾.txt	13	13	故事|有一天|说	两个故事告诉了大家，我是过得多么艰苦的一个生活，我在中学留下一张照片，就是在台中公园的一张照片，请看当年的台中一中老师，中间坐的是校长金树荣，我们叫他金乌龟，旁边坐的就是国文科主任李鼎彝，就是我爸爸，这边坐了一个年轻的老师叫做严侨，我的数学老师，后面站了一位黄钟，也是我的数学老师。黄钟是优秀的数学老师，他要留在大陆做共产党的，可是他爸爸给他压力，要他到台湾来帮着一起养家。所以，他很年轻的时候，就病死了。他死的时候，我正好在他身边，在他生病的过程里面，有一天晚上，我的另一位数学老师，就是严侨，他跟我一起从医院出来，他跟我说，李敖，你注意，可是不要回头看，有蓝色的人在跟踪我，就是说有国民党的特务在跟踪他。我们到他家里以后，严老师就喝酒，喝酒以后，他就告诉我一个秘密，原来他是共产党。
002.20090804狂妄青年·崭露头角.txt	13	13	故事|最后|说	我最后写过一首诗叫做《老兵》：“老兵永远不死，他是一个苦神。他一生水来火去，轮不到一抔土坟。他无人代办后事，也无心回首前尘，他输光全部历史，也丢掉所有亲人。他没有今天夜里，也没有明天早晨，更没有勋章可挂，只有着满身弹痕。”老兵除了满身弹痕以外，还每个人有着他们个人凄惨的故事，这个凄惨的故事又跟这些不幸沦为军中乐园妓女的妓女们互相呼应。我们才看出中国民间的这个疾苦，对他们说起来，什么国家、什么民族、什么主义、什么领袖、什么信仰，通通狗屁！只要能够改善他们的非人待遇，他们宁愿过他们自己的一个生活。所以我才知道纵贯线上的、铁路线上的理论，谈自由，谈民主，谈人权，谈正义，都是假的。真正的真相要靠我李敖这样子明察暗访，这样很细腻地，把他们的痛苦真正的发觉出来，这就是我李敖的大功德。
003.20090805文星之火·火首燎原.txt	40	13	故事|后来|说	我在被地下抓起来，在台北市博爱路警备总部保安处的看守所，当时那个所长叫做罗永黎。事后我选所谓“总统”的时候，他在群众里面递了一张名片给我，罗永黎，他是南京人。他告诉我一个故事，他说他就是神仙老虎狗，我说什么叫做神仙老虎狗？他说我一回家抱着我的老婆，我就是神仙；我看到囚犯犯人，我就是老虎；我看到长官我就是狗。所以他说他是神仙老虎狗，后来他死掉了。
003.20090805文星之火·火首燎原.txt	41	13	故事|问|说	这就是第一次我在监狱坐牢的时候，我在坐牢以前，曾经被审问过，被审问的时候，有一个刑罚，就是夹你的手指，手指就是拿出三支钢珠笔，原子笔，台湾叫原子笔。夹在你的左手，然后抓住我的右手，再握我的左手，用我右手的力量，握住左手。那个痛苦，人家说十指连心，这个痛苦是一般人想不到的，看起来是个小的刑求，可是它的疼痛，是直达你的内心。我们看《老残游记》里面的故事，就这种刑人家就受不了了，是种很残忍的刑。
004.20090806隐居谈情·东山再起.txt	9	13	笑话|最后|说	讲起来有些笑话，可是呢，这些笑话里面严格说起来，都带着泪水。我坐牢出来以后，有人认为我一定会东山再起，再写文章，重新回到文坛，远景出版社的沈登恩他最有眼光，他一再找我，到我家里来，我不肯见他。三顾茅庐来见我，最后我同意给他出了一本书，就是《独白下的传统》。我的第一本书被查禁，叫做《传统下的独白》，现在我说书名翻身了，改成了《独白下的传统》，可是我人没有翻身。
006.20090808独坐孤岛·创格完人.txt	8	12	故事|说	所以今天，蒋介石虽然统治台湾二十六年以后死了，可是他留下来的贻害遗毒到今天没有停止。这个政权三大特色，一个就是卖国的，第二个是媚美的，第三个是拦路的，让别人不能走路就是拦路。马英九曾经来看过我，在我的书房里面，我和马英九。马英九是一个在蒋家坟前下跪的人，蒋家坟前磕头的人，是我不能够理解的。马英九亲笔写了一段故事，就说当年蒋经国接见洋报人的时候，透露了一个消息，说是中华民国要解除戒严了，要开放探亲了。马英九亲笔写的，马英九写的，马英九说亲笔译为英文，当时觉得好像有一股电流通过我的身体，我告诉自己这一刻终于来临了，我们正在改写历史。我不能接受马英九对蒋经国宣布解严，宣布开放探亲，这个反应，通电的反应。我们政治犯在监狱里面被刑求的时候，就要摇电话，就给你浑身通电，那也是像马英九一样，我们身上也经过电流。可是那个电流过来的时候，我们的眼泪会出来，鼻涕会出来，小便都会出来，大便也会出来，浑身通电的时候，我们觉得连文天祥、史可法可能都受不了。我们的通电感觉是这个样子的，跟马英九是不一样的。
004.20090806隐居谈情·东山再起.txt	26	11	说	这个封面的像还隐约之间用了她的照片，这就是这本书，《上山·上山·爱》，是我在《北京法源寺》以外，写的一本长编小说。我的书都是由张坤山偷偷印的，所以到今天我还感谢，我的好朋友张坤山先生。
006.20090808独坐孤岛·创格完人.txt	22	11	有趣|忽然|结果|后来|问	我在“真相新闻网”前后做了一千多集的电视节目，奠下我在电视界的雄风，周荃因此倾家荡产。我直到今天还感念周荃。在公元2000年，我曾经参加了所谓的台湾“总统”选举，选举伪“总统”。开票那天我得到个讯息，那个时候我的小儿子李戡，他跟我在一起看开票。他发现别人的票都比他爸爸多，他越看越气，于是乎他忽然拿出张纸、拿了个原子笔，就写下一行字，我把它保存到今天。大家看看：他写宋，宋楚瑜0票；连，连战0票；许，许信良0票；陈，陈水扁0票；李，他爸爸，是354378943。换句话呢，我已经三亿多票了，这是小孩子的一个有趣的反应，可是他给我一个启示，上亿的人口在什么地方啊？在海峡对岸，在中国大陆，在我的祖国所在的地方。真应该我的市场、我的影响力不是在台湾岛上，而是在海峡对岸。我儿子还画了一幅画，当时画的，你看看，他还是万人拥护，他爸爸像海盗一样站在这里。我们可以看到小孩子的那一面。现在我的儿子长大了，我们在画面里面可以看到他高中二年级的一个优秀的学生。后来我的好朋友王祥基，他在香港谈判，终于有一个人使我能够脱离台湾的电视界，能够进军祖国了。所以在2004年3月7号出的消息就是，李敖加盟凤凰电视，节目明天首播，谈论台湾大选。这是2004年3月7号的报纸，请大家注意，大陆极力要看到，台湾三月二十号开票选举结果，所以在三月八号，我在凤凰电视就开播了。同时我接受我的好朋友，邱立本《亚洲周刊》的访问。我预言，“李敖预测选情，陈水扁可能险胜”，我预测怎么样？这么准确，能够预测陈水扁可能险胜，结果就发生了两颗子弹的案子，果然他险胜。证明什么？证明我对台湾的了解超乎常人。
003.20090805文星之火·火首燎原.txt	44	10	故事|说	这就是历史的故事，讲到我在监狱里第一次坐牢的情况，那个时间我一共坐了七年四个月的牢，其中包括十四个月的软禁。我出狱的时候正好是1976年，正好就是大陆文革结束那一年，所以1976年往前算十四年，我都过得是我个人的被文革的生活。大陆在天翻地覆的文革，我个人一连十四年，在文革的同一个时间，也遭遇到迫害。什么是坐牢？对我说起来，就是比牛棚还残忍的一个监狱，我所坐的牢比牛棚还牛棚，这就是我第一次坐牢的经验。
