file	paragraph	lines	score	markers	text
049.2000年9月5日.txt	7	13-13	21	故事|问|答|拒绝|死|写信|李远哲	（四）中央研究院原分所在李远哲主事下成立后，李远哲在1989年12月19日有信给清华校长刘兆玄和原分所主任张昭鼎，说“望您两位能够设法帮助王博士”，算是介绍的八行书，但一般写八行书的规矩，受信人或答应信中要求，或婉为拒绝，都要回音与回信。但此事却“石沉大海”，这是很可疑的，令人怀疑他们根本是“套招”。——刘兆玄以清华校长身份、张昭鼎以中研院原分所主任身份，岂会对李远哲如此不礼貌，连信都不回？而李远哲看到“石沉大海”，如真心为恩师谋职，又岂能若无其事，照样事后与他们“言笑晏晏”？这通吗？何况1989年八行书告吹后，他为什么不再另外替恩师想想办法、另谋出路？而任恩师流落至今？我又分析：吴稚晖死后，曾流传出这样一个故事：一天，蒋经国收到吴稚晖的一封信，说：我的一个朋友有事要我写信向你关说，如我不写，他就没完没了，故只好写了那封信。但那封信是“假”的，你不要信，请你还是公事公办好了。看到李远哲、刘兆玄、张昭鼎他们的作风，我竟忍不住老是想到这个故事。今天李远哲弟弟说：“各机关的聘人有一定的体制与要求，李院长的不愿破坏体制，竟被李敖说成是‘忘恩负义’”云云，现在八行书曝光了，请问这算不算“破坏体制”？何况，以王企祥的学术成就，去原分所就破坏了“机关聘人”的“体制及要求”了吗？看看今天在原分所的学者们，有几个比王企祥高明？
038.2000年8月21日.txt	31	61-61	15	故事|例子|后来|问	其中一个较不为人知，却可深刻见出他影响力的例子，是他与一位国际级学者间的故事。浦先生因常在课余返台策进科学合作、科学生根活动，在机场几次碰到这位却是每次必去中国大陆的学者。这位学者不禁好奇，问道：“我自己是本省人，都不回台湾了，你是外省人，怎么反倒老跑回去？台湾那么小，那么落后，有什么好发展的？”浦先生笑道：“那是我们生长的地方啊！而且台湾进步了不少，也需要我们的帮助，你不妨也回去看看吧！”后来果然由于浦先生多次的引导，使得这位学者回到自己的家乡服务了。这件事反映了几个层面：一是浦先生没有当时海外知识分子常有的左倾盲动和不实幻想；二是浦先生一贯“为所当为”、“虽千万人吾往矣”的精神便由此展露；三是他无时不在为国延揽良才；四是由于他的带头示范，引致了人才的回流。
069.2000年10月3日.txt	5	9-9	15	故事|问|孔子|巫咒	最近看到电视与报上等媒体谈论“怪力乱神”的现象，一味炮口对准电视节目为了收视率大搞鬼怪故事，笔者不否认对少数无知的小孩可能产生负面的影响，但试问多少人能了解“怪力乱神”的词意呢？他是孔子的名言，但孔子讲此话的真正用意是警示后世之炎黄子孙不要以邪咒巫术之鬼怪力量来扰乱人们的神灵。如今后代子孙不了解邪术害人的可怕程度，无法去解开巫咒邪术的神秘面纱，电视上所演有关邪法害人的社会档案应可提供国人一些有关这方面的常识。巫咒邪术为害世间千真万确的事实，笔者因亲身受其害对此了解较深刻。看这些学者专家不知深入探讨了解，反而处处用科学眼光藐视灵异事件的存在（三度空间以上的世界，肉眼凡夫看不见，只能凭感受觉知其存在的力量），就因其没实据可查，才让邪心之士藉鬼怪力量害人敛财而肆无忌惮。世人不察其缘由，反而助纣为虐，把孔子的教诲颠倒其意、枉加评断。
087.2000年10月27日.txt	15	29-29	15	例子|杀|动物农庄|奥威尔	乔治·奥威尔在《动物农庄》中最伟大的成就，是他把革命成功以后，恶棍篡夺革命，暗杀同志、诛杀同志、奴役同志的情况，描写得传神入画，简明动人。我在《李语录》第三十四则中写《革命的开始与结束》，我说：“革命常常以良币代替劣币开始，以劣币驱逐良币结束。是新劣币代替了旧劣币，是良币的永被驱逐。”我这段话，验证古今中外的革命史，尤其是国民党的历史、国民党中恶棍篡夺革命的历史，都是例子斑斑的。稍知史实的人，都不难“多多体会”。
006.2000年7月6日.txt	5	9-9	14	寓言|问|骂	从“上下文”看，以乌龟为喻，是“伊索寓言”式的比喻，岂能胶柱鼓瑟，硬说乌龟就是老婆偷人的男人？陶渊明说“好读书，不求甚解”，“甚解”就是过份的解释，是不对的。又如说李敖骂他“小人”，其实原文是“男子汉的气概”和“小人的动作”两者之间期勉他要有前者的气概，一断章取义，就简化成“小人”了，殊不知要骂你“小人”，直接就骂了，还需要“呼吁张俊宏”“要有那种男子汉的气概”吗？张俊宏委由律师来信，中有“此与本人所认识之讲义气重情谊之李敖大哥”有“十万八千里”之差，其实“讲义气重情谊之李敖大哥”依然故他，只是张俊宏小老弟出了问题而已。
015.2000年7月19日.txt	7	13-13	14	有一次|骂|杀|死|李远哲	研究院前些时发生卢姓司机杀死周姓司机的事件，起因是李远哲还未当院长时，有一次回台湾参加院士会议，一位苏姓司机帮他开车，结果苏司机虚报大量汽车油料费用。卢司机是一位正直、嫉恶如仇且年年考绩甲等的人。他去政风室阎主任处检举，政风室调查发现确有其事，就会同总务组请苏司机解释，苏司机哑口无言，政风室给苏司机两条路走：一是自请辞职，二是按法来办。结果苏司机选择辞职。没想到李远哲会来当院长，苏司机有一天去找李远哲说想回研究院开车，李远哲请总务组找一个缺给他，政风室阎主任向李院长解释不可以再任用苏司机。结果李远哲非常生气，坚持让苏司机回院来开车。从此开始打压阎主任，李院长居然在高层开会时说建议裁撤政风室。从这你就知道李远哲屁都不通。再说苏司机你就乖乖上班吧，结果不然，苏司机在驾驶班一见到卢司机就指桑骂槐，冷言冷语骂街逼得卢司机无法正常工作。就发生卢司机杀人事件。本来卢司机要杀苏司机和总务组杨重信主任，他们运气好中午不在办公室。其实苏司机回来后变得很老大，经常找不到人，因为自以为有靠山李远哲。有趣的是，杀人事件发生后，没有任何人受到处分。不像军史馆杀人事件多少星星及梅花落地，也不像警官喝酒撞死人一堆人受连坐处分。虽然有人检举到监察院，结果“蚊子”院一声屁响都没有。难道诺贝尔奖就等于青天白日勋章吗？所以研究院流行一句话，杀人都没事，我犯小错你也不敢处分我。
038.2000年8月21日.txt	32	63-63	14	例子|有一次|问	与浦先生接触过的人，除了深感他的为人正直，热情毅力与言词风趣外，恐怕最要佩服的就是他的行政能力了。他的行政手腕圆熟，常以巧妙的手法四两拨千斤，“两岸猿声啼不住，轻舟已过万重山”。其例之一是十余年前，他邀“氢弹之父”泰勒（E. Teller）访台，演讲题目为《基础科学与应用科学间的关系》。其目的是藉泰勒先生之威名，以及他在基础及应用科学上都卓有贡献的身份，告诉主持大计的衮衮诸公：只重近利，不顾根本的结果，会是两者俱失。另一例子是，他有一次到某校访问前，即听说某教授学问甚好，取其论文阅之果然，又耳闻他因个性内向，所做研究又无关乎应用，是以颇受冷落。于是他在到达该校前，以电话连络校方，谓某教授为他素识，希望于校长晚宴之上相晤。是日该教授果至，浦先生虽不识其人，但察言辨貌，立即趋前，引领该教授与其邻座畅谈。果然，次日该校校长立即派人前往某教授研究室，询其研究是否需要帮助、研究室是否过于狭隘？
069.2000年10月3日.txt	3	5-5	14	故事|杀|死|阿难|摩登伽女	总之，佛教经典亦有记载邪咒害人的故事，楞严经的起说因由是由释迦摩尼佛因堂弟阿难尊者（长相出众），一日独自出去托钵，经过长期暗恋他的摩登伽女家门前，其母亲知女儿患相思病即施比迦罗梵天淫咒迷引阿难尊者进入淫室，给其女儿机会触摸阿难身体，让他差点失身，当时佛以神通得知阿难遭淫咒幻术，即遣文殊师利菩萨持楞严咒以神足通火速前往淫室解除魔咒，再押解阿难尊者与摩登伽女回去见佛，佛即借机开讲楞严经，其明述修行者在修行过程中的诸多魔障，原因在于天魔（天上的邪神）不愿让众生依佛所教之方法修行，了脱生死（脱出六道轮回），让灵识升入净土之佛国度，继续修行至定力够，不会退转时再回归这污浊世间度有情众生（俗称倒驾慈航），因修行者定慧功力深即能脱离魔界的控制（普通人无法抵挡，被耍弄了，心变邪了都不知道）。为此佛在此经中特述四大清明诲之方针，特别警示佛弟子不起杀、盗、淫、妄之贪瞋私利心才能永保心术纯正，不堕贪瞋痴爱的陷阱，如此才能敌得过层层魔法考验，以正直清净之心证道，永保慈悲平等的真心自度度人，生生世世直到成佛功德圆满。
062.2000年9月22日.txt	58	115-115	13	笑话|答	我说官僚主任委员黄石城以下云云，其实一点也没说错，看了这件所谓“答辩书”，其实理由部分全部照抄“处分书”，并且还粗心抄错了。例如三之（一）中“本法第7条第2项既明定公职候选人准用规范公职人员之规定”云云，其实“第7条”从无此种规定，而是“第2条”才有此种规定，官僚主任委员黄石城以下官僚作业都做得如此敷衍草率，自己抄自己都抄出错误，岂不是大笑话吗？
005.2000年7月5日.txt	9	17-17	12	例子|过去|问	今天上午我的老朋友、老难友、小学弟——张俊宏，他们到了环球电视台说明天可以发薪水，不过呢！薪水是选择性的发放，就是他们查一些帐，就是过去在董事长吴子嘉任内发的一些薪水，他们不愿意再给了，我举个例子，像民进党的立法委员许荣淑，她曾经在台里面领一笔津贴，什么原因呢？她是个顾问，可是她的丈夫张俊宏今天来了以后，他们就不再把这个钱给这位被他遗弃了的可怜的女士，这位在张俊宏坐牢时候，受苦受难在外面营救他、支援他，给他送牢饭的糟糠夫妻，糟糠夫人，这个钱就被冻结了。
