file	paragraph	lines	score	markers	text
001.没有窗，哪有“窗外”？.txt	106	211-211	19	故事|有一天|结果|说|抓	他们师生相恋的发生，就江雁容来说，有如一位被放逐到一个无人孤岛上的罪犯，有一天突然邂逅到一位难友，他们相遇之后，一经相诉困境，就马上惺惺相惜的“情”投而“意”合起来。在江雁容方面所急于企求的是亟早结束孤岛上的“罪犯”生活，所以对方的任何条件，对她都不在其考虑范围之内，她只是急要抓住一样东西能渡出孤岛深渊。那么，江雁容之恋上康南，恰可以上述情形喻之。所以我认为他们的师生相恋，并无“爱情”的基础：江雁容不过十八九岁，尚不知爱情的本质。基此，我们可以推想到，如果江雁容和康南结婚，必然不会幸福；作者已把她预想到的这个结果，淡烟似的弥漫在故事的气息中了。
018.语出何典，何能不检点.txt	8	15-15	18	故事|说|笑|齐桓公|鲍叔牙|毋忘在莒|田单	可笑的是，自《中央日报》以下，二十六年来，主持宣传的和大学教书的，都把“田单复国”的故事，用来解说“毋忘在莒”，1953年6月24日《中央日报》上，就公然这样带头曲解。殊不知鲍叔牙口中的齐桓公奔莒，是周庄王十一年（公元前686年）的事，而田单复国，却是周赧王三十六年（公元前279年）的事，一个在公元前7世纪，一个在公元前3世纪，两者相差四百零七年。大老爷们张冠李戴，硬把战国的齐国，当成春秋的齐国；战国的莒城，当成春秋的莒城；把田单当成齐桓公；把四百年前鲍叔牙的话，当成四百年后的《烧饼歌》与《推背图》。这种无知、这种妄作、这种荒乎其唐，未免太目中无读书人了！
001.没有窗，哪有“窗外”？.txt	267	542-542	17	故事|小故事|死|琼瑶|斯托夫人|屠格涅夫	作为一个作品有“市场价格”的“作家”，琼瑶应该走出她的小世界，洗心革面，重新努力去做一个小世界外的写作者。她应该知道，这个世界，除了花草月亮和胆怯的爱情以外，还有煤矿中的苦工、有冤狱中的死囚、有整年没有床睡的三轮车夫，和整年睡在床上的要动手术才能接客的小雏妓……她该知道，这些大众的生活与题材，是今日从事文学写作者所应发展的新方向。从事这种题材的写作，它的意义，比一部个人的爱情小故事要大得多。一部斯托夫人的《黑奴吁天录》，可以引起一个南北战争；一部屠格涅夫的《猎人日记》，可以诱发一次农奴解放。真正伟大的文学作品，一定在动脉深处，流动着群众的血液。在思想上，它不代表改革，也会代表反叛。但在琼瑶的作品里，我们完全看不到这些。我们看到的只是私人小世界里的软弱，不但作品本身软弱，它还拐带着人们跟它一起软弱。恰像那英国诗人布雷克所写的：
003.“花落谁家”与“头落谁家”.txt	150	299-299	17	故事|问|说|请|琼瑶|王引	但是，令人不禁要问，既然故事内容与琼瑶的原作相差十万八千里，为什么又硬要套上琼瑶的名字呢？如果说，两万五千元的代价，就是专为琼瑶这个名字来作广告，但请问安良先生，王引当初究竟是向琼瑶买“姓名”呢？还是买“小说”？我想琼瑶再穷也不至于将“姓名”卖给人家，既然当时并不是买卖“姓名”，今天为什么偏不谈“小说”而谈“姓名”，这真是滑天下之大稽，荒世界之大唐了。同时，琼瑶三朵花的主题绝无仇恨，而是写爱，既不灰色，也不畸形，更无不健康之处，王引看不懂原著，还要给作者乱戴帽子，令人是可忍，孰不可忍？
001.没有窗，哪有“窗外”？.txt	314	636-636	16	有一个|问|杀|死|请	三、前些时各报都刊载着一个姓李的父亲，为了要领巨额保险金，连杀二子的兽行。“兔死狐悲，物伤其类”，这种人，连一只狐狸都不如。请问似此野蛮而无人性之行为，能用得上“没有一个父母不喜欢自己的儿女过得很好”这一逻辑否？
001.没有窗，哪有“窗外”？.txt	340	688-688	16	故事|最后|问|说|死	爱情故事不是不该写，要写便该放弃那些“老掉大牙”的落伍的“摸摸手便脸红耳赤”“被他看一眼，便可以回家不吃饭不睡觉想上三天三夜”的陈旧观念，而去做“大胆的爱情”的描写，多刻画灵与肉的人性问题。“肉欲的问题”并非如你所说的“放浪形骸”，而该是你所说的“深刻而严肃”的问题；离开了肉，哪有灵？离开了欲，哪有情？不顾肉欲而只追求灵的爱情，在同性恋者尚不易如此“纯洁”，何况是从亚当、夏娃犯“罪”后生下的子女呢？恋爱的本质便是性的吸引，感情和爱欲不但不是“几乎不能分开”，而是根本分不开的；歌德说：“恋爱是将自己的生命与另一个生命融合在一起。”这融合的力量如果不是借着彻底的做爱，又何能达到融合的境地呢？中国人说“一夜夫妻百日恩”。不经过“夫妻”一番，又何来百日之“恩”呢？（在这里，我并非提倡男女的滥交与做爱，只是想针对你对“爱情”的观念，在它的本质上做一番澄清而已。）灵的追求其最后目的必为肉的结合，就像我们囤积食物的目的不外乎吃它而已，没有人会积满了食粮却宁可饿死而不吃它。当然，也没有为了灵的纯洁，宁可自渎而不肯双方“合作”一下的道理。
003.“花落谁家”与“头落谁家”.txt	60	119-119	16	故事|后来|原来|说|请|琼瑶|王引	谈到《花落谁家》的改编以及拍摄经过，王引说：“六个梦这部小说，原来是琼瑶女士以一万元的代价卖给中影的。六个梦中的故事，有些已经由中影改编拍成电影，有些则放弃，不准备拍片了。三朵花就是一个放弃了的故事。后来，我认为三朵花很好，就向琼瑶女士表示，我想买这个版权。于是，琼瑶找中影的龚弘先生，要回来这个故事。我以五千元的代价向琼瑶女士买来三朵花的摄制版权，然后，我又以两万元作酬劳，请她作这部片子的编剧。”
003.“花落谁家”与“头落谁家”.txt	87	173-173	16	故事|最后|说|杀|死|琼瑶|窗外	“……琼瑶女士是近年来中国文坛上一个受年轻人喜爱的作家，尤其是学生们，对她的小说，几乎是人手一册。她的作品我也读过，什么《窗外》、《烟雨濛濛》、《菟丝花》、《几度夕阳红》、《六个梦》等，这些小说故事是青一色的悲剧，男的是个英俊潇洒，风度翩翩，风流自赏，才气横溢；女的是个貌美如花，多情仙子，活泼热情，性烈如火。男女相识到相爱，由误会而闹翻，经过日夜相思，误会愈结愈深，最后是无限凄凉，在夕阳西照下，在泪眼迷濛中落幕。留给人的是满怀惆怅，消极悲观，甚而想入非非。文学重在‘平凡中求不平凡’，她的小说最大的缺点就是‘太不凡’了。换句话说，离开现实太远，内容描写得太美、太神秘，像雾一般迷住读者的双眼，一切的事物都是朦朦胧胧的，似有若无，摸不着、看不清、虚无缥缈，当读者沉迷于她的小说中，便迷失了自己。这种小说除了戏剧化的浓厚，情节高潮起伏外，套句电影广告，是‘保证绝无冷场’，毫无价值可取（张同学特别指出她的《烟雨濛濛》一书，有助长人与人之间仇恨之嫌；《六个梦》有消沉人的意志之嫌，因限于篇幅，下略）。……文学重在振奋人们的精神，激励人们向上的心志，以爱心来化解仇恨，以人性来消灭兽性；然而，读琼瑶女士《烟雨蒙蒙》和《六个梦》得到的却正是相反。其余故事，篇篇‘精彩’，个个‘传奇’，但结局是一个比一个悲惨！死的死、走的走、自杀的自杀、杀人的杀人！令人茫然面对世界，怀有一种‘怨恨’及‘存疑’的态度，这是人类的大不幸，作者要负全责，她把人看得太不值钱了。”
003.“花落谁家”与“头落谁家”.txt	88	175-175	16	有一次|问|答|说|琼瑶	听说，有一次琼瑶女士出席政大一个文艺座谈会，会中政大同学当面问琼瑶女士：“你现在是名作家了，既然成名了，就应该写一些激励人向上的有深度的作品，为什么老搞男女关系？”琼瑶回到：“因为我只懂男女关系，所以我也只在男女关系之间打转。”妙哉此答！然而她却编造“畸形的男女关系”，影响了多少像江先生所指的“初二到高二这四个年级的学生“的心理健康。
001.没有窗，哪有“窗外”？.txt	141	290-290	15	故事|最后|骗|窗外	在《窗外》里，故事的演变是朝“最后的胜利是属于妈妈的”路线走的，所以这个妈妈也煞是厉害。她曾宣言：“为了救雁容，我可以不择手段，哪怕她恨我！”（第244—245页）所以她的一切作风，也就翻云覆雨、诡计多端。我们试看她的欺骗手段：
001.没有窗，哪有“窗外”？.txt	278	564-564	15	例子|说|抓|窗外	自从李敖批评了《窗外》以后，文坛的闺秀派不嘻嘻了，不露酒窝了！因为李敖抓到了“痒处”，搔到了“不应该搔”的地方。于是有人说：“李敖好坏哟！”《象牙塔外是什么》就是典型的例子。
001.没有窗，哪有“窗外”？.txt	308	624-624	15	故事|说|死|琼瑶	像江雁容的妈妈那种老婆子，我们再试一闭目沉思，便不难想象得出她那一副臃肿、愚蠢，左手叉腰右手倒握鸡毛掸子、怒眉嗔目、口沫横飞的母夜叉嘴脸。她，行为乖谬，思想顽固，发髻上插着一面“家主婆”的杏黄旗，企图以“暴君”的姿态，威临一切。子女在她的面前，不是以独立的人格者而存在，而是以“金丝雀”的身份或经济的利益而存在。自由受不到她的尊重，就因为她的脑子里压根儿没有“自由”这类观念。子女没有发言的权利，就因为她根本不给别人发言的地位。子女的爱（异性）与被（异性所）爱，都要经过她的授权与审查，而她这道铁栅栏，往往就是“鬼门关”。就琼瑶书中的故事来说，康南、江雁容和江雁容的丈夫还算是幸运的，至少还都保住了一口气。不然的话，万一康南被她“嫌”死了、江雁容被她“爱”死了、江雁容的丈夫被她“宠”死了，她损失的是什么呢？两行眼泪、一把鼻涕，如此而已！如此而已！
001.没有窗，哪有“窗外”？.txt	400	808-808	15	故事|说|她说|琼瑶	琼瑶写文章开始于九岁。她说：“那是抗战胜利后，住在上海的事情。”琼瑶似乎沉醉在美丽的回忆里，她说：“我写第一篇只能算是儿童故事的文章，是九岁那年，我记得这篇题名叫《可怜的小青》的文章，发表在当时的上海大公报，这给我鼓励很大，使我对写文章更增加了浓厚的兴趣。”
002.开窗以后.txt	100	199-199	15	有一个|说|笑|窗外	其实，像《窗外》的女主角江雁容一样，每个年轻的女孩都会经历过一段所谓“彷徨的”“强说愁”的阶段，这时候，许多观念和行为都不免幼稚，父母亲基于“爱”而给予帮助与抚慰，使她们在长大的过程中成为一个正常而又纯洁的女孩，虽然，不需要父母亲，年龄和经验一样能帮助她们长大，能使她们觉悟到以往的无知，但有时那会太迟，当我们已能体会出自己的错误时，我们所得到的惩罚实在要比别人所加予的责罚更为痛苦，所支付的代价也更大，做父母的，当然不忍心在孩子长大易犯错的过程中做一个冷酷的旁观者，她们有责任，也有权利对子女加以管教，这是很简单的道理。虽然，有时候，当一个女孩子面临选择时，父母心目中的“乘龙快婿”常是女儿眼中的“伧夫俗子”，然而，对一个未成年的女孩而言，父母基于爱而加以管束，因而引发的行为，无论如何是无可厚非的，没有一个父母不喜欢自己的儿女过得很好，我简直不能想象这个社会里的年轻孩子，如果没有父母的约束会变成什么模样！我说这些，也许李敖先生永远不能明白，因为，他肤浅到不能体念父母的爱心，他笑这种观念是落伍而又落伍，他所谓的落伍是什么？我相信只要是一个有理性、有良知的人永远不能懂得。
