file	paragraph	lines	score	markers	text
008.海隅光销二十年.txt	7	13-13	20	有一个|最后|说|死|求|请|蒋经国|雷震|国民党	殷太太文章中又透露，她想在殷海光死后远走高飞，可是当局不准，经过雷震的点化，“才点出了其中的症结”。雷震说：“殷太太，现在，你要出国，你一定要亲自写一封信给蒋经国。国民党的做法就是这样，希望你求他，你求他，他再放你，这样他就很有面子。”在这一点化下，“雷震就帮我起草稿子，内容大意是说：因为我先生去世了，我想出去换换环境、调整心情。口气要尽量表现我只是一个家庭主妇，对政治没有任何兴趣，出国主要是要让心情好起来，希望“院长”（那时候，蒋经国是“行政院长”）能让我有一个机会，换个环境。”“雷震还教我一定要用毛笔写，并且用中国信纸、中国信封——我十几年没写毛笔字，在我们家里，更找不到中国信纸、信封等东西，殷海光的西化程度，并不只是思想上的。”“我听了雷震的话，觉得他深识中国官场的酬酢方式——于是勤练了一些时候的毛笔，工整的写在中国信纸上，并亲自送到行政院收发室……一个月后，即1971年11月1日，我的美国之行，竟然成真……”“一年后，我在美国取得居留权，文丽开始要申请到美国与我会合，也是提出申请后，音讯全无，耽误了一年的功课。最后，终于在‘给蒋经国写一封信’的如法炮制下，1973年成行。”
005.梁实秋的两篇重要佚文.txt	3	5-5	18	故事|后来|问|答|说|请|国民党	重要佚文中，一篇是1929年5月10日发表的《论思想统一》，刊出在《新月》第二卷第三号，又收入他和胡适、罗隆基合著的《人权论集》（上海新月书店）里。据梁实秋《忆<新月>》中所述：《新月》杂志在文化思想以及争取民主自由方面也出了一点力。最初是胡适之先生写了一篇《知难行亦不易》，一篇《新文化运动与国民党》。这两篇文章，我们现在看来，大致是平实的，至少在态度方面是“善意的批评”，在文字方面也是温和的，可是那时候有一股凌厉的政风，不知什么人撰了“党外无党，党内无派”的口号，只许信仰，不许批评。胡先生说：“上帝都可以批评，为什么不可以批评一个人？”所以虽然他的许多朋友如丁彀音熊克武但懋辛都力劝他不可发表这些文章，并且进一步要当时做编辑的我来临时把稿径行抽出，胡先生还是坚决要发表。发表之后果然有了反响。我们感到切肤之痛的是《新月》被邮局扣留不得外寄，这一措施延长到相当久的时候才撤销。胡先生写信给胡展堂先生抗议，所得的回答是：“奉胡委员谕：拟请台端于〇月〇日来京到……一谈。特此奉陈，即希查照，此致胡适之先生。胡委员秘书处谨启。”这一封信，我们都看到了，都觉得这封信气派很大，相当吓人。胡先生没有去，可是此后也没有再继续发表这一类的文字，这两篇文章也不见于现行远东版《胡适文存》中。我写了一篇《论思想统一》，也是主张思想自由的。这时节罗隆基自海外归来，一连串写了好几篇论人权的文章，鼓吹自由思想与个人主义，使得《新月》有了更浓厚的政治色彩，引起了更大的风波。先是以胡先生为校长的中国公学，平静的校园里起了涟漪，由本校学生组成的党的区分部行文给本校校长指责他应在礼堂里悬挂总理遗像，应在纪念周宣读总理遗嘱。后来中央通令全国大专学校设党义研究室，大学教职员必须研究党义。各大学都遵命成立党义研究室，里面陈列着应该陈列的书刊，有多少人进去研究虽不可考，我们几个人确是受益不少，利用这难得的机会更进一步研读了一些不应该不读的书刊。胡先生对于人权的观念是很简单的，他的出发点只是法治精神与人道主义，并没有任何党派主张或政治意味。我记得最初触起他的有关人权问题的注意者，乃是报载华北唐山某一老百姓被地方官吏殴辱的故事，他认为这不是偶发事件，这是全国到处皆然的，他认为这种“一朝权在手，便把令来行”的态度是要不得的。我又记得，胡先生编了一本《宋人话本八种》由亚东出版，里面有一篇《海陵王无道荒淫》，巡捕房认为有伤风化，径予没收，胡先生很不谓然，特去请教在英国学过法律的郑天锡先生，知道“没收”是附带处分，如果被告没有罪刑，便不应该发生附带处分的可能，可见胡先生是非常注意法律程序的。有关人权问题的文字一共有十几篇，后来印成了一个小册子，名为《人权论集》由新月书店出版，现已绝版。
028.刘辰旦——患难见真情的朋友.txt	27	53-53	17	故事|问|说|骂|杀|求	我被带到刑房后，季贵成用四角形的棍棒敲击我的头，叫我伸出手来让他打我的手心，挥打我的臂膀与脚腿，也用点着火的香烟屁股戳袭我的脸颊，令我阵阵疼痛、声声尖叫，目的在逼我承认爆炸，我强忍着痛苦不承认，于是他换个方式，拿出郭荣文、詹重雄、吴忠信三人的供承爆炸笔录（由办案人员笔记，犯人签名），叫我逐字逐句细看，我说：“根本无爆炸之事，我何必看。”说时迟，那时快，季贵成的拳头马上揍过来，再是“啪！啪！”两下巴掌，逼令我看，我只好忍痛看了詹、郭、吴三名同案人血泪织造的笔录，毫无疑问，通篇一派胡言乱语，显然是警方导演的爆炸故事。季贵成问我有什么话好讲，我说：“那是刑求逼供的笔录，毫无事实根据。”季贵成怒目盯视着我骂道：“他妈的！不见棺材不掉泪，现在就看我们找出事实、证据来给你看。”随即唆使他的助手刘刑警（彰化人）与郭刑警（台南人）动手脱去我的衣服，拿出麻绳来，郭刑警绑我的两只手腕，刘刑警绑我的两脚，命我蹲坐地上，郭刑警提起我那被绑的两只手，将之环抱膝盖，季贵成拿一支木棍从我的两只脚膝中间穿过，然后郭、刘两人一人一端将我扛起，我就像蝙蝠倒吊似的悬空吊着，活像待宰的猪只（杀猪之刑因此得名）。
006.方神父的惊人秘密.txt	4	7-7	16	例子|当年|忽然|问|说|逃|逃难	我在台大历史系的时候，一天在研究室里和姚从吾聊天，方豪走进来，同姚从吾谈一件事情。他走后，姚从吾忽然冒出来一句，说：“有些人在这里做教授，若在当年我们北大，连助教他都不及格！”显然是指方豪说的。姚从吾做过北大历史系主任，北大性极强，自然不把又不北又不大的方豪看在眼里（方豪在南方，只念过四年小学）。其实这是不公道的。在学问上，我认为方豪远在姚从吾之上。这一点，姚从吾的老师胡适大概也心里有数，所以胡适特别帮了方豪的忙。在大陆时候，胡适为《方豪文录》题签；大陆逃难时候，胡适为方豪写介绍信给台大校长傅斯年。傅斯年看在老师胡适面上，也不得不收容方豪，虽然也照样歧视。流传最久的一个例子是说方豪与女人有神父不该有的关系，被傅斯年查出，经方豪写悔过书才算过关。方豪平时喜欢说别人绯闻，若说他自己走私，我却认为他不敢。至于悔过书等等，该全是造谣。
006.方神父的惊人秘密.txt	6	11-11	16	有一次|有一天|后来|问|说|他说|哭	不过这些谣言，跟方豪自己的人性太多神性太少也有关系。他有一次同我和萧启庆等逛阳明山，在台大招待所里，大谈他和侯榕生的事。说他在故都辅仁大学教书，没穿神父服装，第一天就被女学生侯榕生看中。侯榕生回家告诉母亲，有所计议。不料有一天，方豪穿神父服装上课，侯榕生乃狂奔回家，向母亲大哭说：“妈呀，他是神父呀！”我问他怎么知道的，他说后来在台湾，侯榕生告诉他的，侯榕生在台湾和他重逢，余情不断，还写过一篇《破碎的圣母像》，就是写他的。言下不胜得意。
016.杂谈李焕.txt	4	7-7	16	问|说|回忆|哭|笑|逃|求|请|请我吃饭|彭明敏|台湾人	李焕请我吃饭的另一原因，是想了解一下我与“台独”的关系。在吃饭前十三天，正好发生了彭明敏案。据彭明敏今年4月4日写的《彭明敏回忆录〈自由的滋味〉李敖定本序》，曾有这样的回忆：“我坐牢十三个月而被押回家看管之后，状况并不好转。‘亲友’们恐慌未息，不但不敢接触，有的还要‘落井下石’。狭路相遇，有的装得看不见，有的干脆落荒而逃（猜想其回家后，必求神拜佛保庇其不会因遇见我而被牵连）。最难能可贵的，仍然有些例外的朋友。李敖就是这种极少数例外朋友之一。李敖与《台湾自救运动宣言》无关。可是，谢聪敏、魏廷朝和我被捕后，警总人员觉得该《宣言》文章写得太好（这应归功于谢聪敏和魏廷朝），不可能出于台湾人之手。他们猜来猜去竟然想到李敖，一口咬定是李敖代笔的。审问期间，他们对此一再追问不舍，使得我哭笑不得。李敖也因此更成为特务人员怀疑和注意的对象。这是李敖与《台湾自救运动宣言》唯一的‘牵连’。”正因为特务人员怀疑宣言是我代笔的，所以李焕请吃饭时，就旁敲侧击的问我：“听说这份宣言文章写得极好，是经过你李先生指点或润饰过的？”我笑了起来，我说：“若是我写的或经我润饰过的，一定更好！”李焕听了，哈哈一笑，就不再问下去了。
031.李庆华何必自苦.txt	7	13-13	16	有一个|问|说|他说|杀	李庆华的大作中，有一个重要的心态，就是他的自虐心态。他认为他因为是李焕之子，反倒凡事不顺遂，担任学生领袖也、出任大学教授也、乃至身为社会团体负责人也，种种横逆，都跟“权贵之子”有关。这种心态，是不公道的。因为李庆华如果不是李焕之子而纯悴是他自己，他的不顺遂，其实会更惨。多少跟他一样行的“非权贵之子”，欲为学生领袖，不可得也；欲为大学教授，没名额也；欲为社会团体负责人，门都没有也！李庆华少年得志，得之不以为喜，反以为怨；试问那些根本得不到的，又该怎么怨呢？李庆华把他因为是李焕之子所占的便宜一笔抹杀；反斤斤于不够“无往不利”，此非自虐而何？占了便宜还卖乖、还抱怨，这种青年人，未免太不懂事。他说他“因有领导学运的‘不良记录’而几乎无法返回任教”，但他可曾想想，多少有“不良记录”的人，如今记录不得销、人也不准任教，这又怎么说？李庆华能奇门遁甲解其束缚者，岂不正是“‘权贵子弟’束缚”使然？事事身在权贵之中得其荫庇，反倒叫苦连天，这是哪一门的公道啊？这种作风，倒很像新女性。新女性占尽做女人的便宜，反倒整天以被迫害者自居’如今李庆华又如此学步，何苦来啊？
001.我最佩服的一个国民党.txt	77	153-153	15	有一天|说|死|国民党	美国诗人弗罗斯特（Robert Frost）说：“我年轻时不敢做急进派，因为怕年老时变成保守派（I never dared be radical when young/For fear it would make me conservative when old.）。”法国文学家弗朗斯（Anatole France），描写过一个革命党：年轻时意气昂扬，是急进派；年老后却暮气沉沉，变成保守派。有一天，一群学生在街上游行，他竟看不惯了，竟大叫：“秩序，秩序！警察在哪儿？”在芸芸众生中，这种愈老愈混蛋的现象太多了、太多了，但蔡元培是一个例外。蔡元培年轻时是一个保守派，年纪大了，却愈来愈急进，急进得使他的衮衮同年和赫赫同志都跟不上。这样的风范人物，不但是清朝遗老所无，也是国民党大员所仅有。在他死后四十多年写这篇文字，真教人愈写愈悲愤。
018.李翰祥回大陆的真正原因.txt	15	29-29	15	有一次|说|她说|国民党	我为了出售旧电器，倒也结交不少电影圈里的人物。成交以后，每次搬运，我都亲自动手，与苦力无异。有一次卖了一台冰箱给李翰祥，我在参加搬运的时候，被李太太看到，她说：“怎么大作家做起苦力来？”我说：“大作家被下放了，正在劳动改造啊！”为了坚守原则，不同国民党合作，我在谋生上的辛苦与心血，一般人是完全不清楚的，我也无须让他们清楚。从外表上看，我满有钱的，因为我知道在现实社会中，“充阔”比“装穷”更容易混，“充阔”至少可以贷得到款、贴得了现、借得到钱，“装穷”则全无用处。大家都说我有钱，可是谁知道我做苦力呢？
033.为李锡锟教授新书写序.txt	6	11-11	15	有一个|说|死|彭明敏	台大校长除傅斯年稍具风骨外，从他死后到今天，四十多年，没有一个像样的；师生之中，像殷海光那种老师、像李敖那种学生，在当时固为谷音，在其后亦为绝响。虽然如此，在殷海光带头下的《自由中国》杂志，和李敖挂帅下的《文星》杂志，毕竟给台大埋伏下“作乱”的基础，这由“彭案”（彭明敏等叛乱案）随之发生可以概见。彭明敏是台大政治系主任，他以现职的教授，揭竿而起，对台大的启迪，自可想见。锡锟书里说：
