file	paragraph	line_start	line_end	char_count	score	snippet
001.为司法黑暗发榜.txt	4	7	7	142	4	中国国民党口口声声说他们推翻满清、打倒军阀，其实他们在许多方面，还不如满清、不如军阀，其中之一，就是他们对司法的祸害。满清、军阀虽然千不是万不是，但在司法上，却相当尊重制度、尊重习惯，而国民党却双杀之，结果司法黑暗至今。——“天不生‘李敖’，万古如长夜。”生了李敖，黑暗总算被揭发了。
001.为司法黑暗发榜.txt	5	9	9	341	5	我从三十二年前被国民党大员告到国民党法院开始，便一路“过堂”、“听审”、“惊奇”、“拍案”，高潮迭起，几无宁年。个人也由“被告”而“原告”、由“小民”而“刁民”、由“自卫”而“卫人”，由“卫人”而好管闲事、为弱者打抱不平。于是跟国民党司法黑暗的前卫人士起了冲突，不论是法官污吏、不论是禁子牢头、不论是司法长官法务部长，一干人等，都在我“点名批判”之列。三十二年...
001.为司法黑暗发榜.txt	6	11	11	775	7	第一组——“一、迟来的澄清”是就我被萧孟能诬告而遭冤狱的怪案看司法黑暗。这只是简要说明，详细驳正我都发表在《李敖千秋评论丛书》里了。冤狱发生于一九八〇年，地院法官陈联欢本依法判我无罪，但高院法官林晃、黄剑青、顾锦才却枉法以“不承认亲笔字据”、“不承认科学鉴定”、“窜改笔录”、“代栽证据”、“捏造配偶”、“歪曲情理”等荒谬手法，陷我于狱。后来得知，冤狱之成，与...
001.为司法黑暗发榜.txt	10	19	19	180	3	告诉人李敖虽称：“15日我不在台北，14日上午我陪胡因子（胡茵梦）在万里海边拍电影亦不在台北”等语，而其所举证人孟祥林（柯字之误）亦称：“7月15日上午8时许李敖到我家，下午天黑晚饭前回去”（见同上侦查卷第40、66页），但纵使上午陪胡茵梦在万里拍片下午即可返台北，白天在孟祥林（柯字之误）处，晚上亦可返台北，均无法证明告诉人李敖并无接听被告萧孟能电话之事实。
001.为司法黑暗发榜.txt	14	27	27	111	4	此文别题“第二次政治犯坐牢记：‘天下没有白坐的黑牢’”，是我对国民党法官判我冤狱最得意的报复。——看你还敢关老子！其中亲历的狱政黑暗，小官僚小白脸马英九不知也，所以狱政至今搞不好。这都是这个小官僚小白脸不细读李敖文章之过。
001.为司法黑暗发榜.txt	16	31	31	555	6	第三组——“三、钟曜唐——这样的法官配做院长吗？”是就一件我坐牢时过手的冤狱资料看司法黑暗。在这些文字里，我们看到法官钟曜唐的酷吏面孔，看到这种酷吏如何草率审案、做案。在他做手脚的吕安仁案中，他把进餐厅的时间定为“六十八年一月二十六日下午十时许”。这种判决，在最基本的时间认定上，就先犯了两个大错：第一，那天是一月“25日”而非“26日”，早由原告被告双方所认...
001.为司法黑暗发榜.txt	17	33	33	483	4	第四组——“四、为翁媳命案抱不平”“五、从华定国冤狱到吕德冤狱”是就另两件我坐牢时过手的冤狱资料看司法黑暗。在翁媳命案对被告张国杰的判决中，我们看到前后汪家声、林晃、刘士元、梁仰芝、王瑶等八十九个法官如何在共同制造了冤狱。这种人命关天的大案子，在法官林晃之流的手中，竟一如儿戏。例如凶器，林晃的判决书所谓“顺手捡取一刀”，当然是说“刀”为王家所有。但苦主王明雄...
001.为司法黑暗发榜.txt	18	35	35	271	3	林晃的判决书说：“凶器亦无查获，不过杀害被害人之凶器为刀类可以确定。”事实上，真是这样吗？光以凶器而论，从法官们的丰富想象力中就各说各话：凶器先是“钝器”，再转为“刀器”，再转为“刀类”，再转为“刀”，再转为“一不明钝器物体”，这算什么判决呢？“钝器”的伤和“刀类”的伤根本是两种不同的伤痕，如验尸报告是“钝器”的伤痕，则“刀类”即为不真；如验尸报告是“刀类”...
001.为司法黑暗发榜.txt	19	37	37	194	3	再以所谓杀人动机为例，林晃神来之笔，说凶手“当时支票退票，成日奔跑，张罗调借，狼狈之情，可以概见”。这又是凭空猜想！因为凶案是一月十日发生的，退票日期在三月二十一日，前后相差两个月零二十一天！林晃凭什么说人家“支票退票”？又凭什么“可以想见”“狼狈之情”？这不是故入人罪又是什么？为支票轧头寸，滔滔者天下皆是也，试问有谁轧头寸不遂杀了人了？林晃以这种理由做为犯...
001.为司法黑暗发榜.txt	20	39	39	509	4	另一件从华定国冤狱到吕德冤狱中，我提出了在法官做案之前，刑警先期做案的原始文件，吕德冤狱就是显例。华定国冤狱也是我一路关心的案子，我特别做了一张过手推事表。在这表中，我们看到从法官张剑男判决华定国死刑起，历经杨力行、林晃、林锡湖、梁仰芝、廖茂荣、毕庶寅、钟曜唐等一共八十九个法官，都一路判华定国死刑。直到一九八一年九月十一日——即七年死囚牢中后，才由更审第十一...
