file	paragraph	line_start	line_end	char_count	score	snippet
001.不爱那么多，只爱一点点.txt	17	33	33	142	3	洒脱的一个重要关键是，高手处理爱情，并不以做到极致为极致。如果情况只适合“少食多餐”、“蜻蜓点水”、“似有若无”、“虎头蛇尾”、“迷离惚恍”、“可望而不可即”，……其实适可而止的态度，也是一种极高明的爱情境界。1974年，我在牢中有一首诗——《只爱一点点》，最能表达出高手的基本态度：
002.“唯有恋得短暂，才能爱得永恒”.txt	2	3	3	469	5	二十年前偶然看了一场电影，却是一场难得的有爱情哲理的电影，叫做《寂寞小阳春》（Sweet November）。一个可爱的女孩子，得了绝症，知道自己不久人世，就把生命中最后一段时间，分别约了一些男朋友，每个男朋友都排出一个月的时间，跟她同居，每到一个月末下个月初，就由新旧男朋友换挡。男朋友交接期间，有的男朋友没那样洒脱的、有点恋恋不舍的，她也必然峻拒，一定准时...
002.“唯有恋得短暂，才能爱得永恒”.txt	4	7	7	418	4	早在看这部电影前许多年，我就有一首看来玩世的诗：“三月换一把，爱情如牙刷，但寻风头草，不觅解语花。”在基本理论上，我的诗境其实正与这部电影暗合，我那种强制性的三月一换的爱情方法论，正是这个可爱的女孩子一月一换。但在理论的坚实方面，我比她强，因为她是在得了绝症以后才如此绝情，如此想以最后的人生岁月，生张生魏一番，在快速送往迎来之中，所于所遇，暂得于己，快然自足...
003.说真幻.txt	2	3	3	204	3	真幻问题是困扰人类的一个老问题，正因为它困扰人，所以人总是说它不清楚。古人谈真者偏重本原本性，《老子》说：“窈兮冥兮，其中有精，其精甚真”；《庄子》说；“守而勿失，是谓反其真”，都在本原本性上立论。古人谈幻者偏重假相与变化，《列子》说：“因形移易者，谓之化、谓之幻。……知幻化之不异生死也，始可与学幻矣！”梁简文帝《七召》说：“清歌雅舞，暂同于梦寐；广厦高堂，...
003.说真幻.txt	3	5	5	274	3	对真幻问题较深入的看法，是佛家的。佛家讲究“真如”之说，认为宇宙全体，即是一心，不生不灭，故名为真；真心无异无相，故名为如。《成唯识论》说：“勿谓虚幻，故说为实，理非妄倒，故名真如。”“真如”之说以外，又有“真空”、“真心” 、“真色” 、“真言” 、“真我” 、“真相”诸说，把抽象名词，排列组合，令人眼花缭乱。其实，若求真诠，只是一句话，那便是：看不见的都...
004.他会为爱情同我结婚.txt	3	5	5	179	5	他对自己倒不犹太，衣服考究，气派非凡，他是作家出身，能说能写。他有点讨厌别的作家，他说作家一谈起他的作品，就像母亲谈起她的儿女一样地教人吃不消。所以，他简直不要看别人的书，他说：“当我想看一本书，我就自己写它一本。”（When I want to read a book I write one.）熟悉一个问题的最好方法，他认为是干脆写一本关于这个问题的书。
004.他会为爱情同我结婚.txt	4	7	7	91	3	事实上，当然也不能什么都写，该写的才写。狄士累利说：“人生短得不够扯鸡毛蒜皮。”（Life is too short to be little.）知识分子该争该争的，不该争不该争的。
004.他会为爱情同我结婚.txt	6	11	11	170	3	狄士累利年轻时候，曾讨了比他大十二岁的寡妇爱雯丝（Mary Anne Evans）做太太，大家都说他为了寡妇的钱才结婚的，爱雯丝也不否认。但是多年的感情与了解，却使爱雯丝骄傲的宣布：“如果再来一次，他会为爱情同我结婚。”（But if he had the chance again he would marry me for love.）
005.霸王·公鸭·情书.txt	3	5	5	198	3	情书是萧伯纳所谓的“纸上罗曼斯”。罗曼斯施诸纸上，自然写时情感集中，思绪澎湃。但往往时过境迁以后，自己重读起来，未免“大惊失‘色’”（此“色”字该一语双关：一为脸色，一为女色）。至于当事人以外的第三者，读别人情书，因为缺乏置身其中的情感和背景，所以常常在嗜读以后，摆下脸孔，大骂“肉麻”！殊不知他们自己写的情书——如果会写的话——更是肉中有肉、麻中有麻。所以，...
005.霸王·公鸭·情书.txt	4	7	7	413	7	男女间事，本来都该在床上办的；不在床上办而在纸上办，总难免抽象，缺乏动态、缺乏立体感。情书云者，一言以蔽之，都该总批为“可爱的废话。”虽云“废话”，可是却不得不说，不该不说。“霸王”对女人是“不打话”的，所以只是“硬上弓”；公鸭对母鸭也是“不打话”的，所以也只是按倒在地。如果你是一个真正文明的男人——不是“霸王”也不是公鸭，那么你总该买一本《情书大全》或《情...
005.霸王·公鸭·情书.txt	8	15	15	93	3	七个月前，当我初次在图书馆的楼梯旁和你谈天的时候，你就问我为什么不把我所要说的话写给你，我回答说：“写是不行的，因为它缺少表情。”于是，在嘈杂的角落里，你给了我一个短暂的“表情”的机会。
005.霸王·公鸭·情书.txt	15	29	29	155	3	南国的五月也许正如歌德所说，是个“真正的恋爱时节”，但它对我说来，却显然是一片悒郁的回忆，在我的猜想中，对爱情看法的悬殊可能是我们之间的最大裂痕：我愿意无所保留的去爱我真正爱的人，可是在另一方面，我却不能无所保留的失掉我自己，我始终觉得，对女孩子轻微的masochism是好的，可是不能过度，一过度便是奴才了。
005.霸王·公鸭·情书.txt	31	61	61	33	3	李敖 1961年2月的最后一天深夜三点钟在台北，在他的“四席小屋”
007.殉情必读.txt	4	7	7	215	5	谈到殉情，先讲《宋稗类钞》中的一个故事。《宋稗类钞》说：“临安将危日，文天祥语幕官曰：‘事势至此，为之奈何？’客曰：‘一团血！’文曰：‘何故？’客曰：‘公死，某等请皆死。’文笑曰：‘君知昔日刘玉川乎？与一娼狎，情意稠密，相期偕老。娼绝宾客，一意于刘。刘及第授官，娼欲与赴任。刘患之，乃绐曰：‘朝例不许携家，愿与汝俱死，必不独行也。’乃置毒酒，令娼先饮，以其半与...
007.殉情必读.txt	5	9	9	246	5	文天祥把殉情的故事，用来教育他的幕僚宾客，可见殉情不是小事，可以喻大。文天祥所说“刘玉川模式”的殉情，这一模式，是男方骗女方，说好相偕殉情，结果却是女殉男不殉。这种临殉放水派，史例甚多，据《类苑》所记，宋朝的杨孜就是一例。湖北佬杨孜，到京城赶考，与一个妓女同居经年，且靠她吃饭。考上后，答应娶她。后来以家有悍妻为理由，相约殉情。遂以毒药下酒，妓女喝了，轮到杨孜...
