file	paragraph	lines	score	markers	text
012.陈水扁就会这样！.txt	14	27-27	18	有一次|最后|问|说|他说|笑|治|林正杰|民进党	东海大学教授徐道邻说过一个笑话。他说：“有一次参观某一行政机关，看见厕所墙上悬着‘×××厕所使用规则’，内容有六七条，最后一条是：‘本规则如有未尽事宜，得随时修改之。’他们问我有何意见。我说，这个规则，似乎还可以补充一条，就是‘本规则如无未尽事宜，得不修改之’。”规则观念泛滥至此，正是民进党诸公大脑的构造，真不知林正杰在东海大学的政治学是怎么学的。
024.“台湾之子”又来骗我们了！.txt	13	25-25	18	例子|有一天|杀|死|哭|笑|治|时代|坐牢	甘地是稍微远一点的例子。为了印度的独立运动，甘地日日生活在死神的阴影下，被捕坐牢，永远不丧失笑容（甘地很幸运没有哭哭啼啼的妻子）。南非的图图、波兰的瓦文萨、菲律宾的阿基诺、韩国的金大中，这些都是我们同时代的伟大人物。图图和瓦文萨分别是去年和前年诺贝尔和平奖的得主，虽然都有世界性的声望，但是在他们的国土里，统治者正在丑化他们的名誉；在他们奋斗的过程中，剥夺他们自由和安全的威胁，没有一天间歇过。阿基诺是在清楚而明白的警告下，从容回到菲律宾，在马尼拉机场、光天化日之下，遭到马科斯的士兵枪杀。金大中，韩国的人权斗士，过去差一点在海上被韩国政府暗杀掉，坐过黑牢；现在，他在美国。他见到阿基诺被杀，激起了菲律宾人反抗暴政的怒潮，决心回到韩国，继续韩国未完成的人权运动。韩国政府提醒他，他的二十年徒刑还没有服完，但是金大中一点都不理会——他知道不管他回去被谋杀了或者继续坐牢，对韩国人民争自由、争人权的运动都将是有力的激励。
024.“台湾之子”又来骗我们了！.txt	20	39-39	18	有一个|最后|说|逃|治|党外|台湾人	印度尚在进行独立运动的时候，有些人对奋斗的远景感到悲观。甘地说：“为什么我们还不能自由呢？主要的，我们吃的苦还不够。”台湾人民什么时候可以获得自由呢？这有赖全体人民的觉醒和奋斗，而党外政治人物现阶段要做的，就是做“吃苦”的表率。“吃苦”的极点就是牺牲自由和生命。当一个人丧失自由和生命是由一个政权卑鄙和残暴手段造成的时候，从已经发生过的许许多多事例中，可以知道将酿成巨大的政治风暴。没有一个政权禁得起一次接着一次的政治风暴。这样的风暴将使得这个政权和人民的关系，和国际间的关系，越来越孤立，最后不改变作风便难逃灭亡的命运。
024.“台湾之子”又来骗我们了！.txt	94	187-187	18	有一个|说|笑|治|陈水扁|林正杰|党外|坐牢|台湾人	为什么说陈水扁不上诉而坐牢能得到巨大的政治利益呢？第一，到目前为止，没有一个台湾人坐牢是自愿的，而陈水扁却能笑嘻嘻地走去坐牢，英雄形象立刻呈现出来。第二，刑期只有一年，走出监牢之后，大家的印象还很深刻；二年以上的话，我就不敢鼓励了。第三，陈水扁目前是党外最受重视的少数政治明星之一，他一坐牢，他和其他竞争者的距离马上拉远。看到林正杰怕他坐牢的紧张样子，陈水扁应该能体会坐牢的好处。第四，陈水扁有相对好的从政条件：很好的学历、经历，被人称道的品格和操守，聪明而且反应敏捷。有了这些条件，加上比别人多跳了这么一大步，陈水扁不是党外政治领袖，还能是谁呢？
018.为阿扁论李敖的谈话进一解.txt	4	7-7	17	当年|问|杀|治|陈水扁|阿扁|谢长廷|苏贞昌|宋楚瑜|尤清|言论自由|坐牢	这种抬高自己、斗臭宋楚瑜的不正确手段，积极表现在两个“总归户”的现象上，第一，台湾的政治犯案件中，官方承认的至少有两万九千四百零七件，但是今天却总归户到“美丽岛案”单一案子上，而置其它两万九千四百零六件政治案于不问。并且，尤其不正确的是，“美丽岛案”的总归户，竟不归户到被告身上，反倒归户到律师头上，这太荒谬了，所以我们每天看到的，竟是“美丽岛案”律师们的作秀招摇（如陈水扁、苏贞昌、谢长廷、张俊雄、尤清、郭吉仁等等），反倒忽略了真正受苦受难打拼坐牢的被告，这是不对的。第二、当年打压言论自由的，陈水扁既认定宋楚瑜是“共谋”和“从犯”，如今却由包括他自己在内的“美丽岛律师团”，联合“炮轰杀手宋”，而把一切罪状“总归户”到宋楚瑜一个人的头上，这种干法，也是不对的。中国历史有“天下之恶皆归之”的干法，这回“美丽岛律师团”可真得到大中国斗臭文化的真传了。但这样搞法，是搞选举，不是发掘真相，不但宋楚瑜会不服气，连阿扁口中“资料搜集功夫世界一流”的李敖也会不以为然。我李敖赞成打击敌人，但歪曲真相的方法打击敌人是不可以的。
020.阿扁骗选票，敢说不敢做.txt	26	51-51	17	有一个|最后|问|请|陈水扁|阿扁|杂志|言论自由	我跟阿扁没有私人上的不愉快，当时我出钱给郑南榕办杂志，叫《开拓周刊》，我们争取百分之百的言论自由，社长是陈水扁。可是今天，争取百分百的言论自由已经被阿扁扭曲到什么程度？他有一个传单帮《自由时报》做广告，“争取百分之百的自由，不要错过《自由时报》”，连《自由时报》都变成争取言论自由的报，请问台湾还有真理吗？阿扁可以把我们共同的理想最后向财阀做这样子谄媚时，今天我为什么要站出来批评阿扁，这是一个原因，并且拿证据给大家看。
024.“台湾之子”又来骗我们了！.txt	19	37-37	17	有一次|问|说|笑|治|陈水扁|党外|国民党|蓬莱岛|坐牢	——最近党外政治人物又有一次坐牢的好机会，可以叫国民党出丑，很可惜又被短视和无知丧失了。国民党很明显地想用蓬莱岛案警告党外人士，不要在言论上肆无忌惮；于是在一审上判决陈水扁、黄天福和李逸洋一年徒刑。国民党知道这样的判决在法律上、在道德上都有问题；但是他们悍然为之，目的在收到恐吓的效果。但如今陈水扁等人呢？一个说律师资格难得，一个说老父重病在身，而另一个说不好一个人坐牢显示另外两个人没种，于是统统叫太太独立上诉①。坐牢或不坐牢的理由，他们一点点都没有把一千八百万人民考虑在内，而考虑的是自己、父亲和朋友，对政治人物而言，这岂不是太可笑了？
007.他的野心（李庆元）.txt	3	5-5	16	问|骗|治|陈水扁|连战|宋楚瑜|李登辉|民进党|国民党|总统|市长	政治是“可能”的艺术，也是高明的骗术。这段话应验在李登辉与陈水扁身上应无疑义。1994年底的台北市长选战，一个“弃黄保陈”，就将陈水扁送上市长宝座，试问，没有总统兼国民党党主席李登辉的台面下运作，谁敢言放弃黄大洲？2000年的大选，国民党的连战、民进党的陈水扁，与独立候选人宋楚瑜，三强对决的态势，与1994年的市长选战，如出一辙。连战与黄大洲均略居弱势，只要一个“弃连保陈”，陈水扁就可渔翁得利，一举拿下台湾“江山”。
010.他的“恨”（李庆元）.txt	6	11-11	16	故事|说|陈水扁|吴淑珍|市长	坎坷的幼年成长经验，让陈水扁在1994年底参选台北市长时，道出一段“木瓜干与大冰箱”的故事；这个故事说出陈水扁直到追求妻子吴淑珍的时候，还以为“冰箱”是“衣柜”，而“乌鱼子”是“木瓜”，足见其贫苦的成长过程。
017.阿扁心胸太狭窄了！.txt	3	5-5	16	故事|有一个|说|请|阿扁	在我看来，阿扁口口声声说他不是心胸狭窄的人，其实这段话，正泄漏了他是何等狭窄。古书《孔子家语》有一个故事说：“楚王出游，亡弓，左右请求之。亡曰：‘止！楚王失弓，楚人得之，又何求之？’孔子闻之曰：‘惜乎其不大也！不曰人遗弓，人得之而已，何必楚也？’”这个故事告诉我们，孔子反对楚王丢了弓后的谈话。表面上看，楚王心胸广大，认为“楚”王丢的弓，给“楚”人捡到了，有什么不好，但孔子认为，如说“人”丢了弓，给别“人”捡到，陈述中去掉“楚”字，方能更见其大。
