file	paragraph	score	chars	preview
001.1990年4月.txt	12	2	149	你的《走过台湾》（或《走过历史》）评论集子，很想拜读，但是出于“世风日下”，读书人口大量流失，出版社这边，不但赔得无法付稿费或版税，甚至要作者包销一千册，方能勉强代为出版。所以，我建议你还是找其他出版社为妥。——要作者包销，的确不近情理，但要出版社一赔再赔，也不近情理（除非出版社是报阀之类开的）。
001.1990年4月.txt	16	3	353	打坐本身就是静止的，无动的，不做的，甚至在佛教徒的生活中，也只能是一个小小的环节，即使是和尚、尼姑也无法整年、整月、整日夜打坐，即使是纯粹欺世的寄生，也必须布置一个美丽的伪庙宇，用以招徕善男信女，接受捐献的香火钱，甚至出外奔波“募缘”，而上述的那个信了赛斯，不听父母劝告，决心抛弃大好学业，学术前途，想以打坐终其生的年轻孩子，放弃此生，而把一切希望寄托于来生，此生使父母痛苦不堪，却说要在灵魂的世界和父母快乐相处，岂非荒唐？说穿了，他只是被愚化的牺牲品而已！岂止是使父母碎心，也将使他自己在纯幻想、自私的一无所为的“打坐”中委靡而死，而他所读的那几本书，在那自称“灵媒”的女作家的国度里并没市场，在台
001.1990年4月.txt	17	2	50	这些话，都是一针见血的话。可叹的是，在“愚民文化”之下，不肯愚民的出版品，却先遭浩劫，想来真够扫兴！
001.1990年4月.txt	26	4	77	林洋港昨天说：“总统决定我担任什么工作，我就遵从。人事布局上需要我退休下来，我也很愿意。”这种以狗自居的国民党司法院长，全无个人意见与个性，不知其无耻也！
001.1990年4月.txt	36	2	11	午后去“中央图书馆”。
002.1990年5月.txt	6	2	101	夜一中苏瑞华来电，敲定讲题为“自由人与桎梏人”。他们提议的题目——“国事于我何有哉——参考书下的人文省思”、“拒绝融化的冰——书呆子与独立思想”等，都被我否决。这种句型与思路都受了台湾蛋头文体的坏影响。
002.1990年5月.txt	21	3	67	企祥昨来电说：“民主女神号”必有KMT背后出钱，因外国人手面小气，不会花大钱的。今日TIME杂志发出消息，KMT果花了一百五十万美金！
002.1990年5月.txt	26	2	76	台中一中简史：1915年由林烈堂、林献堂、林熊征、蔡莲舫、辜显荣等集募建校，1916年完工。时名“台湾公立台中中学”。前七任校长皆日人，第八任为金树荣。
002.1990年5月.txt	35	2	270	前晚你的学生沈登恩先生同我吃饭，备述出版界辛苦，说不但不为读者所知，甚至不为作者所知。沈先生为出版整得焦头烂额，看了他的下场，真令人不敢再干此行也，我个人本以出版不付稿费（或版税）的揭发KMT作品为主，亦不胜赔累，并且感于“人心已死”，做得也不无扫兴。作者方面，我只付迫切赖以糊口的政治犯的稿费，其他也盼作者能理解此情。有的作者难于理解，并觉得我反欠他的情，我只好敬谢不敏。——自己辛苦为大理想奋斗，反倒落得作者不谅，想来不胜窝囊，这也是我息交绝游，不乐与人来往的一个原因。与台湾知识分子交往，亦一难事，此所以李敖要“独与天地精神往来”也！
002.1990年5月.txt	75	3	244	今天《自立晚报》有蔡同荣写《长跑对我的影响》，说：“长跑是我维持二十年的老习惯，每天至少跑三英里路（五公里）以上。……1982年夏天，我岳父由台湾来访，有一天他看我在炎炎夏日里长跑，就对内人说我过着很可怜的生活：不喝汽水、不喝茶、不喝咖啡、不喝酒且不抽烟，老是跑得满身大汗。其实，他哪晓得长跑是我人生的一大享受。每当夕阳西下，跑完了十几圈运动场后，筋疲力尽，懒洋洋地在操场散步，面对阔野寂静的四方，常会令我忘了繁杂的世界而进入到另一个安详的心境。”此公“五不”项目比我还少，但长跑胜于我。
002.1990年5月.txt	97	4	160	老段笑谓：“并非你文章写得好，而是只有在我《世界论坛报》上才能看到。所以大家才要看呀！《联合报》上根本没你的文章，还不是有一百万人在看《联合报》！”我说：“《联合报》没有我文章，我的文章登《千秋评论》登了八年，其间没有《世界论坛报》，还不是一样，可见你的报是多余的。——你自己个人自大就好啦，你的报别自大啦！”两人大笑。
002.1990年5月.txt	98	2	56	绝子说他们去基隆助选时，有一次送胡茵梦回家，胡茵梦谈到她母亲闻胡赓年死讯，顿时号咷，原因似是此后无丈夫可折磨矣！
002.1990年5月.txt	119	4	40	严家其接受张小燕电视访问，紧张得左手直抓椅套，张小燕说：你把我们的椅套都抓破了。
002.1990年5月.txt	165	2	76	家立来坐两小时。谈其友苏先生拟买“自由女神”事转售于我。我建议改名“独裁魔鬼”号，向公海广播，责骂KMT，四十年来不自由真相，然后送到大陆解体以献祖国。
003.1990年6月.txt	20	2	58	要加强维护我的“定稿标准”，人事殊误定稿，人事能躲开就躲开可也！石锦来午饭。石锦谈到石九龄与东北诸公对不起张学良事。
003.1990年6月.txt	107	5	143	李敖学问“天下第一”，然贪财好色亦“举世无双”。他的文章虽然不一定是他自己说的：包办五百年以来的前三名；但他的文章确是写得不错。然而不错之中，又犯了大错，错在他写得不错的文章之中，只擅长骂人，因此，他出道不过三年，全国有头有脸、有权有势的人，都被他骂光了，而且被骂得一塌糊涂，一文不值。
003.1990年6月.txt	113	2	110	李登辉和蒋彦士的“照子”太不够亮，竟派了一个被彭明敏看不上眼的吴丰山，去劝他回来，难怪铩羽而归；假若拜托李敖去请彭回来，莫说是检察官机场侦讯，就是要彭明敏戴上手铐脚镣，他也乐于从命。这就是“士为知己者死”的朋友真交情啊！
003.1990年6月.txt	114	3	162	《中国时报》说甄妮泪洒影棚，说：“据制作单位表示，上周首集与中视《女人女人》对垒失利，主要原因是《女人女人》上周邀请的李敖太强，有鉴于此，《甄妮会客室》自本周起也将改走煽情路线，昨天录完‘未婚妈妈’后，同时还录‘外遇’，下周将录‘校园性生活’及考虑邀请李敖与甄妮两位大男人、大女人谈‘两性平等’，企图以激烈的话题吸引观众。”
