file	paragraph	lines	score	markers	text
024.别忘了自己的立场！.txt	6	11-11	18	典故|后来|原来|问|说|哭|杀|死|请	江鹏坚说“政府”“应该抱持‘我不杀伯仁，伯仁因我而死’的道德感”，“主动”与江南遗孀“崔蓉芝女士接触，表示慰问”，这一抱持的“道德感”，他用了“我不杀伯仁，伯仁因我而死”的典故，实在未免比拟不伦。“伯仁”是晋朝周觊的字，他在晋元帝时做仆射，跟王导很有交情。王导的堂兄王敦起兵时，刘隗劝晋元帝把王家满门抄斩，王导紧张，“诣阙请罪”。正巧周觊进宫，王导大叫说：“伯仁，以百口累卿！”（伯仁兄，我们一家老少全靠你了！）可是周觊没理他，就进宫了。出宫时王导又叫他，他又没理。后来王敦当道，问王导是用周觊呢还是杀周觊，王导记起旧恨，默然不语，于是周觊被杀。后来王导查出档案，原来周觊曾在皇帝面前两次为王导说好话，只是没让他知道而已。王导乃大为感动，痛哭流涕说：“吾虽不杀伯仁，伯仁由我而死。幽冥之中，负此良友！”（事见《晋书·周觊传》）
016.“蓬莱岛案”的讨论.txt	73	145-145	17	故事|忽然|问|说|死|求	写到这里，我要重新引喻“曾子易箦”的故事。曾子临死的时候，他的学生乐正子春、儿子曾元、曾申，都环绕在床边，一个童子在墙角举着蜡烛，忽然说：“华而睆！大夫之箦与！”（“好漂亮啊！是大夫用的席子嘛！”）乐正子春申斥他，说：“止！”（“你不要多嘴！”）可是曾子吃了一惊，问说什么，童子又说：“华而睆！大夫之箦与！”曾子听清楚了，说：“然！斯季孙之赐也。我未之能易也。元！起易箦！”（“是大夫的席子！是鲁国大夫季孙送给我的，我没来得及换〔我不是大夫，依礼不得用大夫的席子〕。曾元！扶起我来换席子！”）曾元说：“爸爸现在病成这样子，不可以移动，明天再说吧。”可是曾子不肯，曾子说：“尔之爱我也，不如彼！君子之爱人也，以德；细人之爱人也，以姑息。吾何求哉！吾得正而毙焉，斯已矣！”（“你们爱我，实在比不上这小孩子！君子是用大义爱人；小人却不讲大义，只会用姑息手段爱得人去做错事。我现在还求什么呢？我只求守原则而死，就好了！”）曾子说过以后，就来换席子，刚换过去，还没躺好，就死了！
020.由“拿破仑同志”想起.txt	11	21-21	17	例子|说|杀|国民党	乔治·奥威尔在《动物庄园》中最伟大的成就，是他把革命成功以后，恶棍篡夺革命，暗杀同志、诛除同志、奴役同志的情况，描写得传神入画，简明动人。我在《李语录》第三十四则中写“革命的开始与结束”，我说：“革命常常以良币代替劣币开始，以劣币驱逐良币结束。是新劣币代替了旧劣币，是良币的永被驱逐。”我这段话，验证古今中外的革命史，尤其是国民党的历史、国民党中恶棍篡夺革命的历史，都是例子斑斑的。稍知史实的人，都不难“多多体会”。
007.你们可以不怕他.txt	21	41-41	16	例子|最后|骂|死|国民党	我希望这一次惨痛的教训，能使康宁祥坦白认错，“重新回归正确的党外路线，做伟大的斗士。”我相信只要康宁祥迷途知返，他当然会跟国民党不再一样。认一次错无损于康宁祥，“死不认错，始终保持神圣、不可侵犯的态势”，才是他自己最大的伤害。古往今来，一开始得民心，随即器小易盈、目无同志、背叛群众；最后沦为众人唾骂的，从拿破仑到马科斯，例子可太多了，康宁祥虽小而化之，又何能例外？大江东流挡不住，康宁祥是顺流而下，还是悍然自毁，快做明智的选择！
014.国民党大胜？还是党外大胜？.txt	33	65-65	16	故事|结果|说|笑|国民党	看了这种描述，坦白说，我真忍不住笑了起来，我跟我自己说这些可怜的糊涂人，他们这样的有犯罪感、挫败感，他们全弄错了、弄拧了。他们不知道：党外非但没有‘大败’，并且真的‘大胜’了。”我想起五十年前的一个故事。五十年前，许多老革命党感于世风日下，对他们的成绩有罪恶感、挫败感的时候，胡适写文章提醒他们，说：“凡是咒诅这个时代……的人，都是不曾认识这个新时代的人；他们不认识这二十年中国的空前大进步。……可怜的没有信心的老革命党呵！你们要革命，现在革命做到了这二十年的空前大进步，你们反不认得它了。……你们心眼里最不满意的现状，只是任何革命时代所不能避免的一点副产物而已。”今天这些可怜的糊涂人，他们犯的“相逢却不相识”的毛病，是和五十年前的老革命党如出一辙：他们只看到一点皮相的选举结果、只看到一片国民党和它的同路人的吹牛、只看到一些主流派化为泡沫，他们就大惊小怪了、就没有信心了、就认为这是“不得不接受残酷的事实”了。其实，他们又忘了，看事要从两方面看，才能看得完整、看得周到、看得会心一笑。他们为什么不从另一方面去看看呢？
014.国民党大胜？还是党外大胜？.txt	43	85-85	16	例子|最后|说|骗|杀	领袖人物缺乏眼光与素质，是群体的致命伤，一旦群体陷入了这一情况，就会产生悲剧。历史上，这种例子太多了，最近的两个例子是四五十年前的德国与日本，德国与日本的领袖人物带领群体走火入魔，最后得到的是群体的自毁与迷途。再往远一点的说，可看两个例子。一个是关于宋义的。秦汉时代，在一次救援友邦的战争中，各国军队都已经到了，可是没人敢跟秦军作战，大家都做壁上观。楚军开到时，他们的上将军宋义说：“我们也不打，谁喊打就罚谁。”可是项羽还是喊打，宋义要处罚他，项羽就把宋义杀了，然后带兵打退了秦军，项羽的天下就是这样打来的。党外人士一些从政的是“宋义”型的人，他们是不肯打硬仗的，他们是机会主义者，希望从别人的牺牲里等待机会。另一个例子是关于张士诚的。元明时代，朱元璋、陈友谅和张士诚三巨头打天下时，朱元璋想出兵打张士诚，他的军师刘伯温就劝他：“你如果打张士诚，陈友谅一定会来救，等于一个打两个。不如先打陈友谅，张士诚是个‘自守虏’（只照顾自己家门的小子）型的小子，只管自己门前事，他一定没有眼光救陈友谅，一定没想到你会各个击破。”朱元璋听了刘伯温的话，果然先打垮了陈友谅，回过头又消灭了张士诚。党外人士中一些从政的是“张士诚”型的人，他们明明有做领袖的机会，但是却小里小气，宁肯固守山头，规避做领袖的责任，这种人的格局太小了，从长远看，必然会被群众丢弃。这次选举，证实了党外人士重新“了解了知人论事的尺度”。明辨出所谓“稳健渐进改革路线”其实只是自欺与骗局，从此知今是而昨非，形势大好，自然不在话下。
016.“蓬莱岛案”的讨论.txt	12	23-23	16	有一个|最后|说|逃|台湾人	印度尚在进行独立运动的时候，有些人对奋斗的远景感到悲观。甘地说：“为什么我们还不能自由呢？主要的，我们吃的苦还不够。”台湾人民什么时候可以获得自由呢？这有赖全体人民的觉醒和奋斗，而党外政治人物现阶段要做的，就是做“吃苦”的表率。“吃苦”的极点就是牺牲自由和生命。当一个人丧失自由和生命是由一个政权卑鄙和残暴手段造成的时候，从已经发生过的许许多多事例中，可以知道将酿成巨大的政治风暴。没有一个政权禁得起一次接着一次的政治风暴。这样的风暴将使得这个政权和人民的关系，和国际间的关系，越来越孤立，最后不改变作风便难逃灭亡的命运。
002.教皇的军队在哪里？.txt	36	71-71	15	故事|问|说|骂|求|国民党	由保罗二世的故事，使我想到今天的我们——与波兰一样，被《戒严法》光顾下的我们。我们被国民党“军事挂帅”“政治挂帅”枯燥统治着，我们一方面要对抗国民党，一方面也要保持我们精神上、道德上的清明、绝缘和不受污染。党外人士不能两眼只会瞪着军事和政治、两手只会数着席位和选举，还该展望些别的、电算些别的。在保罗二世访问波兰的同时，党外人士在省议会聚餐开会，其中“党外主流派”中的带头人物，点名批判李敖，说“像李敖天天骂街有什么用，国民党不见得会理踩他。党外不能骂街，当前路线只有朝议会政治的方向去努力”。带头人物又“要求党外在年底集中力量助选，建立党外选举制度，使党外具有政治党的雏形，期望党外在立院占有二十个席位”。对这种一厢情愿的观点，我敢说，他们错了，因为立法院里有二十个席位又怎样？国民党只稍再修改一下议事规则，把提案基数提高，你二十个席位，还是上海人的一句话——“侬是一只卵！”（你是一个睾丸！）你的一切努力，还不是在表决部队下全部泡汤？国民党对你的“理踩”，不过如此而已！所谓“当前路线只有朝议会政治的方向去努力”，也不过如此而已！
003.他们的食物是我们的毒药.txt	5	9-9	15	有一个|问|说|请	6月26日上午，有所谓“中华民国诗人反共复国大联盟”的人，邀请“各界名流学者三十余人”，召开大会，“会中就建议政府加强戒严法，严厉制裁危害国家民族分子杜绝中国问题，应由海峡两岸中国人站出来说话之谬论，及坚决反对与共匪和谈等问题，广泛交换意见”。在交换意见中，有一个有趣的主题，就是他们对陶百川的攻击。大会主席说：
005.与虎谋皮的先决条件.txt	46	91-91	15	举例|说|逃|国民党	邱垂亮的根本错误，显然是“无知”和“曲学”（歪曲所知）的混合体，全部错误中，有的是他真的不知道的，例如国民党的真面目，有的却是他曲学阿世的违心之作，例如国民党把台湾搞成“畸形政治环境”，他当然熟知；例如“实行民主”的先决条件，他也当然熟知，既然熟知，却仍旧打马虎眼，认为可以和国民党“精英”合作而“实行民主”，这不是曲学阿世是什么？两千多年前，正直之士就警告软骨知识分子，说：“务正学以言，无曲学以阿世！”如今，两千多年过去了，我们看到所谓海外学人整天“周游于台湾与大陆之间”，做“学术与政治之间”的投机秀，我们真忍不住要拆穿他们。这次我对邱垂亮的拆穿，就是一个举例。这些海外的知识懦夫们，他们有什么资格和脸面，来以逃兵身份，为战士设计蓝图？我们一定得拆穿他们：什么远来和尚不和尚——我们就要砸和尚！
