file	paragraph	line_start	line_end	char_count	score	snippet
001.何妨投死为韩凭？.txt	2	3	3	156	5	庄子有次做梦，梦到自己是只飘飘然的蝴蝶，开心无比，根本不知庄周是老几。忽然梦醒了，发现自己不是蝴蝶，分明是实实在在的庄周。他下结论是：“不知周之梦为蝴蝶与？蝴蝶之梦为周与？”（不知道是庄周做梦化为蝴蝶呢？还是蝴蝶做梦化为庄周呢？）他顺着提出哲学问题，他说庄周与蝴蝶必定是有所分别的，这种形象的转变，叫做“物化”。
003.四月之死.txt	10	19	19	113	3	莎拉·替滋代尔（Sara Teasdale）死在1933年1月28日，自杀在浴缸里。四十四年后，1977年4月19日，我在“中心诊所“病房，就她的I Shall Not Care一诗改作《四月之死》，就是上面这首。附原诗于后：
004.头颅无价，师出有名.txt	2	3	3	470	3	今天路透社电讯说：“1789年7月14日法国大革命爆发，代表法国王朝的路易十六被送上断头台；1989年7月14日，法国庆祝革命两百周年的庆典上，法国总统密特朗公开表示，路易十六是个好人，把他处死是件悲剧，但也是不可避免的。”“路易十六是否罪当该死，一直是法国大革命历史中备受争议的焦点。许多同情皇室的人以为，革命激烈的手段并不可取，推翻王室可以，但不一定要处死...
004.头颅无价，师出有名.txt	4	7	7	221	4	“路易十六是个好人”，他是个仪态平庸的胖子，在国务会议上会打瞌睡。他爱国家、信宗教、对老百姓也不错。他的毛病在优柔寡断，即使在大臣堵哥（Turgot）提醒他，英国皇帝查理一世（Charles I）因优柔寡断，而最后上了断头台，他也无法汰旧立新。法国大革命起来后，他在二十五个小时的表决中，以叛国罪定了死刑，曾经引起许多人们的不满。一个投赞成死刑票的议员圣法哥（...
004.头颅无价，师出有名.txt	5	9	9	272	5	1793年1月21日执行路易十六的死刑。死刑前一天，律师告诉了他这一判决。路易十六根本不相信，他说律师听错了。因为他一生并没做过对不起国家的事，何况法国大革命后，他无意恋栈王位，表示愿退隐国外、不问国事。可是，他却不知道，政治是没有是非的。正如罗伯斯庇尔所说：“判处路易十六死刑，是基于政治需要，非关任何法理与人道问题。”也正如崇拜罗伯斯庇尔的议员圣朱斯特（J...
004.头颅无价，师出有名.txt	6	11	11	175	3	路易十六死后，三十八岁的皇后、七岁的小太子，后来也都不能自保。小太子在母亲也上断头台后，被关在小牢之中，一天只送一回食物给他，大小便就地解决，恶臭扑鼻。他蜷伏其中，背驼肢肿，头和身体都已化脓生虫。劳伦（Laurent）为监理人时，诉请国会请准小太子洗澡就医，可是国会拒绝，因为基于政治需要，把小太子虐待以死，是为原案。最后，这小孩十岁年纪，就夭折了。
004.头颅无价，师出有名.txt	8	15	15	153	5	又如明朝的于谦，处理“土木之变”，于国有大功，对被掳皇帝明英宗的保全，也尽了大力。不料明英宗复辟之日，竟决定要杀于谦。一开始明英宗尚有点犹豫，他说：“于谦实有功。”可是徐有贞说：“不杀于谦，此举为无名。”意思是说，不杀他，则反证我们复辟的理由，师出无名了。正因为杀于谦是基于政治需要，所以，好人又算老几呢？
005.由徐学文之死想到徐锡麟之死.txt	3	5	5	207	3	讣文中说：“先夫徐公学文府君恸于中华民国八十年7月16日下午11时43分病逝于荣民总医院，距生于民国前六年农历5月29日，享年八十六岁。妻徐曼丽率子乃强、乃达，女乃锦、淑玲等随侍在侧亲视含殓，遵礼成服。谨择于民国八十年7月25日（星期四）上午八时，假该院怀恩堂设奠家祭，9时公祭，10时30分追思礼拜，随即发引，安葬于三芝乡白沙湾安乐园公墓。……”下面列名的，...
005.由徐学文之死想到徐锡麟之死.txt	6	11	11	169	4	照国民党党史会的党方钦定简历：徐锡麟“字伯荪，浙江绍兴人。天资颖异，少习天算与地之学，颇有所成。长成后从事教育，志切光复，闻俄侵辽东，愤而加入蔡元培主持之‘光复会’，与秋瑾密谋革命，期皖浙同时并举，旋欲入虎穴以得虎子，乃捐资道员，得主安庆巡警学堂，藉做革命武力，丁未五月，发难安庆，杀巡抚恩铭，然以众寡不敌被捕，亲笔书就供词，从容就义”。
005.由徐学文之死想到徐锡麟之死.txt	7	13	13	140	3	事实上，有两个重要的简历，被国民党党史会有意遮盖了的：一是徐锡麟一生没做过国民党；一是徐锡麟一生看不起孙中山。在他眼中，孙中山是在战场上捡别人战利品的，并非真正自己肯牺牲的。他在供词中有“我与孙文宗旨不合”之语，就是证明；章太炎自定年谱中说他“志在光复，而鄙逸仙为人”，也是证明。
