file	paragraph	lines	score	markers	text
017.国民党好人切腹记.txt	66	131-131	21	有一个|问|说|他说|逃|跑|杀|死|求|请|国民党|共产党	下船就属陕西辖地，自以为已到安全区，一切自由方便，想不到比共产党区还严密，毫无人情味，每经一村，都是催得叫走不准停留，敬鬼神而远之，好像不敢接近我们，从无一人问到吃喝，倒是在共产党区，只要知道我是逃避共产党，不管认识不认识，起码还有个一部分反共人士同情，指路线，送食物，尽量为我们安全设想。到韩城后就是马不停蹄的昼夜底跑。跑到朝邑，却被保安队扣押，我和张光祖二人分别扣押，其他三位军人如何，不得而知。拘留室窗户无光线，一片漆黑，仅有一个饭碗大的送饭口，房门上锁，轮流站岗，人关在里面，眼睛蒙两层布，里面是黑布，外面是毛巾，手铐脚镣齐上，吃饭才开眼罩和手铐，小解在房内用马桶，大解上厕所，脚镣昼夜不去，全不把我们当人看待。不审不问押了二十八天，求生无门，求死不得。押到第二十七天中午，彼等正准备吃饭，我从厕所出来，一时气愤，就地拿起一块砖块，用力往饭摊一砸，饭摊没砸到，却使彼等大吃一惊，想不到我会来这一手，我拼命大喊，要他们把我处死，只要求给南京毛人凤（按：毛人凤是戴笠死后的国民党特务头子）去一电报，再给西安胡长官（按：胡长官胡宗南，国民党的西北王）去一电报，说我宗荣禄死在朝邑，他们一听我提毛人凤、胡长官大名，也不敢难为我，不多时县政府派人来安慰我，叫我不要生气着急，明天就派车送我到西安。当天中午连张光祖也叫来以酒席请我们，席间县长薄如英说他误会了，叫我们到西安见到胡长官为其多讲好话！我当面告他说：“你把我认准，黑黑的，胖胖的，从今天起你开始数，如果你能逃避过不坐牢，就算你先人积下德，你做的比共产党宣传的还坏，国家设官要保国卫民，团结民心，你简直是祸国殃民，我被你关了二十多天，不审不判、不杀不放，你如认为我是共产党你就杀了我，认为不是就该放了我，如你不能决定也该转报上级处理，我若不砸饭摊，你不知道还要关我到何时，我到西安后第一件事就是告你，叫你也尝尝铁窗生活的味道。”
020.国民党怎样制裁“邀驾”？.txt	8	15-15	19	故事|说|笑|杀|死|请	庄宗好猎，每出，未有不践蹂苗稼。一日，至中牟，围合，忽有县令，忘其姓名，犯围谏。……庄宗大怒，以为遭县令所辱，遂斥退将斩之。伶官敬新磨者，知其不可。乃与群伶齐进，挽住令，佯为诟责曰：“汝为县，可以指麾百姓为儿。既天子好猎，即合多留余地。安得纵百姓耕耜，遍妨天子鹰犬？而又不能自责，更敢咄咄。吾知汝当死罪！”诸伶亦皆嘻笑继和。于是庄宗默然，其怒少霁，顷之，恕县令罪。（这个故事也是颇有渊源的。王士祯《池北偶谈》卷三说：“《说苑》齐景公使烛雏主鸟，而亡之。公怒，欲杀之。晏子曰：‘请数烛雏之罪而诛之。’《汉书》东方朔责武帝乳母；《五代史补》敬新磨责中牟令。同以滑稽回人主之怒。实皆由晏子之语出来。”）
005.国民党的裁缝将军之二.txt	42	83-83	17	例子|当年|结果|笑|国民党|共产党	国民党这次把王昇外放做大使，其实已是它破坏体制的老套，因为在王昇以前，先后早有彭孟缉、胡琏、陈嘉尚、王叔铭、胡忻、董宗山、罗友伦等等“将军族”外放过，只是王昇这次因为身份特殊，特别引起注意而已。因为王昇外放的意义，比这些“将军族”的将军们复杂得多，它是国民党当年窜陈立夫于国外的故技。国民党当年把陈立夫窜到国外去，只是给他钱，叫他在美国养鸡，还没叫他做大使，目的是使CC派群龙无首，便于斗倒CC派。但是这次对王昇，却在窜他之余，不脱“这里是东洋刀，那里也是东洋刀！”的味道，这种情况，显然还是军权冒泡的结果。“政工派”本是学自苏联的体制，民主国家是没有政战系统和单位的，它是国民党“联俄容共”时候引进来的“德政”，第一任国民党的政工头子，不是别人，就是大名鼎鼎的共产党周恩来！这些秘史，追究起来，真是非常好笑。国民党的政工体制，在军事范围内，权力不如共产党；但在军事以外的势力上，却捞过了界，捞得使“党工派”（党方）、“技术官僚派”（政方）、“黄埔派”（军方）都备感压力。所以，“政工派”的一枝独秀，不但是军人干政的扩大，且是“那种军人”干政的扩大，这可就太那个了。这次国民党用对付陈立夫的故技使“政工派”群龙无首，从而使“党工派”、“技术官僚派”、“黄埔派”得以图存，从政治斗争的技巧言，外放王昇是一着狠棋；但从破坏体制言，不论国民党哪一派，其实都是共犯、罪无可逭的共犯。国民党就是国民党，在政治斗争中，他们只有争权夺利，并无体制可以尊重，只是王昇的例子，证明了国民党权力分担中，又多了“政工派”的破坏体制而已。由于这一破坏体制，逼使他们要用更多的破坏体制，来抵制这一破坏体制，于是，王昇外放了。
017.国民党好人切腹记.txt	50	99-99	17	故事|讲故事|最后|说|杀|死|枪毙|共产党	待洪洞收复，我把拷打我的共产党检举缉捕四名，而二战区不仅不承认其部下是共产党，反诬赖我挟嫌报复，竟将该共产党徒释放！为此，我曾把阎锡山告到南京大理院，主语是：“包庇伪装，释放要犯，嫌疑重大，迹近通匪。”也有人说我不应当告阎锡山，那是下级的错。那么说毛泽东与朱德也未必亲手杀人打人，为何要喊杀朱拔毛？莫非是在此者是上级好而下级坏，在彼者则是上级坏而下级无责任？凡说此话者，不外爱之欲其生，恶之欲其死，自私心作祟。记的祖母讲故事：有婆婆讲媳妇把她家的盐偷顾娘家，幸而我女儿从她婆家给我拿来，否则我就要吃淡饭。终因阎锡山官大势重，我是人微言轻，此案曾在临汾法院开过几次庭，最后枪毙两人，释放两人结案。
021.国民党怎样指使黑社会暗杀别人？.txt	3	5-5	17	例子|后来|答|说|杀|国民党	国民党喜欢搞暗杀，源远流长。早在1919年7月1日，国民党总理曾有答王鼎的信。当时王鼎认为：“救亡之策，鼎以为非组织暗杀团体不可。”可是孙文却把来信批给秘书说：“代答以暗杀一举，先生向不赞成。则在清朝时代，亦阻同志行此，以天下恶人杀不胜杀也。道在我有正大之主张，积极之进行，则恶人自然消灭，不待于暗杀也。”其实话归这么说，国民党雅好此道，一直积习难改。国民党本来是在夺取政权前养成这一习惯的，后来夺取到政权，老毛病改不过来，还是照杀不误。并且由于自己台面大了，可以命令手下的特务系统要杀谁就杀谁，自然更是得心应手。不过，派特务系统出面去杀，在有些场合，或有未便，因此就假手于黑社会“代司杀者杀”，这种卑鄙行径，例子颇多，其中最有名的，就是指使青帮老大杜月笙暗杀汪寿华事件。
001.国民党与云南起义.txt	52	103-103	16	有一个|问|说|杀|国民党	护国之役，云南起义，讨伐袁世凯叛国。它的主动力究竟属于哪方面，三十一年来，还没有一个正确的判断。它的史实，都给社会的人们一个混乱的疑问。如康有为说：“云南起义，我命梁启超干的。”梁启超却说：“云南起义，是我命蔡锷干的！”且梁启超的著作，如《盾鼻集》、《躬历谈》等，都是铺张扬厉他自己和进步党的功绩。自然，这是政治上的作用，也是政客的手段。然而有些人竟也给他们蒙蔽了。甚至中小学的教科书，也是只标榜蔡锷的功绩，抹杀了中华革命党（同盟会以至国民党）的主动。是丹非素，颠倒黑白，这在党史上、护国史上、近代史上，都该有明白的辩明，来给我们研究民国政治史的一个正确的视听。
005.国民党的裁缝将军之二.txt	4	7-7	16	有一次|说|他说|她说|笑	更令我哈哈大笑的，还在后头呢！我的朋友王威宁，有个四岁的小女儿，叫千千，有一次同我吃饭，我说：“千千啊！你看你的皮肤多好啊！”她说：“白里透红。”我说：“你这么可爱，咱们做个朋友好不好？”她说：“你这么老，谁要同你做朋友！”我听了哈哈大笑。王威宁告诉我，说千千讲话，就是这样旁若无人。他说千千的小朋友之一是王昇的外孙女，她到王昇家去玩，对王昇态度，比对李敖还要糟，因为王昇比李敖老多了，千千更不喜欢了。
006.国民党政工头子投共.txt	5	9-9	16	最后|问|答|说|笑|死|枪毙|请|国民党|共产党|投降	为了给这种反动分子抽一个样，不妨举马璧为例。马璧是一九五一年七月到台湾的，当时即被国民党前中央宣传部副部长兼代理部长任卓宣（叶青）看中，任卓宣出身共产党，曾被捕，判枪毙未死，投降国民党，从写《共产主义问答》（一九二七年广州国光版）转到写《三民主义纲要》（一九五三年台北帕米尔版）。他虽然表面上“洗面革心”，但在骨子里，却十足是“布尔什维克”挂帅。在任卓宣的支持下，马璧愈来愈走红，做到军方支持的《政治评论》社长、国父遗教研究会常务理事兼总干事、政工干校革命理论系主任，他在政工干校二十四年，是王昇的左右手、政治助理，由于王昇的赏识，他一直是政战和情治单位的顾问，这等于说，他是检查党外言论的师保级大将，不论在理论上，还是在实务上，他对铲除党外言论，都是无役不与的。谁想得到，这样一个国民党眼中的忠贞分子，最后，竟开了小差，投共去也。马璧的投共，不但使国民党政战和情治中人灰头土脸，也使被他多年压迫的党外人士莫知所从，因为，对前者说来，马璧带给他们的是无限的震撼、丢脸与沮丧；对后者说来，马璧带给他们的却是无限的冷笑、怀疑与愤怒，他们要质问：“你们国民党是什么意思啊？你们整天派出你们检定合格的忠贞分子来查我们的思想、查我们的书、查我们的杂志、查我们的安全纪录，查这个、禁那个，整天给我们戴帽子，说我们‘为匪张目’、说我们‘隔海唱和’，说我们这个、说我们那个。但是，现在你们师保级的大将投共了，请问你们多年迫害我们的罪状，是不是该重新检查检查呢？我们并不要你们平反，因为你们的平反和你们的陷害一样不值什么，但是，我们愿意请教一下，就是你们整天说我们露出了狐狸尾巴，现在证明出来的是我们还好好的，而露出了狐狸尾巴的，不幸却是你们自己！这又怎么说呢？你们究竟要怎么交代呢？你们总不好意思不说几句吧？”
006.国民党政工头子投共.txt	45	89-89	15	有一个|问|请|国民党	他们之间有少数人掉转笔头由“反共”变成“反调”了。本来有许多反调，是毛泽东老早就唱过了的。毛匪在《论联合政府》一文里面，曾唱过“废止国民党一党专政，建立民主的联合政府”的反调。也曾唱过“人民的言论、出版、集会、结社、思想、信仰与身体这几项自由，是最重要的自由。在中国境内，只有解放区是彻底地实现了”的反调；也曾唱过“中国人民争自由、争民主、争联合政府的运动，就是争统一的运动”的调子。又曾唱过“‘军队是国家的’，非常之正确，世界上没有一个军队不是属于国家的”的调子。此外，如当时的所谓“民主同盟”及所谓“民主人士”更曾唱过和毛匪相同的反调。然而当时唱反调的毛匪，自占据了我国大陆以后，大陆究竟是什么景象呢？那里有不有民主？那里有不有自由？那里是不是“联合政府”？那里是不是“人民军队”？请今日唱反调的几个人去想想这些问题。本来是抱着反共态度的人，一变而为反调分子，甘心走朱毛的老路子，是值得惋惜的。
017.国民党好人切腹记.txt	122	243-243	15	问|答|说|监牢	开庭时，地院首席检察官焦沛树竟以大话吓我，说：“以一小小市民，怎可告一市之长？”我说：“法律面前人人平等，拆房、配房、盖房都是高玉树署名，我当然要找他。”焦沛树听我说得理直气壮，心中有些不服，即制止我发言。我问他：“你不教我讲话，你何必传我出庭？”焦说：“我想问清楚。”我说：“你不教我讲话，你又如何能弄清楚？”焦又说：“你的报告在此。”我说：“我有报告在此，你还要传我，高玉树缺席，又当何说？你不追究高玉树，反而说我的不是。”焦说：“那是他的事，用不着你管。”我说：“我是原告，高是被告，两造不能当庭对质辩证，如何能清楚？”我把焦问得无话对答，焦老羞成怒，问我知道他的身份不知道？我说：“你是名副其实的赃官、污吏，官官相护。”焦拍案大叫说：“我敢关你！”我说：“你敢关我，我不否认，但你上面还有管你的人，还有说理的地方，中华民国不是你最大，更不是都不讲理。”叫喊的声音惊动其他法庭，都来看热闹。杜玉铁老先生直在身上找身份证，生怕我被关监牢，吵得难分难解，庭谕饬回，改日再办。
