file	paragraph	lines	score	markers	text
003.共产党李登辉的种种.txt	22	43-43	21	故事|结果|说|逃|请|李登辉|共产|总统|国民党	以上各位先生，现在的年龄，不过六十多岁，应该健在。请他们凡知道“李登辉”故事的，来信乌鸦评论社，说明事实，请李敖先生保守秘密；研判结果，自然分晓，免得再浪费笔墨。如果真即是现任总统李登辉先生，也请他不要忌讳。请看毛泽东、朱德、周恩来、邓小平、彭真无数的共产党人，不都是国民党员叛逃的吗？
004.李登辉的屁股功夫.txt	6	11-11	21	故事|问|说|笑|请|治|跪	这种政治屁股，积极说来，可以得君行道，“翼奸以获封侯”；消极说来，至少也可以消灾免祸。《哈哈笑》中有“官拜屁股”一则，就是显例：“有一戏子犯了法，捉将官里去。官坐堂审问，戏子出言不逊。官大怒，命笞其臀。差人将欲动手，见其臀上绣有五爪金龙，禀明于官。官下座视之，问其绣龙之故。戏子大言曰：‘我的屁股，皇帝都玩过的，你要打我，就是欺君了。’官闻言大惧，急忙整顿衣冠，命差人传过赞礼，预备香案，向那戏子的屁股，恭请圣安，行三跪九叩首礼。”这个故事，说明了屁股可抬人身价，make an ass of myself，又何尝不是做聪明事以嘲笑人呢？
018.开妓院的也进了“中华文化复兴运动”芳名册.txt	5	9-9	18	问|治|李登辉|宋楚瑜|林洋港|张荣发|王作荣|连战|长荣|台大|司法|总统|国民党	毛高文（“教育部部长”）、毛连塭（台北市立师院院长）、王又曾（力霸企业集团董事长）、王月镜（台北市政府参事）、王永在（台湾化学纤维〈股〉公司总经理）、王作荣（“考选部部长”）、王启宗（台湾师范大学教授）、王效兰（民生报发行人）、王清波（高雄市政府教育局局长）、王国城（文建会人事室副主任）、王国琦（中鼎工程公司董事长）、王朝庆（中国人造纤维〈股〉公司董事长）、王荣文（远流出版公司董事长）、王寿南（政大文理学院院长）、王熙元（台湾师范大学文学院院长）、王辉煌（专业画家）、王晓祥（公共电视台筹备委员会秘书长）、尹章中（文建会科长）、孔令晟（淡江大学国际事务与战略所教授）、方芷絮（文建会科长）、石永贵（中央日报社社长）、白永传（“中国金属化工〈股〉公司”董事长）、申学庸（文化大学教授）、朱建民（教授）、朱浤源（“中研院”近史所副研究员）、沈君山（“清华大学”教授）、宋时选（“裕台公司”董事长）、宋楚瑜（中国国民党秘书长）、李焕（“总统府资政”）、李元簇（“副总统”）、李本京（淡江大学美研所所长）、李亦园（“中央研究院院士”）、李厚高（台湾省政府委员兼秘书长）、李信宏（桃园市市长）、李哲朗（南华工学院董事长）、李崇道（“总统府国策顾问”）、李国鼎（“总统府资政”）、李登辉（“总统”）、李堂华（“国立复兴综艺团团长”）、李兴扬（澎湖县立文化中心主任）、李霖灿（台湾师范大学美术学系教授）、李钟桂（“救国团主任”）、吕有文（“法务部部长”）、吕武烈（台湾省手工业研究所秘书）、吴大猷（“中央研究院院长”）、吴宏一（台湾大学教授）、吴伯雄（“行政院政务委员”）、吴东昇（“中国商银董事”）、吴东进（“新光关系机构董事长”）、吴延环（“中华民国新闻评议会委员”）、吴金赞（“福建省政府主席”）、吴俊才（“总统府国策顾问”）、吴敦义（高雄市市长）、吴尊贤（商）、吴舜文（裕隆汽车制造〈股〉公司董事长）、何幸桥（东正公司经理）、何寿川（永丰余造纸公司总经理）、余玉照（文建会第三处处长）、余光中（高雄中山大学文学院院长）、余纪忠（中国时报董事长）、余英时（“中央研究院院士”）、余梦燕（英文中国邮报发行人）、余范英（时报资讯公司董事长）、阮大年（“交通大学校长”）、林金田（台湾省文献会秘书）、林金生（“考试院副院长”）、林坤钟（“行政院顾问”）、林洋港（“司法院院长”）、林郁方（淡江大学战略研究所所长
002.“李登辉并无共党背景”吗？.txt	4	7-7	17	当年|问|说|他说|逃|抓|治|李登辉|蒋经国|蒋介石|台大|总统	也许谷将军所谓的误导，是别有所指，因为谷将军是认定“李登辉并无共党背景”的，他说我“张冠李戴”，因为“奸匪李登辉”乃是同名同姓的另一个人。谷将军说我“所获知的说法，全是间接的”，但统观他的全文，发现他所谓的此李登辉非彼李登辉，其实也未尝不“全是间接的”。何况我的求证，有官方文书为凭，并不算“间接”；而他的求证，却得自他情治友人的涂说，反倒非常“间接”。谷将军当年虽身为保密局组长，破案有功，得到蒋介石、蒋经国的奖状，但并非所有“涉匪案”都经过他手；“涉匪案”中，“共党个人安全”之“未受保护”者与夫未升少将、未遗有“五百坪土地，高楼大厦”反而横尸法场或坐穿牢底者（包括台大学生），亦比比皆是；经过他手的，由于相隔四十年，也不见得件件清楚记忆。谷将军如此，其他情治人员亦然。何况，李登辉出道甚晚、成名极迟，办案人员又何能把这个普通名字记忆犹新？又何能把“经港逃回大陆”的那个“奸匪李登辉”——如果确有此人的话——记忆犹新？谷将军说如现在当“总统”的李登辉有共党背景，“岂能逃过卅八年8月之逮捕？又何能逃过四十三年之逮捕？”这两个问题，其实正好引起我们合理的怀疑。因为若如他所说，李登辉既因无共党背景而在“卅八年”与“四十三年”置身事外，那么，谷将军说李登辉在“四十九年”被抓又是怎么回事？说“查明是同名之误后即予释放”云云，试问“卅八年”与“四十三年”难道未查明？又何须等十年后再查明？何况，李登辉在“四十九年”时，在农复会不过是三十多岁的技佐、技正级的无名之辈，纵此事属实，谁又有那么好的记忆力，在众多案件中，独独记得这么一个只不过案涉“同名之误”的小人物？并且，说当时与李登辉“同押一处”者，有现任“调查局局长”翁文维，也令人奇怪。因为翁文维纵坐牢属实，也是“家法处分”，“家法处分”时，何能与外面人同囚？何况，我也很难相信翁文维有那么好的记忆力，去记得一个农复会的中级职员。
005.还有另一个李登辉么？.txt	3	5-5	17	最后|问|答|说|杀|请|治|李登辉|台大|共产|同志|国民党	第一，谷将军问：“请看这份‘官方文件’：‘奸匪李登辉’做了些什么事呢？介绍叶城松入党，并交杨廷椅领导。假如李登辉出卖同志，何以没有出卖叶城松？”我的答复是：按照官方文件的“匪台湾省工委会台大法学院支部叶城松等叛乱案”中的“案情摘要”，明说：“叶城松于卅六年10月间，由奸匪李登辉介绍参加匪帮，受杨匪廷椅领导，担任台大法学院支部书记。”李登辉解铃还是系铃人，出卖叶城松或其他同志，又有何难？谷将军说：“‘曾参杀人’，其母终于见疑，但没有去看尸首，这是曾母的过失；李登辉出卖同志，李敖先生及谷某全找不到‘被卖的同志’下落，不可信也。”其实，在“杀人如草不闻声”的时代，“被卖的同志”，又岂能件件有案可稽？要出卖，又岂仅是叶城松一人？第二，谷将军说：“李敖先生说：‘我的证明方法，是从报告内容上、行政程序上、法律解释上认定他不出卖就过不了关。’这也是没下过水而谈游泳的说法。须知三十八年以前，没有什么包含‘二条一’的法律的，也没有‘自首条例’的。”因此他断定，没有行政程序，故没有“报告的内容”了。我的看法是，虽然有“二条一”的《惩治叛乱条例》在1949年6月21日才出现，但是国民党对付共产党，还愁没其他法规或不成文法规来收拾吗？国民党开脱一名共产党，该共产党不交心交个一清二楚，能过关吗？至于该共产党最后且被重用如李登辉者，更是要一清二楚之至矣！我所说此一一清二楚的交心与调查，早在抽屉之中，就是这样认定而来。
020.李登辉啊，不是过渡，而是永远.txt	9	17-17	17	有一次|最后|问|说|他说|笑|治|民进党	徐道邻说过一个笑话。他说：“有一次参观某一行政机关，看见厕所墙上悬着‘×××厕所使用规则’，内容有六七条，最后一条是：‘本规则如有未尽事宜，得随时修改之。’他们问我有何意见。我说，这个规则，似乎还可以补充一条，就是‘本规则如无未尽事宜，得不修改之’。”规则观念泛滥至此，正是民进党诸公大脑的构造，真不知林正杰在东海大学的政治学是怎么学的。
030.拆穿对长荣出走问题的欺人之谈.txt	7	13-13	17	例子|说|死|治|共产|总统	家庭出走、教育出走形态以外，还有政治出走。自来政治斗争不支者，正常状态是辞职，不正常状态就是出走，例子极多，最近一次是埃塞俄比亚总统门格斯图（Ethiopian President Mengistu Haile Mariam），此公出走到津巴布韦，上月23日外电说：“据信，门格斯图目前正藏身于他几个月前在哈拉雷市郊购买的一栋房子中。他的妻子及女儿前天也已由亚的斯亚贝巴搭乘一架埃塞俄比亚客机抵达此间。”“改革派马克思主义信徒的前埃塞俄比亚强人门格斯图，与津巴布韦总统穆加贝是亲密好友。埃塞俄比亚驻辛巴威大使伍德正是门格斯图的叔父。”这种政治出走，可真走得十分周到。——一脸漆黑的共产主义者在外国秘密置产以备出走之需，马克思死而有知，愧为白人矣！
005.还有另一个李登辉么？.txt	13	25-25	16	有一个|说|抓|李登辉|台大	第五，我“推断”此“李”非“彼李"，是有“职业”上的判断力的，但主观的判断不能算结论。“官方文件”，仅能证明：（一）有一个人名叫“李登辉”，年约六十七岁。（二）曾参加“奸匪”又自动脱党。并不能证明：（一）脱党的李登辉是否台大学生？（二）脱党的李登辉参加的是什么时候的“台共”？（三）脱党的李登辉是否留日留美？（四）现在的李登辉是不是被误抓过？我如此说法，“尚无不合”。
001.共产党李登辉出卖同志的官方证据.txt	2	3-3	15	当年|后来|问|说|杀|治|李登辉|蒋经国|台大|共产|总统|国民党	《进步时代》第二一七期刊出标题《他曾经是中共党员，却当上国民党主席》一文，副标题是“李登辉加入共产党，为何能全身而退”。大意说：3月号的香港《广角镜》月刊，刊出一篇《李登辉是中共地下党员》的文章，指出现任台湾“总统”，以及身为“二百万国民党党员”代理主席的李登辉，在台大就读时因参加读书会而秘密加入共产党，成为中共的地下党员。文中并具体指出，介绍李登辉加入中国共产党的人名叫吴克泰，目前人在中国。由于1947年中共在台湾发展组织时，领导干部大多使用假名，因此这位介绍李登辉入党的人士，是否真的叫做吴克泰，仍有疑问；经本刊向有关人士查证，证实吴克泰确实为其本名，且知吴克泰当时也是台大的学生，目前吴克泰人在北京。据本刊了解，李登辉先加入“台盟”的外围组织“读书会”；“台盟”即“台湾民主自治同盟”的简称，1947年11月由中共中央指派谢雪红在台成立。是当时中共为发展在台工作，指派蔡孝乾成立“中国共产党台湾省工作委员会”的外围组织，组织成员的高干有谢雪红、杨克煌、古瑞云等人。李登辉加入读书会不久，即加入“台盟”，其后并正式成为中共党员。这是李登辉加入共产党的经过。据指出，“台盟”吸收李登辉的原因是认为他富有社会主义的“正确思想”，且言词激烈，是一位优秀的知识分子，经过严密的观察和审核，终于核准李登辉入党。不过，如果被吸收的成员已被国民党注意，或专注于读书，组织方面会主动考虑让成员退党。《广角镜》月刊即在报导中指出，李登辉在台大毕业前不久，因为“对政治失去兴趣”，乃希望退党。“中共在台机关”经过研究后，同意李登辉退党，《广角镜》说，据李登辉表示，当时中共派来与他“倾谈”退党事宜的人名叫许懋德。《广角镜》这篇报导的作者说，据一位台湾高级官员向他透露，李登辉曾经把他如何加入共产党，又如何退党的种种经过，亲口向蒋经国做了详尽的报告，至于时间是何时，则未做透露。中共人员自然也曾相对要求李登辉不能泄露他所知道的组织情形；据《广角镜》的作者说，李登辉也的确守诺言，并没有出卖他们。不过，与李登辉一同参加读书会的同学，有好几位后来都不能幸免，在40年代末期到50年代初期都惨遭国民党杀害。了解当年事情的来龙去脉的人士向本刊指出，李登辉后来曾向有关单位办理“自新”登记，但自首时距退党那时已过了近二十年。1965年李登辉去办理“自新”时，已经担任农复会的组长及台大副教授，当时担任“国家安全局局长”的周中
013.李登辉岂可迫害谷正文！.txt	8	15-15	15	当年|问|逃|死|请|李登辉|蒋介石|谷正文|共产|总统	今年为李登辉的共产党身份，有心人曾制作传单，散布于“国民大会代表”与“立法委员”之间，所根据的就是我的文章。上个月，谷正文以一封信的副本转给我，上注“初中作文也，博一粲耳”，内容如下：“李主席登辉先生：今日何日？蒋主席逝世先生继任之日也。二年以来，大陆民主高涨，中共摇摇欲坠，全球共党政权相继崩塌，诚为世界史上最热闹之年代，先生党国舵手，苦耶乐耶？台湾之繁荣，进耶止耶？中国之统一，速耶缓耶？先生心自知也。值此全会召开，决定元首选举之际，特代表百万老兵，坦诚诉求：请以蒋氏为佐。党国大老，不乏糊涂之虫；青年才杰，自有未视之犬。问道于盲定致贲事。先生无蒋氏，无以至今日；蒋氏有先生，所以寄余辉。大陆儿童，奔走相询：当年随蒋介石逃走台湾者，何以满袋还乡？蒋墓蒋居，具加修缮。大陆如此，台湾例外？总统者非台湾一省之总统也。与其牵黑马，群驷皆嘶！何若顺人心两岸同欢？三十年前，先生困于缧绁，文巧与其事；虚心参研，得获释者，非仅先生一人。时光飞逝，文已八十老翁，温饱待死耳！手无寸铁，尚能振臂；骊山之变，岂愿重演？尚祈早定良策，以靖元元。鲁莽进言，敬请见宥！顺颂春棋。谷正文谨上。七十九年元月十四日。”看了这封秘件，我才恍然大悟：跟我打笔仗的谷正文，确实在笔仗中回护了李登辉！“文（谷正文）巧与其事”，岂不正是他办过共产党李登辉的案子吗？在那案子中，他全活了李登辉，何德何能的李登辉才有今天啊！
