file	paragraph	line_start	line_end	char_count	score	snippet
002.回信给中央研究院的一员.txt	6	11	11	137	3	这一百零三个字是老胡最不“懵懂”时的“话头”，可是他“努力向上跑”的结果，竟造成一个乾嘉余孽的新朴学，披着他们所谓的“科学方法”，以台湾省台北县南港镇为第一据点；台湾大学文学院为辅助据点，密锣紧鼓地向另一派（以新亚书院新宋学为尾闾的，包括师大、政大、东大）大施其挞伐与藐视！
002.回信给中央研究院的一员.txt	8	15	15	56	3	可是跟你细谈的结果，运用“统计的观念”与“比例的观念”的结果，我慢慢发现我这种论断，未免失之“概括”与“杞忧”。
002.回信给中央研究院的一员.txt	11	21	21	215	3	东方文明的瓦解是一个必然的趋势，尽管我们还到处看到四书五经、看到拿哭丧棒的孝子、看到孔孟学会的开锣……可是没有人再真真正正的深信它们，大家只是串假戏罢了！反正串假戏是咱们文明古国的传统，两千年来，哪个帝王不是挂着儒家的羊头而卖法家的狗肉？任何冠冕堂皇的表现只不过是叫叫而已，在优势文明的冲击下，在食色相斫的本性下，我不相信高叫“天理”的人不向“人欲”屈膝，当代...
003.旧信劫遗.txt	4	7	7	103	3	最近我把损失的稍加整理，算做“旧信劫遗”。从这些“旧信劫遗”中，有心人不难发现一些重要的、有趣的、悲壮的当代材料。古话说：“圣人不空出，贤者不虚生”，欲知当代圣贤不空不虚者，必将有感于斯信，难道这还吹牛吗？
003.旧信劫遗.txt	91	181	181	99	4	这个月23号国民党的《中央日报》上登出一条消息，说：“两日本学生拟来华留学，苦无保证人，向本报求助。”他们“从今年3月起”，“想尽了各种办法”，可是还是找不到保证人，最后只好向《中央日报》求援云云。
003.旧信劫遗.txt	102	203	203	98	3	他们在无可奈何之下，给本报写信求援，在信里说：“我们有能力负担自己求学所需的费用，只要请人作个保证而已。”但是，他们在台湾没有亲友。谁会对一位素昧平生的人作保呢，谁都知道，作了保是要负很大责任的。
003.旧信劫遗.txt	103	205	205	82	3	如今，事情被中国眼镜公司董事长须少白知道了，问题也就迎刃而解。这位对青年学生向极爱护的须董事长说：“我来作保，将来他们发生任何经济问题，完全由我一个人来负责解决。”
003.旧信劫遗.txt	136	271	271	432	3	这次《拿武士刀者》“罚”《人间世》停止发行一年的法律依据，是违背《出版法》第40条第1项第1款之规定，即因“出版品就应登记事项为不实之陈述而发行者”。按同条规定，这种处分，“其期间不得超过一年”。依法律订立原意，此种处分，得随时停止至该出版品完成合法登记时为止，此合法登记登记得周密了，包罗万象了，与原旨趣一统了，《拿武士刀者》的“罚”就该立刻停止。这种关系，...
003.旧信劫遗.txt	139	277	277	262	3	上面这种做法，如《拿武士刀者》拖死狗或不予受理时，可依《宪法》第24条、《民法》第186条告他们一状，请求主管官署损害赔偿。（《宪法》第24条：“凡公务员违法侵害人民之自由或权利者，除依法律受惩戒外，应负刑事及民事责任。被害人就其所受损害，并得依法律向国家请求赔偿。”《民法》第186条：“公务员因故意违背对于第三人应执行之职务，致第三人之权利受损害者，负赔偿...
003.旧信劫遗.txt	141	281	281	99	4	按《宪法》第11条：“人民有言论、讲学、著作及出版之自由。”内政部援《出版法》第40条侵害人民《宪法》中之自由，自属违宪。从这角度来打一场官司，也是一途。在美国，此类告违宪的官司极多。风气值得提倡。
