id,book,book_slug,title,source_ids,source_file,source_lines,char_count,story_text
JJSYXJ001,蒋介石研究续集,jiang_jieshi_yanjiu_xuji,张群拒行请安礼,002#P6,002.蒋介石与张群合照质疑.txt,11-11,761,后来家父宦移成都，我们算是迁居到大都市。在那时，大家都已渐渐感到清廷的腐败，我是十来岁的男孩，在成都也有机会读到一些革命性的读物，心中的革命意识也在此时渐渐生根。我就这个时候考取保定陆军学校，决定投笔从戎。家父给我六十银元，作为旅费，赴京参加会试。当时同行的有另一位青年朋友王君，我们两人性情相投，志同道合。会试时，由段祺瑞亲自召见，监考官就是他的部属，他叮嘱我们在拜见段祺瑞时，一定要行请安礼（即北方旗人的屈膝半跪式见面礼），我认为这有失我的尊严，于是我对监考官说，假如要行这种旗人请安礼，那我就宁愿弃考回乡。我的监护人，也就是我的保证人急得要死说：“这怎么可以呢？而且你若弃考，那么连回家的盘费都没有着落，你还是将就一点吧。”我和同学王君商量，两人决定来个金蝉脱壳之计，那就是去就考而不做答题，来个交白卷，看他们如何发落。两人商量妥当后就假装同意去应试，同来的监护人也就高兴万分。那次考试的课目共分三科，即国文科、数学科和理化科。数学和理化我为了表示抗议根本一题没有作答，但国文题目却引起了我的兴趣，于是大作文章，自己也认为非常满意。本来我想既然我交了两科白卷，一定不会被录取，结果出乎意料之外，我竟金榜有名，而且与其他被录取的青年，一同得到段棋瑞的召见。这时我又对监护人提出抗议——我拒绝请安。这可难为了监护人，他们一半劝说，一半威迫我就范，我想当时大家一定认我是一个大逆不道的叛徒。段大爷驾到后，我们被个别点名去见段氏。轮到我时，我只向前走了几步，点点头，左右的人高声喊：“请安，请安！”我当时年轻气盛，马上回答说：“我从来没有请过安，不知道怎样做。”他们见我如此，竟也不再勉强。我想其时当政的旗人已非常担心汉人的反叛，遇到我这血气方刚的年轻人，与其把我除名，倒不如把我收到军校训练一番为上，这也许是欲擒故纵之计。
JJSYXJ002,蒋介石研究续集,jiang_jieshi_yanjiu_xuji,陶成章除夕不归家,003#P11,003.蒋介石怎样暗杀革命元勋？.txt,21-21,321,陶成章早年受良好的旧学教育，十五岁便在家乡设馆任塾师，这时接触到一些新学书籍，思想渐有转变。1900年义和团事件发生，激发他挽救祖国危亡的意识。1902年留学日本。翌年“拒俄运动”爆发①，留日学生组织“军国民教育会”，陶成章和该会会员龚宝铨、魏兰等认识，共同商议革命活动。1904年初，陶成章归国，积极奔走于浙江各地，联络会党，策划起义。他经常用麻绳束腰，穿着芒鞋②，奔走革命。在联系工作中，他“每日步行一百一十里，不辞劳瘁”③，杭州离他家仅一水之隔，他却“四至杭州而不归”。有一次将近除夕（腊月二十六日），魏兰劝他回家过年，他回说：“幸老父犹健，家计无忧，一至故乡，恐被人情牵累，不能复出矣！”又说：“既以身为国奔走，岂尚能以家系念耶！”④
JJSYXJ003,蒋介石研究续集,jiang_jieshi_yanjiu_xuji,杨虎送茅老先生五千银元,005#P26;005#P27;005#P28;005#P29;005#P30;005#P31;005#P32;005#P33,005.蒋介石与江阴炮台.txt,51-51;53-53;55-55;57-57;59-59;61-61;63-63;65-65,427,"“冲鹏兄，我想寻访两个人。”
“哪两个？”我很奇怪，以他堂堂总司令之尊，在上海他的辖境里要找两个人，怎么会请托我这个草野小民呢？
他很坦然的说：
“一位是从前在十六铺，开福安旅馆的茅老先生，还有一位呢，是个女孩子，她在久隆镇上一家象牙烟嘴店……”
“我晓得了，”我打断了他的话，我说你放心，人一找到，我便打电话通知你。”
他笑笑，道声谢，匆匆的告辞离去。
第二天，我先找到了茅老先生，再打电话去约杨总司令，到我的家中相见。杨总司令来了，他很关怀的问起茅老先生近况，茅老先生近况很不好，他正从事证券买卖，蚀了大本，福安旅社的房子已经换了物主，杨虎听了，立刻从身上掏出一张支票，票面额是五千银元，显然他早就准备好送给茅老先生的。
茅老先生喜出望外，千恩万谢的辞去。民国十六年，五千银元够他再盖两幢福安旅社了。我向杨虎伸伸大拇指，衷心说声佩服。昔年韩信少时家贫不能治生，后来拜将封王，他召来漂母，一饭酬以千金，千古传为美谈。杨虎在这件事上，他的表现仍是可取的。"
JJSYXJ004,蒋介石研究续集,jiang_jieshi_yanjiu_xuji,杨虎照顾旧爱遗孤,005#P34;005#P35;005#P36,005.蒋介石与江阴炮台.txt,67-67;69-69;71-71,441,"又一日我专程到久隆，替他去找那个象牙烟嘴店的女孩子。路上我在想，以杨虎的年龄计算，那个女孩子应该是他初恋的爱人。纵使杨虎当时早已三妻四妾，但他仍还要找她，可见他依然不忘旧情，就为人而言，这也是颇足称道的事。
不幸得很，当我找到那家象牙店，问讯之下，那位少女真是红颜命薄，前几年就死了。留下一个孩子，交给她的姐姐抚养。怅惘之余，我带了少女的姐姐和那个小孩，回到上海，立刻通知杨虎，请他到我家来。
杨虎和这姨甥两个见了面，谈起他早年的恋人，不胜欷歔，怆然久久，我看他已热泪盈眶，觉得不便，当即抽身离去，让他们好生谈谈。移时，杨虎出来，向我借了一辆汽车，送那姨甥二位回返久隆。那一天，他摒挡所有的公事和应酬，在我家中盘桓半日，仿佛在静静的回忆前情往事。末后，他告诉我说：少女所生的那个孩子，并非他的骨血，因为她已出嫁，另字他人。结果是夫妻两个，先后病死。他已留了一大笔钱，交给孩子的阿姨，请她务必将那孩子抚养成人，读书做事，同时，他将替孩子的姨夫谋个优差，以使他们一家能有丰厚的固定收入。"
JJSYXJ005,蒋介石研究续集,jiang_jieshi_yanjiu_xuji,杜聿明装葡萄师傅,007#P32,007.蒋介石与杜夫人.txt,63-63,181,有一次，我和杜聿明在路边葡萄架下整理葡萄枝，一个老农路过这里，对杜聿明说：“老师傅，给葡萄整枝呀？过些日子天冷了，该用土把枝条压起来吧？”杜聿明只好点头答道：“嗯！嗯！”老农走后我就笑他说：“你装得还挺像，他叫你师傅，你还真答应。”杜聿明笑道：“我不答应怎么办？难道告诉他我是杜聿明吗？”是呵，如果这位老农知道他就是毛主席著作里讲的那个杜聿明，肯定会吓一大跳的。
JJSYXJ006,蒋介石研究续集,jiang_jieshi_yanjiu_xuji,刘诚之由侦查转同情,010#P52;010#P53,010.蒋介石怎样作弄李宗仁？.txt,103-103;105-105,553,"蒋先生逼我退出竞选之事当然不久就传出去了。许多支持我的国大代表颇为此愤愤不平。有一次，蒋先生往国民大会堂出席会议，只见会场内十分嘈杂，他有点不惯，招呼左右要代表们“肃静点，肃静点”。代表们不但未静下来，楼上代表席中竟有人大声反唇相稽，颇使蒋先生难堪。他气愤极了，认为这大概又是拥李的人干的。回官邸后不久，他就召集一个极机密的心腹股肱会议。出席的全是黄埔系和CC系的重要干部。在会中，蒋先生竟声称，我李某参加竞选副总统直如一把匕首插在他心中，各位如真能效忠领袖，就应该将领袖心中这把刀子拔去云云。
这故事是一位参预机密的“天子门生”刘诚之后来告诉我的。诚之是黄埔四期毕业生，由蒋先生资送日本入警官学校。抗战期间，被派为警官学校西安第四分校教育长。胜利之后，驻于北平。他在北平的附带任务便是侦查我和孙连仲的行动和言论，向蒋先生打小报告。所以他在行辕出入很勤，和我也很熟。日子久了，他发现我原是一个光明磊落的人，没有什么可报告的。相反地，他且为我的忠厚无欺所感动。不但同情我的处境，而且认为蒋先生那套作风不对，常在他的朋友面前为我抱不平说：“领袖对李先生那样忠厚长者都不能用，也实在不对。”所以他时时把他们黄埔系中许多机密说给我听。竞选期中，类如以上所说的许多秘密，刘君都毫无隐瞒地告诉了我。我当然只有一笑置之。"
JJSYXJ007,蒋介石研究续集,jiang_jieshi_yanjiu_xuji,于右任追蒋求放张杨,010#P115;010#P116;010#P117,010.蒋介石怎样作弄李宗仁？.txt,229-229;231-231;233-233,221,"我问：“总统今天什么时候动身，我们到机场送行。”
蒋先生说：“我下午还有事要处理，起飞时间未定，你们不必送行！”
说着，他就走向门外。这时于右任忽然老态龙钟地追上去，口里喊着：“总统！总统！”蒋先生稍停问何事。于右任说：“为和谈方便起见，可否请总统在离京之前，下个手令把张学良、杨虎城放出来？”蒋先生只把手向后一撒说：“你找德邻办去！”说毕，便加快脚步走了。拖着一大把胡须的七十老人于右任，在众人注视之下，慢慢地走回，大家这才黯然地离开会场。"
JJSYXJ008,蒋介石研究续集,jiang_jieshi_yanjiu_xuji,蒋介石改机场避镜头,011#P5,011.蒋介石与真假保密局.txt,9-9,393,到了1947年冬天，郑介民被斗垮，由毛人凤升任局长。正在毛人凤又“杀人如草不闻声”的时候，局势越来越逆转了。1949年1月1日，蒋介石不得已，发表总统元旦文告，开始说漏气话。三星期后，他终于下台了。1月21日下午，专机驾驶衣复恩，在南京明故宫机场准备好“美龄号”专机，等候蒋介石大驾，同时文武百官与中外记者也都云集以待。不料蒋介石到机场时，看见人太多，又有摄影记者，他觉得这种凄然的场面是不适合摄影留念的，于是马上吩咐改由南京大较场起飞，他派了一辆侍从车，开到飞机旁边，通知衣复恩；对在场的欢送人员，则只通知了李宗仁总统。李总统马上跳入汽车，向大较场疾驶，少数机警的人物，如顾祝同、张治中、孙科、陈立夫、洪兰友等，跟着就走了。这时“美龄号”已经由明故宫起飞，蒋介石的秘书曹圣芬还在对大家胡扯：“这是试飞啊！”许多人相信了。到了知道原来是由大较场起飞时，再也赶不及了。——好一个“试飞”！
JJSYXJ009,蒋介石研究续集,jiang_jieshi_yanjiu_xuji,毛人凤机场相机待机,012#P6;012#P7,012.蒋介石怎样逃亡？.txt,11-11;13-13,479,"当三十八年12月8日下午，在成都的新津机场，他和郭旭、成希超两同志共乘一辆吉甫车驰来驰去，遇见我，将车停下，相与闲谈。此时郭成两同志先后离去，毛先生怅然告我，谓我们的同志，该留的均已潜伏妥当，该走的亦已先后起飞，至少亦经派定机位，唯郭旭、成希超与我（毛先生自称）尚未觅妥飞机，故在此相机待机以便离去！先是我们的机位均已由国防部分配就绪，我们咸集于机翼下等候登机起飞。未几，听同机人纷纷耳语，尤其一少校军官势更汹汹，且扬言不准任何人做“黄鱼”，如不听 制止，必以手枪对付。旋知系毛先生拟搭乘此机，且已与驾驶人商得同意，迨后又闻毛先生为总裁召去，且已随侍飞行矣。其后郭成两同志仍搭乘我机，飞抵昆明。这一段的回忆：假使总裁不召见或专机无空位，则当日机场可能闹出乱子来，更不堪设想的是，万一不幸毛先生也同机到了昆明，则当与周文豪、徐远举、郭旭、成希超诸同志同为俘虏矣。
这段故事告诉了我们：即使贵为国特头子毛人凤，为了逃难，也得先到机场，“相机待机以便离去”！要不是蒋介石临时提了毛人凤一把，把他带进自己的“专机”，“随侍飞行”，他恐怕早跟其他同志“同为俘虏矣” ！"
JJSYXJ010,蒋介石研究续集,jiang_jieshi_yanjiu_xuji,孔子也成卫生家,014#P14,014.蒋介石是个什么家？.txt,27-27,249,赵效沂《闲话当年新闻人物》（《传记文学》第32卷第2期），有一段写阎锡山。说阎锡山送他一本自著的书，“书中引述孔子之言，分条剖释，引用四书文句，称孔子为政治家、学术家、辩论家、哲学家……等‘荣衔’，不一而足，而最妙者，孔子又是‘卫生家’，我细想，孔子怎么又是‘卫生家’呢？原来他引用了四书中一句话：‘割不正不食’，非‘卫生’而何！如此引申，孔老夫子可能还是物理学家、化学家，也说不定。”这个有趣的故事，正好用来给这篇文章收尾。反正欲家之下，何家不可得？胆敢怀疑蒋介石成家数者，当思孔子是“卫生家”！
