id,book,book_slug,title,source_ids,source_file,source_lines,char_count,story_text
WMSYWMX001,我梦碎，所以我梦醒,wo_mengsui_suoyi_wo_mengxing,陈布雷说和尚做不成,WMSYWMX_005_18,005.“中华民国”亡国考.txt,35-35,200,直至夜幕开始垂下，陈布雷才带着留连忘返的心情悻悻离别。临上车时他问我：“陶副官，你还记得我以前讲过的一则笑话吗？”我答道：“主任莫非指有朝一日辞官隐居，到灵谷寺或鸡鸣寺做和尚一事？”他点了点头道：“和尚做不成，死在这里也好。”（直到陈布雷去世后见到他遗书，我才领悟到他临自杀前一天来到京郊触目伤情的原因：他在给夫人王氏的遗书中嘱咐“即在南京薄埋之”。可见他对南京这座千古名城确是怀有一种特殊感情的。）
WMSYWMX002,我梦碎，所以我梦醒,wo_mengsui_suoyi_wo_mengxing,志公塔坏梁武帝亡国,WMSYWMX_005_19,005.“中华民国”亡国考.txt,37-37,96,梁武帝天监13年（514），他以社稷存亡问于志公，志公答他说：“贫僧塔坏，陛下社稷随坏。”后来志公死了，梁武帝怕志公的预言成真，赶忙改以石塔代替木塔，以防塔坏，不料工程做了一半，就“亡国”了。
WMSYWMX003,我梦碎，所以我梦醒,wo_mengsui_suoyi_wo_mengxing,列宁忍签布列斯特条约,WMSYWMX_013_12,013.“钓鱼台”梦碎.txt,23-23,87,想想列宁签下《布雷斯特─立陶夫斯克（Brest-Litovsk）条约》的故事吧。1918年3月3日忍气签下，8个月零10天后（1918年11月13日)，就机会大好、满载而归。
WMSYWMX004,我梦碎，所以我梦醒,wo_mengsui_suoyi_wo_mengxing,毛泽东说国民党自己打败自己,WMSYWMX_033_2,033.“暴政必亡”梦碎.txt,3-3,146,陈诚应邀做了两个小时讲话。他慨乎言之一个故事：“当大陆全部沦陷的那一年，有一个外国记者来台访问我的时候，曾经向我说过一件事：他在北平曾访问毛泽东说：国民党有50年的悠久历史，何以在短短的一两年，一败涂地？毛泽东当时很坦白的答覆云：‘国民党的失败，确非共产党兵力打败它，而是它们自己打败自己。’
WMSYWMX005,我梦碎，所以我梦醒,wo_mengsui_suoyi_wo_mengxing,谷正纲在南美人地不分三则,WMSYWMX_042_8,042.“老贼”梦碎.txt,15-15,203,去南美时候，因为南美景色有些颇似中国西北，他神经就来了，下飞机后，他奇怪的问：“宗南为何不来接？”他不知道西北王胡宗南早就死在台湾了。当然，他这种人地不分，也有奇趣在，在南美，当王昇接他并提醒他“我是王昇”的时候，他很有礼貌的告诉王昇说：“王昇吗？我知道他，祸党祸国，是个坏蛋！”像这种妙事，也发生在别处。有一次他握住麦克风，忽然说：“梁永章，是我一手提拔的人，是靠贪赃枉法起家的。”而梁永章正坐在他身旁。
WMSYWMX006,我梦碎，所以我梦醒,wo_mengsui_suoyi_wo_mengxing,谷正纲认台北是安顺又说是门打的,WMSYWMX_042_9,042.“老贼”梦碎.txt,17-17,93,他下飞机时候，常常说：“安顺到了，安顺到了。”显然以为台北是贵州安顺。回家时候，常常上错楼。邻居开门，他会怒责：“为什么你在我家！”他气得敲门敲破手，医生诊治时，他抱怨说：“是门打的！”
WMSYWMX007,我梦碎，所以我梦醒,wo_mengsui_suoyi_wo_mengxing,谷正纲梦见蒋介石托话,WMSYWMX_042_10,042.“老贼”梦碎.txt,19-19,86,国民党一次核心会议中，他发言不被采信，竟大哭失声，喃喃的说：“昨晚梦见先总统。先总统对当前决策失当，不以为然，叫我告诉你们。”闻者不知老蒋死后犹托梦以宠如此，自然大惊失色。
WMSYWMX008,我梦碎，所以我梦醒,wo_mengsui_suoyi_wo_mengxing,朱屋大佐听到巴黎被围而死,WMSYWMX_048_4,048.“国旗”梦碎.txt,7-7,121,朱屋大佐是拿破仑（Napoleon I）部下的退役老兵，他在垂暮之年，整天幻想自己的胜利：“大……捷！大……捷！”“七日之内，可抵柏林矣！”最后得知真相，被围的不是柏林而是巴黎，他无法适应了，他全身戎装，四肢颤动，绝望死在面朝凯旋门的窗台上。
WMSYWMX009,我梦碎，所以我梦醒,wo_mengsui_suoyi_wo_mengxing,殷海光吃饭想到蒋介石摔筷子,WMSYWMX_061_52,061.梦醒时分.txt,103-103,93,李敖说，殷海光是气死的，吃饭吃一半，突然想到蒋介石，他筷子一丢，站起来，讲打倒蒋介石。他生气了，饭也吃不下去了，得了胃癌死掉了。结果蒋介石活到了89岁。你的敌人比你多活40年，你输了嘛。
WMSYWMX010,我梦碎，所以我梦醒,wo_mengsui_suoyi_wo_mengxing,马寅初活过毛泽东等到平反,WMSYWMX_061_52,061.梦醒时分.txt,103-103,144,以前北大校长马寅初说中国人口太多了，要有人口政策，毛主席反对，说人多好办事，于是大家都骂马寅初，贴大字报贴到马寅初的床头上骂他。马寅初始终不屈服。最后什么结果？毛泽东死了，马寅初还没死。马寅初生的时候毛泽东还没生；毛泽东死的时候马寅初还没死，活了100岁，最后马寅初还获得平反，他成功了。
