id,book,book_slug,title,source_ids,source_file,source_lines,char_count,story_text
NBZDEEB001,你不知道的二二八,ni_buzhidao_de_ererba,吴新荣记点心客用猪肝谐音挖苦陈仪,003#P96,003.你不知道的二二八.txt,191-191,60,在台南的夜市，和朋友小吃点心时，另有一个点心客对老板说：‘给我陈仪的肉！ ’‘什么陈仪的肉！’‘猪肝（猪官）啦，快快！’
NBZDEEB002,你不知道的二二八,ni_buzhidao_de_ererba,吴新荣记乘客拿车椅谐音大骂陈仪,003#P96,003.你不知道的二二八.txt,191-191,58,一日梦鹤在火车内看到一个车客大骂说：‘驶你娘陈仪！吃还不够饱吗？车椅坏到这样还不修理，害我这条新裤被钉子穿破了！ ’
NBZDEEB003,你不知道的二二八,ni_buzhidao_de_ererba,陈重光称亲见外省人把水龙头插墙后向店家索赔,003#P222,003.你不知道的二二八.txt,443-443,167,陈重光访问记录（行政院，第39、40页）：“……我以当四十年教师的人格来保证，我亲见其事，那就是某一外省人不懂得自来水的原理，认为只要到五金行买个水龙头插在墙上就会有水出来，有一天在嘉义市中正路一家五金行买水龙头，回家插在墙上，打开开关出不了水后，立刻向五金店的老板大吵大闹，由于语言不通，说也说不清楚，最后五金店老板只好赔钱了事。”
NBZDEEB004,你不知道的二二八,ni_buzhidao_de_ererba,林衡道转述接收人员误把金槌当贵重物，并称故事是编造的,003#P224,003.你不知道的二二八.txt,447-447,134,林衡道访问记录（省文献会，第556页）：“……日文称铁槌为‘金槌’，外省人士来接收日人的机关时，发现接收清册上列有‘金槌’一物，大闹要找出这一高贵物品，经差人找来细瞧，居然是把普通铁槌，还责怪本地人把金槌藏起来，拿铁槌给他。这当然也是编造的神话，事实上并无其事。……”
NBZDEEB005,你不知道的二二八,ni_buzhidao_de_ererba,李筱峰记军人凭百元收据退掉五十元商品,003#P228,003.你不知道的二二八.txt,455-455,191,李筱峰《台海两岸的历史分歧导致文化摩擦》（《二二八事件文献辑录》第48页）：“……有军人到商店买东西，这个东西五十元，买了之后军人要求老板开一百元的收据，当时的台湾人很老实，没碰过这种情形，但是不开又怕引起麻烦，只好开收据给他，大概一个小时后，这个东西由另一位军人拿回来。说东西不好要退还，老板接受退还五十元，军人却拿出收据要退回一百元，老板只好乖乖退还一百元，平白赔了五十元……”
NBZDEEB006,你不知道的二二八,ni_buzhidao_de_ererba,江好锵记军人埋尸后把棺材退回店里要钱,003#P230,003.你不知道的二二八.txt,459-459,75,江好锵访问记录（行政院，第35页）：“……在忠孝路的一家棺材店，军人买了棺材，将尸体放入扛去埋后，再将棺材拿回来到棺材店退钱，像这样的事都发生过……”
NBZDEEB007,你不知道的二二八,ni_buzhidao_de_ererba,林衡道记台籍将军拒绝排队并打护士耳光,003#P232,003.你不知道的二二八.txt,463-463,86,林衡道访问记录（省文献会，第559页）：“……某位刚从大陆回台之台籍将军到台大医院看病，护士小姐要他排队，他说我是×××将军，还要排什么队？并且顺手打了护士小姐一耳光……”
NBZDEEB008,你不知道的二二八,ni_buzhidao_de_ererba,杨炽昌记翁金护保护外省人反被控拘禁,003#P712,003.你不知道的二二八.txt,1423-1423,155,杨炽昌访问记录（省文献会，第427页）：“三月初二、初三，听到本省人打外省人的事件层出不穷，当时，正好有艘帆船要进入运河，参议会议员翁金护听到了，赶紧到码头阻止他们进入市区，把他们安顿在新町大智街一家名叫松金樱的食堂，并劝阻他们不要随便出来，以免遭遇不测，谁知后来他竟被扣上‘拘禁大陆同胞’的罪名而遭收押……”
NBZDEEB009,你不知道的二二八,ni_buzhidao_de_ererba,唐贤龙记王姓台湾人堵门救友，遭殴身亡,003#P724,003.你不知道的二二八.txt,1447-1447,226,唐贤龙《台湾事变内幕记》（第96页）：“在高雄，当民众骚动，到处殴打外省人时，我的一个朋友，当他正在被很多台湾人追逐时，适有另一姓王的台湾人跑来，即将我那个朋友救起，并令其迅速躲到他太太的房里，及至那些追逐的台湾人赶到时，他们硬要搜他的家，并说王掩护外省人。王既不肯，因言语冲突，遂发生斗殴，当王被打得遍体鱗伤时，渠依然横卧在家门口，不让其他的台湾人进去……后来，当他们呼啸一声而去时，我那个朋友虽幸免一死，但那个姓王的台湾人，却早已气绝身亡矣。……”
NBZDEEB010,你不知道的二二八,ni_buzhidao_de_ererba,曾重郎记辛志平以藏匿相报救命之恩,003#P728,003.你不知道的二二八.txt,1455-1455,122,曾重郎《曾重郎回忆录》（《二二八事件回忆集》第115页）：“……辛志平校长顾及我的安全嘱我到他家躲藏。当夜，我即去到辛志平校长家，他说，这次暴动你救了我全家，我很感谢你，你现在有危险我应该相助。我把你看成我的兄弟，你可在此处暂避一个时期。……”
NBZDEEB011,你不知道的二二八,ni_buzhidao_de_ererba,柯旗化记国军救出外省人后剥走他们的手表,003#P764,003.你不知道的二二八.txt,1527-1527,100,柯旗化访问记录（行政院，第3页）：“……当中国兵由要塞下来以后，知道有些外省人被关在仓库，便去抢救，结果却是：这些中国兵一看到这些外省人就剥走他们的表，所谓‘枪声一响，黄金万两’，真是中国兵的写照。”
NBZDEEB012,你不知道的二二八,ni_buzhidao_de_ererba,蔡阳昆转述农民给穿掌者送水，自己也被穿起来,003#P846,003.你不知道的二二八.txt,1691-1691,98,蔡阳昆访问记录（行政院，第4页）：“……我有个庆应大学同学（现居日本），他说他曾目睹许多台湾人被钢丝穿过手掌，排成一排地站在海水中，随着海水摇晃，有一好心的农民拿水给这些人喝，结果他也被穿起来。”
NBZDEEB013,你不知道的二二八,ni_buzhidao_de_ererba,蔡信重记安然打麻将的同事互保领到抚恤,003#P954,003.你不知道的二二八.txt,1907-1907,132,蔡信重访问记录（省文献会，第337页）：“……这群多为福州人的同事，似毫发未损，大家都躲在室内打麻将；事件后不久行政长官公署通令，凡在事件中遭受财物或身体伤亡的外省籍军公教人员，均可申请赔偿抚恤。这些‘打牌’安然无恙的同事，在相互保证下，都获得赔偿，发一笔横财。”
NBZDEEB014,你不知道的二二八,ni_buzhidao_de_ererba,《行政院二二八研究报告》记谢雪红独自入宅止火缴枪,003#P578,003.你不知道的二二八.txt,1155-1155,160,《行政院二二八研究报告》（第78页）：“……唯民众愤刘氏（存忠）开枪造成伤亡，已自消防队运来汽油数桶，欲将刘宅放火焚烧。谢雪红恐烧及附近民房，加以阻止，并即由车上跳下，单独走进刘存忠宅，令他们放下武器。刘氏认出是谢雪红，即不再开枪。随即由谢氏收缴刘宅的短枪六支，并将刘存忠及其副官杨某、守卫、家人等，移送警察局处理……”
NBZDEEB015,你不知道的二二八,ni_buzhidao_de_ererba,李捷勋记三人把郭主任夫妇藏进榻榻米躲过搜索,003#P734,003.你不知道的二二八.txt,1467-1467,102,李捷勋访问记录（省文献会，第272页）：“……我们三人恰好赶在流氓前到达郭家，马上就将郭主任夫妇藏于房间内之榻榻米下，然后流氓到达准备搜索，我们告以‘这间房子是我们接收的’，于是三人就在郭家住了下来……”
NBZDEEB016,你不知道的二二八,ni_buzhidao_de_ererba,朱文伯记吴深潭救人后拒收两万元,003#P738,003.你不知道的二二八.txt,1475-1475,149,朱文伯《二二八被殴记》（《台湾月刊》第六期第28、29页）：“……在我藏匿期间，我所知道直接或间接为吴深潭先生救护出险的外省同胞多至十一人，我因为他受了伤，出险后曾经送他疗伤费两万元，哪知他坚决不受，并且说我的救你，不是为钱，不是为图报效，而为的是人道，为的同胞爱，你如果给我钱，是轻视我的人格！”
NBZDEEB017,你不知道的二二八,ni_buzhidao_de_ererba,《自由时报》记李白娘跪求白崇禧释放被捕民众,003#P814,003.你不知道的二二八.txt,1627-1627,159,《自由时报》（1991年2月27日）：“据当时在鼻头当警员的陈双兴老先生指出，当时局势一片混乱，连现今的瑞芳警察分局都被民众占据了，许多民众被‘陈仪部队’抓走，当时瑞芳镇长李建兴的母亲李白娘女士见状，亲自到基隆迎接白崇禧将军，并以同宗之情跪求白将军，获得白将军大力协助，始使瑞芳地区被抓的无辜民众获释，降低伤亡人数。”
NBZDEEB018,你不知道的二二八,ni_buzhidao_de_ererba,林衡道记歌仔戏班掩护避难者,003#P816,003.你不知道的二二八.txt,1631-1631,107,林衡道访问记录（省文献会，第564页）：“有些人则跑到歌仔戏班避难，这些人大抵是能吃苦耐劳的人，他们在戏班内帮忙抬东西、烧饭、随戏班流动，混一口饭吃。戏班内的人很讲义气，遇有事情替这些人掩护，如此才度过这段时间。”
NBZDEEB019,你不知道的二二八,ni_buzhidao_de_ererba,林可楫记客家人靠日语说清身份获释,003#P1300,003.你不知道的二二八.txt,2599-2599,100,林可楫访问记录（行政院，第64页）：“有个新竹的客家人，因讲客家话，和台湾人语言不通而被抓来，一进去就哇啦哇啦叫，又骂又吵，说他也是台湾人，为什么被捉来关？后来因为他会日文，说清楚后才把他放走。……”
NBZDEEB020,你不知道的二二八,ni_buzhidao_de_ererba,高菊花、高英洋记父亲保护县长反被疑为窝藏匪谍,003#P1326,003.你不知道的二二八.txt,2651-2651,121,高菊花、高英洋访问记录（省文献会，第422页）：“事件初期，家父为保护长官，派遣三名青年至新营，接当时大台南县长袁国钦上山避难，住在达邦高宅一周，未料事平不久，袁氏却潜逃大陆，后来据闻晋升至福建海军司令员，使得家父蒙受‘窝藏匪谍’的罪嫌……”
